,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
32,32,Hodei Oleaga,€ 0,€ 0,€ 0,K,21,Spain,Athletic Club,La Liga,2018-2019
33,33,Dani Vivian,€ 0,€ 0,€ 0,D,18,Spain,Athletic Club,La Liga,2018-2019
0,0,Antoine Griezmann,"€ 881,596","€ 45,843,000","€ 45,695,078",F,27,France,Atletico Madrid,La Liga,2018-2019
1,1,Jan Oblak,"€ 400,654","€ 20,834,000","€ 20,766,775",K,25,Slovenia,Atletico Madrid,La Liga,2018-2019
2,2,Diego Costa,"€ 307,500","€ 15,990,000","€ 15,938,405",F,29,Spain,Atletico Madrid,La Liga,2018-2019
3,3,Koke,"€ 306,635","€ 15,945,000","€ 15,893,550",M,26,Spain,Atletico Madrid,La Liga,2018-2019
4,4,Saúl Ñíguez,"€ 230,577","€ 11,990,000","€ 11,951,312",M,23,Spain,Atletico Madrid,La Liga,2018-2019
5,5,Vitolo,"€ 206,981","€ 10,763,000","€ 10,728,271",F,28,Spain,Atletico Madrid,La Liga,2018-2019
6,6,Álvaro Morata,"€ 189,365","€ 9,847,000","€ 9,815,227",F,25,Spain,Atletico Madrid,La Liga,2018-2019
7,7,Diego Godín,"€ 188,288","€ 9,791,000","€ 9,759,407",D,32,Uruguay,Atletico Madrid,La Liga,2018-2019
8,8,Filipe Luís,"€ 149,481","€ 7,773,000","€ 7,747,919",D,32,Brazil,Atletico Madrid,La Liga,2018-2019
9,9,Rodri,"€ 131,096","€ 6,817,000","€ 6,795,004",M,22,Spain,Atletico Madrid,La Liga,2018-2019
10,10,Gelson Martins,"€ 124,577","€ 6,478,000","€ 6,457,097",F,23,Portugal,Atletico Madrid,La Liga,2018-2019
11,11,Nikola Kalinic,"€ 124,519","€ 6,475,000","€ 6,454,107",F,30,Croatia,Atletico Madrid,La Liga,2018-2019
12,12,Juanfran,"€ 124,519","€ 6,475,000","€ 6,454,107",D,33,Spain,Atletico Madrid,La Liga,2018-2019
13,13,Thomas Lemar,"€ 124,519","€ 6,475,000","€ 6,454,107",F,22,France,Atletico Madrid,La Liga,2018-2019
14,14,Stefan Savic,"€ 86,308","€ 4,488,000","€ 4,473,519",D,27,Montenegro,Atletico Madrid,La Liga,2018-2019
15,15,Ángel Correa,"€ 67,077","€ 3,488,000","€ 3,476,745",F,23,Argentina,Atletico Madrid,La Liga,2018-2019
16,16,José Giménez,"€ 59,327","€ 3,085,000","€ 3,075,046",D,23,Uruguay,Atletico Madrid,La Liga,2018-2019
17,17,Lucas Hernández,"€ 54,500","€ 2,834,000","€ 2,824,856",D,22,France,Atletico Madrid,La Liga,2018-2019
18,18,Thomas,"€ 47,654","€ 2,478,000","€ 2,470,004",M,25,Ghana,Atletico Madrid,La Liga,2018-2019
19,19,Santiago Arias,"€ 41,558","€ 2,161,000","€ 2,154,027",D,26,Colombia,Atletico Madrid,La Liga,2018-2019
20,20,Antonio Adán,"€ 38,250","€ 1,989,000","€ 1,982,582",K,31,Spain,Atletico Madrid,La Liga,2018-2019
21,21,Axel Werner,"€ 10,462","€ 544,000","€ 542,245",K,22,Argentina,Atletico Madrid,La Liga,2018-2019
22,22,Borja Garcés,€ 519,"€ 27,000","€ 26,913",F,18,Spain,Atletico Madrid,La Liga,2018-2019
23,23,Francisco Montero,€ 500,"€ 26,000","€ 25,916",D,19,Spain,Atletico Madrid,La Liga,2018-2019
24,24,Manu Sánchez,€ 0,€ 0,€ 0,D,17,Spain,Atletico Madrid,La Liga,2018-2019
25,25,Mikel Carro,€ 0,€ 0,€ 0,M,19,Spain,Atletico Madrid,La Liga,2018-2019
26,26,Nehuén Pérez,€ 0,€ 0,€ 0,D,18,Argentina,Atletico Madrid,La Liga,2018-2019
27,27,Carlos Isaac,€ 0,€ 0,€ 0,D,20,Spain,Atletico Madrid,La Liga,2018-2019
28,28,Roberto Olabe,€ 0,€ 0,€ 0,M,22,Spain,Atletico Madrid,La Liga,2018-2019
29,29,Álex Dos Santos,€ 0,€ 0,€ 0,K,19,Spain,Atletico Madrid,La Liga,2018-2019
30,30,Bernard Mensah,€ 0,€ 0,€ 0,M,23,Ghana,Atletico Madrid,La Liga,2018-2019
31,31,Sergio Camello,€ 0,€ 0,€ 0,F,17,Spain,Atletico Madrid,La Liga,2018-2019
32,32,Sime Vrsaljko,€ 0,€ 0,€ 0,D,26,Croatia,Atletico Madrid,La Liga,2018-2019
33,33,Tachi,€ 0,€ 0,€ 0,D,20,Spain,Atletico Madrid,La Liga,2018-2019
34,34,Andrés Solano,€ 0,€ 0,€ 0,D,20,Colombia,Atletico Madrid,La Liga,2018-2019
35,35,Toni Moya,€ 0,€ 0,€ 0,M,20,Spain,Atletico Madrid,La Liga,2018-2019
36,36,Víctor Mollejo,€ 0,€ 0,€ 0,F,17,Spain,Atletico Madrid,La Liga,2018-2019
37,37,Joaquín Muñoz,€ 0,€ 0,€ 0,F,19,Spain,Atletico Madrid,La Liga,2018-2019
38,38,André Moreira,€ 0,€ 0,€ 0,K,22,Portugal,Atletico Madrid,La Liga,2018-2019
39,39,Gustavo Assunção,€ 0,€ 0,€ 0,M,18,Brazil,Atletico Madrid,La Liga,2018-2019
40,40,Cristian Rodríguez,€ 0,€ 0,€ 0,M,22,Spain,Atletico Madrid,La Liga,2018-2019
41,41,Luciano Vietto,€ 0,€ 0,€ 0,F,24,Argentina,Atletico Madrid,La Liga,2018-2019
0,0,Lionel Messi,"€ 1,360,731","€ 70,758,000","€ 70,529,684",F,31,Argentina,Barcelona,La Liga,2018-2019
1,1,Luis Suárez,"€ 450,000","€ 23,400,000","€ 23,324,495",F,31,Uruguay,Barcelona,La Liga,2018-2019
2,2,Philippe Coutinho,"€ 450,000","€ 23,400,000","€ 23,324,495",F,26,Brazil,Barcelona,La Liga,2018-2019
3,3,Sergio Busquets,"€ 287,481","€ 14,949,000","€ 14,900,764",M,29,Spain,Barcelona,La Liga,2018-2019
4,4,Ivan Rakitic,"€ 256,808","€ 13,354,000","€ 13,310,911",M,30,Croatia,Barcelona,La Liga,2018-2019
5,5,Gerard Piqué,"€ 245,000","€ 12,740,000","€ 12,698,892",D,31,Spain,Barcelona,La Liga,2018-2019
6,6,Samuel Umtiti,"€ 230,769","€ 12,000,000","€ 11,961,279",D,24,France,Barcelona,La Liga,2018-2019
7,7,Ousmane Dembélé,"€ 230,769","€ 12,000,000","€ 11,961,279",F,21,France,Barcelona,La Liga,2018-2019
8,8,Sergi Roberto,"€ 191,654","€ 9,966,000","€ 9,933,843",D,26,Spain,Barcelona,La Liga,2018-2019
9,9,Arturo Vidal,"€ 173,077","€ 9,000,000","€ 8,970,960",M,31,Chile,Barcelona,La Liga,2018-2019
10,10,Jordi Alba,"€ 165,000","€ 8,580,000","€ 8,552,315",D,29,Spain,Barcelona,La Liga,2018-2019
11,11,Marc-André ter Stegen,"€ 165,000","€ 8,580,000","€ 8,552,315",K,26,Germany,Barcelona,La Liga,2018-2019
12,12,Thomas Vermaelen,"€ 145,000","€ 7,540,000","€ 7,515,671",D,32,Belgium,Barcelona,La Liga,2018-2019
13,13,Denis Suárez,"€ 96,154","€ 5,000,000","€ 4,983,866",M,24,Spain,Barcelona,La Liga,2018-2019
14,14,Munir El Haddadi,"€ 95,827","€ 4,983,000","€ 4,966,921",F,22,Spain,Barcelona,La Liga,2018-2019
15,15,Arthur,"€ 93,904","€ 4,883,000","€ 4,867,244",M,21,Brazil,Barcelona,La Liga,2018-2019
16,16,Jasper Cillessen,"€ 86,000","€ 4,472,000","€ 4,457,570",K,29,Netherlands,Barcelona,La Liga,2018-2019
17,17,Rafinha,"€ 85,654","€ 4,454,000","€ 4,439,628",M,25,Brazil,Barcelona,La Liga,2018-2019
18,18,Malcom,"€ 84,365","€ 4,387,000","€ 4,372,844",F,21,Brazil,Barcelona,La Liga,2018-2019
19,19,Nélson Semedo,"€ 65,942","€ 3,429,000","€ 3,417,936",D,24,Portugal,Barcelona,La Liga,2018-2019
20,20,Clément Lenglet,"€ 51,904","€ 2,699,000","€ 2,690,291",D,23,France,Barcelona,La Liga,2018-2019
21,21,Jeison Murillo,"€ 47,346","€ 2,462,000","€ 2,454,056",D,26,Colombia,Barcelona,La Liga,2018-2019
22,22,Kevin-Prince Boateng,"€ 35,577","€ 1,850,000","€ 1,844,031",F,31,Ghana,Barcelona,La Liga,2018-2019
23,23,Sergi Samper,"€ 23,154","€ 1,204,000","€ 1,200,115",M,23,Spain,Barcelona,La Liga,2018-2019
24,24,Carles Aleñà,"€ 16,712","€ 869,000","€ 866,196",M,20,Spain,Barcelona,La Liga,2018-2019
25,25,Jean-Clair Todibo,"€ 11,481","€ 597,000","€ 595,074",D,18,France,Barcelona,La Liga,2018-2019
26,26,Marc Cucurella,"€ 3,981","€ 207,000","€ 206,332",D,19,Spain,Barcelona,La Liga,2018-2019
27,27,Marc Cardona,"€ 3,308","€ 172,000","€ 171,445",F,22,Spain,Barcelona,La Liga,2018-2019
28,28,Moussa Wagué,€ 0,€ 0,€ 0,D,19,Senegal,Barcelona,La Liga,2018-2019
29,29,Jokin Ezkieta,€ 0,€ 0,€ 0,K,21,Spain,Barcelona,La Liga,2018-2019
30,30,Abel Ruiz,€ 0,€ 0,€ 0,F,18,Spain,Barcelona,La Liga,2018-2019
31,31,Oriol Busquets,€ 0,€ 0,€ 0,M,19,Spain,Barcelona,La Liga,2018-2019
32,32,Iñaki Peña,€ 0,€ 0,€ 0,K,19,Spain,Barcelona,La Liga,2018-2019
33,33,Paco Alcácer,€ 0,€ 0,€ 0,F,24,Spain,Barcelona,La Liga,2018-2019
34,34,Guillem Jaime,€ 0,€ 0,€ 0,D,19,Spain,Barcelona,La Liga,2018-2019
35,35,Douglas,€ 0,€ 0,€ 0,D,27,Brazil,Barcelona,La Liga,2018-2019
36,36,Riqui Puig,€ 0,€ 0,€ 0,M,18,Spain,Barcelona,La Liga,2018-2019
37,37,Chumi,€ 0,€ 0,€ 0,D,19,Spain,Barcelona,La Liga,2018-2019
38,38,Carles Pérez,€ 0,€ 0,€ 0,F,20,Spain,Barcelona,La Liga,2018-2019
39,39,André Gomes,€ 0,€ 0,€ 0,M,24,Portugal,Barcelona,La Liga,2018-2019
40,40,Álex Collado,€ 0,€ 0,€ 0,M,19,Spain,Barcelona,La Liga,2018-2019
41,41,Juan Miranda,€ 0,€ 0,€ 0,D,18,Spain,Barcelona,La Liga,2018-2019
42,42,Adrián Ortolá,€ 0,€ 0,€ 0,K,24,Spain,Barcelona,La Liga,2018-2019
43,43,Jorge Cuenca,€ 0,€ 0,€ 0,D,18,Spain,Barcelona,La Liga,2018-2019
0,0,Juanfran,"€ 124,519","€ 6,475,000","€ 6,454,107",D,29,Spain,Celta Vigo,La Liga,2018-2019
1,1,Iago Aspas,"€ 74,423","€ 3,870,000","€ 3,857,513",F,30,Spain,Celta Vigo,La Liga,2018-2019
2,2,Sofiane Boufal,"€ 72,404","€ 3,765,000","€ 3,752,851",F,24,Morocco,Celta Vigo,La Liga,2018-2019
3,3,Guido Carrillo,"€ 66,827","€ 3,475,000","€ 3,463,787",F,27,Argentina,Celta Vigo,La Liga,2018-2019
4,4,Wesley Hoedt,"€ 50,135","€ 2,607,000","€ 2,598,588",D,24,Netherlands,Celta Vigo,La Liga,2018-2019
5,5,Hugo Mallo,"€ 39,712","€ 2,065,000","€ 2,058,337",D,27,Spain,Celta Vigo,La Liga,2018-2019
6,6,Stanislav Lobotka,"€ 39,692","€ 2,064,000","€ 2,057,340",M,23,Slovakia,Celta Vigo,La Liga,2018-2019
7,7,Okay Yokuslu,"€ 34,731","€ 1,806,000","€ 1,800,173",M,24,Turkey,Celta Vigo,La Liga,2018-2019
8,8,Diego Reyes,"€ 33,942","€ 1,765,000","€ 1,759,305",D,25,Mexico,Celta Vigo,La Liga,2018-2019
9,9,Martin Braithwaite,"€ 33,423","€ 1,738,000","€ 1,732,392",F,27,Denmark,Celta Vigo,La Liga,2018-2019
10,10,Pione Sisto,"€ 29,750","€ 1,547,000","€ 1,542,008",F,23,Denmark,Celta Vigo,La Liga,2018-2019
11,11,Néstor Araujo,"€ 29,154","€ 1,516,000","€ 1,511,108",D,26,Mexico,Celta Vigo,La Liga,2018-2019
12,12,Nemanja Radoja,"€ 28,404","€ 1,477,000","€ 1,472,234",M,25,Serbia,Celta Vigo,La Liga,2018-2019
13,13,Mathias Jensen,"€ 28,096","€ 1,461,000","€ 1,456,286",M,22,Denmark,Celta Vigo,La Liga,2018-2019
14,14,Gustavo Cabral,"€ 27,673","€ 1,439,000","€ 1,434,357",D,32,Argentina,Celta Vigo,La Liga,2018-2019
15,15,Dimitrios Siovas,"€ 26,904","€ 1,399,000","€ 1,394,486",D,29,Greece,Celta Vigo,La Liga,2018-2019
16,16,Rubén Blanco,"€ 24,115","€ 1,254,000","€ 1,249,954",K,22,Spain,Celta Vigo,La Liga,2018-2019
17,17,Emre Mor,"€ 23,654","€ 1,230,000","€ 1,226,031",F,20,Turkey,Celta Vigo,La Liga,2018-2019
18,18,Recio,"€ 23,385","€ 1,216,000","€ 1,212,076",M,27,Spain,Celta Vigo,La Liga,2018-2019
19,19,Sabin Merino,"€ 23,250","€ 1,209,000","€ 1,205,099",F,26,Spain,Celta Vigo,La Liga,2018-2019
20,20,Facundo Roncaglia,"€ 22,577","€ 1,174,000","€ 1,170,212",D,31,Argentina,Celta Vigo,La Liga,2018-2019
21,21,Ryad Boudebouz,"€ 22,288","€ 1,159,000","€ 1,155,260",M,28,Algeria,Celta Vigo,La Liga,2018-2019
22,22,Kenneth Omeruo,"€ 22,269","€ 1,158,000","€ 1,154,263",D,24,Nigeria,Celta Vigo,La Liga,2018-2019
23,23,Michael Santos,"€ 22,000","€ 1,144,000","€ 1,140,309",F,25,Uruguay,Celta Vigo,La Liga,2018-2019
24,24,Ezequiel Muñoz,"€ 21,365","€ 1,111,000","€ 1,107,415",D,27,Argentina,Celta Vigo,La Liga,2018-2019
25,25,Rubén Pérez,"€ 21,096","€ 1,097,000","€ 1,093,460",M,29,Spain,Celta Vigo,La Liga,2018-2019
26,26,Javi Eraso,"€ 20,827","€ 1,083,000","€ 1,079,505",M,28,Spain,Celta Vigo,La Liga,2018-2019
27,27,Sergio Álvarez,"€ 20,788","€ 1,081,000","€ 1,077,512",K,31,Spain,Celta Vigo,La Liga,2018-2019
28,28,Juan Hernández,"€ 19,615","€ 1,020,000","€ 1,016,709",F,23,Spain,Celta Vigo,La Liga,2018-2019
29,29,Alexander Szymanowski,"€ 19,365","€ 1,007,000","€ 1,003,751",F,29,Argentina,Celta Vigo,La Liga,2018-2019
30,30,Mikel Vesga,"€ 19,019","€ 989,000","€ 985,809",M,25,Spain,Celta Vigo,La Liga,2018-2019
31,31,José Manuel Arnáiz,"€ 18,596","€ 967,000","€ 963,880",F,23,Spain,Celta Vigo,La Liga,2018-2019
32,32,Jozabed Sánchez,"€ 17,846","€ 928,000","€ 925,006",M,27,Spain,Celta Vigo,La Liga,2018-2019
33,33,Youssef En-Nesyri,"€ 16,442","€ 855,000","€ 852,241",F,21,Morocco,Celta Vigo,La Liga,2018-2019
34,34,Iván Cuéllar,"€ 16,173","€ 841,000","€ 838,286",K,34,Spain,Celta Vigo,La Liga,2018-2019
35,35,David Juncà,"€ 16,019","€ 833,000","€ 830,312",D,24,Spain,Celta Vigo,La Liga,2018-2019
36,36,Andrii Lunin,"€ 14,731","€ 766,000","€ 763,528",K,19,Ukraine,Celta Vigo,La Liga,2018-2019
37,37,Nabil El Zhar,"€ 14,365","€ 747,000","€ 744,590",F,31,Morocco,Celta Vigo,La Liga,2018-2019
38,38,Allan Nyom,"€ 13,923","€ 724,000","€ 721,664",D,30,Cameroon,Celta Vigo,La Liga,2018-2019
39,39,Júnior Alonso,"€ 13,577","€ 706,000","€ 703,722",D,25,Paraguay,Celta Vigo,La Liga,2018-2019
40,40,Kevin Vázquez,"€ 13,577","€ 706,000","€ 703,722",D,25,Spain,Celta Vigo,La Liga,2018-2019
41,41,Fran Beltrán,"€ 13,308","€ 692,000","€ 689,767",M,19,Spain,Celta Vigo,La Liga,2018-2019
42,42,Brais Méndez,"€ 13,231","€ 688,000","€ 685,780",F,21,Spain,Celta Vigo,La Liga,2018-2019
43,43,Gerard Gumbau,"€ 13,096","€ 681,000","€ 678,803",M,23,Spain,Celta Vigo,La Liga,2018-2019
44,44,Unai Bustinza,"€ 12,904","€ 671,000","€ 668,835",D,26,Spain,Celta Vigo,La Liga,2018-2019
45,45,David Costas,"€ 12,865","€ 669,000","€ 666,841",D,23,Spain,Celta Vigo,La Liga,2018-2019
46,46,Robert Mazan,"€ 12,058","€ 627,000","€ 624,977",D,24,Slovakia,Celta Vigo,La Liga,2018-2019
47,47,Jonathan Silva,"€ 12,000","€ 624,000","€ 621,987",D,24,Argentina,Celta Vigo,La Liga,2018-2019
48,48,Andrew Hjulsager,"€ 11,981","€ 623,000","€ 620,990",F,23,Denmark,Celta Vigo,La Liga,2018-2019
49,49,Jon Ander Serantes,"€ 8,173","€ 425,000","€ 423,629",K,28,Spain,Celta Vigo,La Liga,2018-2019
50,50,Rodrigo Tarín,"€ 6,827","€ 355,000","€ 353,855",D,21,Spain,Celta Vigo,La Liga,2018-2019
51,51,Vasyl Kravets,"€ 6,154","€ 320,000","€ 318,967",D,20,Ukraine,Celta Vigo,La Liga,2018-2019
52,52,Andrés Prieto,"€ 5,885","€ 306,000","€ 305,013",K,24,Spain,Celta Vigo,La Liga,2018-2019
53,53,Lucas Olaza,"€ 5,712","€ 297,000","€ 296,042",D,23,Uruguay,Celta Vigo,La Liga,2018-2019
54,54,Iván Villar,"€ 5,269","€ 274,000","€ 273,116",K,20,Spain,Celta Vigo,La Liga,2018-2019
55,55,Dennis Eckert,"€ 2,962","€ 154,000","€ 153,503",F,21,Germany,Celta Vigo,La Liga,2018-2019
56,56,Óscar Rodríguez,"€ 1,442","€ 75,000","€ 74,758",M,20,Spain,Celta Vigo,La Liga,2018-2019
57,57,Mamadou Koné,€ 0,€ 0,€ 0,F,26,Cote d'Ivoire,Celta Vigo,La Liga,2018-2019
58,58,Dani Ojeda,€ 0,€ 0,€ 0,F,23,Spain,Celta Vigo,La Liga,2018-2019
59,59,Claudio Beauvue,€ 0,€ 0,€ 0,F,30,Guadeloupe,Celta Vigo,La Liga,2018-2019
60,60,Javier Avilés,€ 0,€ 0,€ 0,F,20,Spain,Celta Vigo,La Liga,2018-2019
61,61,Fede Vico,€ 0,€ 0,€ 0,M,23,Spain,Celta Vigo,La Liga,2018-2019
62,62,Josua Mejías,€ 0,€ 0,€ 0,D,20,Venezuela,Celta Vigo,La Liga,2018-2019
63,63,Maxi Gómez,€ 0,€ 0,€ 0,F,21,Uruguay,Celta Vigo,La Liga,2018-2019
64,64,Facundo García,€ 0,€ 0,€ 0,M,18,Argentina,Celta Vigo,La Liga,2018-2019
65,65,Emmanuel Apeh,€ 0,€ 0,€ 0,F,21,Nigeria,Celta Vigo,La Liga,2018-2019
66,66,Diego Rolán,€ 0,€ 0,€ 0,F,25,Uruguay,Celta Vigo,La Liga,2018-2019
67,67,Owusu,€ 0,€ 0,€ 0,F,21,Ghana,Celta Vigo,La Liga,2018-2019
68,68,Raúl Garcia,€ 0,€ 0,€ 0,D,29,Spain,Celta Vigo,La Liga,2018-2019
