player_id,player_name,day_of_birth,month_of_birth,year_of_birth,pob,cob,dob,position,height,foot,second_citizenship,season,current_club,current_club_country,market_value_euros,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,name_lower,firstname_lower,lastname_lower,firstinitial_lower,market_value_pounds
157495,benjamin mendy,17.0,7.0,1994.0,Longjumeau,France,1994-07-17,,185.0,left,Senegal,2020-2021,manchester city,england,28000000.0,2017-07-24,2023-06-30,,,,,Meïssa N'diaye,benjamin mendy,benjamin,mendy,b,25200000.0
26399,sergio agüero,2.0,6.0,1988.0,Buenos Aires,Argentina,1988-06-02,,173.0,right,Spain,2020-2021,manchester city,england,35000000.0,2011-07-28,2021-06-30,,,,,Eleven Talent Group,sergio aguero,sergio,aguero,s,31500000.0
466794,eric garcía,9.0,1.0,2001.0,Barcelona,Spain,2001-01-09,,183.0,right,,2020-2021,manchester city,england,20000000.0,2019-07-01,2021-06-30,,,,,"Puyol, De la Peña & Sostres",eric garcia,eric,garcia,e,18000000.0
171424,riyad mahrez,21.0,2.0,1991.0,Sarcelles,France,1991-02-21,,179.0,left,France,2020-2021,manchester city,england,48000000.0,2018-07-10,2023-06-30,,,,,no agent,riyad mahrez,riyad,mahrez,r,43200000.0
406635,phil foden,28.0,5.0,2000.0,Stockport,England,2000-05-28,,171.0,left,,2020-2021,manchester city,england,60000000.0,2017-07-01,2024-06-30,,,,,,phil foden,phil,foden,p,54000000.0
176553,aymeric laporte,27.0,5.0,1994.0,Agen,France,1994-05-27,,189.0,left,,2020-2021,manchester city,england,60000000.0,2018-01-30,2025-06-30,,,,,Wasserman,aymeric laporte,aymeric,laporte,a,54000000.0
95424,kyle walker,28.0,5.0,1990.0,Sheffield,England,1990-05-28,,183.0,right,,2020-2021,manchester city,england,40000000.0,2017-07-14,2024-06-30,,,,,CAA Base Ltd,kyle walker,kyle,walker,k,36000000.0
53622,ilkay gã¼ndogan,24.0,10.0,1990.0,Gelsenkirchen,Germany,1990-10-24,,180.0,right,,2020-2021,manchester city,england,40000000.0,2016-07-01,2023-06-30,,,,,KIN,ilkay ga14ndogan,ilkay,ga14ndogan,i,36000000.0
177476,nathan aké,18.0,2.0,1995.0,Den Haag,Netherlands,1995-02-18,,180.0,left,Cote d'Ivoire,2020-2021,manchester city,england,40000000.0,2020-08-05,2025-06-30,,,,,Wasserman,nathan ake,nathan,ake,n,36000000.0
241641,bernardo silva,10.0,8.0,1994.0,Lisboa,Portugal,1994-08-10,,173.0,left,,2020-2021,manchester city,england,70000000.0,2017-07-01,2025-06-30,,,,,Gestifute,bernardo silva,bernardo,silva,b,63000000.0
398184,ferran torres,29.0,2.0,2000.0,Foios,Spain,2000-02-29,,184.0,right,,2020-2021,manchester city,england,50000000.0,2020-08-04,2025-06-30,,,,,Leaderbrock Sports,ferran torres,ferran,torres,f,45000000.0
203853,oleksandr zinchenko,15.0,12.0,1996.0,"Radomyshl, Zhytomyr Oblast",Ukraine,1996-12-15,,175.0,left,,2020-2021,manchester city,england,20000000.0,2016-07-04,2024-06-30,,,,,Anatoliy Patuk,oleksandr zinchenko,oleksandr,zinchenko,o,18000000.0
258004,rúben dias,14.0,5.0,1997.0,Amadora,Portugal,1997-05-14,,187.0,right,,2020-2021,manchester city,england,60000000.0,2020-09-29,2026-06-30,,,,,Gestifute,ruben dias,ruben,dias,r,54000000.0
363205,gabriel jesus,3.0,4.0,1997.0,São Paulo,Brazil,1997-04-03,,175.0,right,,2020-2021,manchester city,england,60000000.0,2017-01-01,2023-06-30,,,,,Cristiano Simões,gabriel jesus,gabriel,jesus,g,54000000.0
14555,scott carson,3.0,9.0,1985.0,Whitehaven,England,1985-09-03,,188.0,right,,2020-2021,manchester city,england,800000.0,2019-08-08,2021-06-30,,derby county,england,2021-05-31,Wasserman,scott carson,scott,carson,s,720000.0
221624,zack steffen,2.0,4.0,1995.0,"Coatesville, Pennsylvania",United States,1995-04-02,,191.0,right,,2020-2021,manchester city,england,6000000.0,2019-07-09,2023-06-30,,,,,Wasserman,zack steffen,zack,steffen,z,5400000.0
371814,nathaniel phillips,21.0,3.0,1997.0,Bolton,England,1997-03-21,,190.0,right,,2020-2021,liverpool fc,england,1800000.0,2019-07-01,2021-06-30,,,,,,nathaniel phillips,nathaniel,phillips,n,1620000.0
3333,james milner,4.0,1.0,1986.0,Leeds,England,1986-01-04,,175.0,right,,2020-2021,liverpool fc,england,5000000.0,2015-07-01,2022-06-30,,,,,Samii Sport-Marketing Agentur,james milner,james,milner,j,4500000.0
234803,andrew robertson,11.0,3.0,1994.0,Glasgow,Scotland,1994-03-11,,178.0,left,,2020-2021,liverpool fc,england,75000000.0,2017-07-21,2024-06-30,Option for a further year,,,,PLG,andrew robertson,andrew,robertson,a,67500000.0
340918,caoimhin kelleher,23.0,11.0,1998.0,Cork,Ireland,1998-11-23,,188.0,right,,2020-2021,liverpool fc,england,2000000.0,2019-07-01,2022-06-30,,,,,Stellar Football Ltd,caoimhin kelleher,caoimhin,kelleher,c,1800000.0
60444,thiago,11.0,4.0,1991.0,San Pietro Vernotico,Italy,1991-04-11,,174.0,right,Brazil,2020-2021,liverpool fc,england,48000000.0,2020-09-18,2024-06-30,,,,,The Player Management,thiago,thiago,thiago,t,43200000.0
49499,georginio wijnaldum,11.0,11.0,1990.0,Rotterdam,Netherlands,1990-11-11,,175.0,right,Suriname,2020-2021,liverpool fc,england,40000000.0,2016-07-22,2021-06-30,,,,,Football Mix B.V.,georginio wijnaldum,georginio,wijnaldum,g,36000000.0
71271,adrián,3.0,1.0,1987.0,Sevilla,Spain,1987-01-03,,190.0,right,,2020-2021,liverpool fc,england,2000000.0,2019-08-05,2021-06-30,Option for a further year,,,,Bahía Internacional,adrian,adrian,adrian,a,1800000.0
302215,naby keïta,10.0,2.0,1995.0,Conakry,Guinea,1995-02-10,,172.0,right,,2020-2021,liverpool fc,england,40000000.0,2018-07-01,2023-06-30,,,,,arena11 sports group,naby keita,naby,keita,n,36000000.0
314353,trent alexander-arnold,7.0,10.0,1998.0,Liverpool,England,1998-10-07,,180.0,right,,2020-2021,liverpool fc,england,110000000.0,2016-07-01,2024-06-30,,,,,PLG,trent alexander-arnold,trent,alexander-arnold,t,99000000.0
143424,alex oxlade-chamberlain,15.0,8.0,1993.0,Portsmouth,England,1993-08-15,,175.0,right,,2020-2021,liverpool fc,england,24000000.0,2017-08-31,2023-06-30,,,,,Colossal Sports Management,alex oxlade-chamberlain,alex,oxlade-chamberlain,a,21600000.0
86792,xherdan shaqiri,10.0,10.0,1991.0,Gjilan,Jugoslawien (SFR),1991-10-10,,169.0,left,Kosovo,2020-2021,liverpool fc,england,16000000.0,2018-07-13,2023-06-30,,,,,ESHA,xherdan shaqiri,xherdan,shaqiri,x,14400000.0
139208,virgil van dijk,8.0,7.0,1991.0,Breda,Netherlands,1991-07-08,,193.0,right,Suriname,2020-2021,liverpool fc,england,80000000.0,2018-01-01,2023-06-30,,,,,,virgil van dijk,virgil,dijk,v,72000000.0
148455,mohamed salah,15.0,6.0,1992.0,"Nagrig, Basyoun",Egypt,1992-06-15,,175.0,left,,2020-2021,liverpool fc,england,120000000.0,2017-07-01,2023-06-30,,,,,,mohamed salah,mohamed,salah,m,108000000.0
148368,divock origi,18.0,4.0,1995.0,Oostende,Belgium,1995-04-18,,185.0,right,Kenya,2020-2021,liverpool fc,england,16000000.0,2014-07-29,2024-06-30,,,,,,divock origi,divock,origi,d,14400000.0
503680,neco williams,13.0,4.0,2001.0,Wrexham,Wales,2001-04-13,,183.0,right,,2020-2021,liverpool fc,england,10000000.0,2020-01-01,2025-06-30,,,,,Wasserman,neco williams,neco,williams,n,9000000.0
165793,takumi minamino,16.0,1.0,1995.0,"Izumisano, Osaka",Japan,1995-01-16,,174.0,right,,2020-2021,liverpool fc,england,10000000.0,2020-01-01,2024-06-30,,,,,Sarcle Co. Ltd.,takumi minamino,takumi,minamino,t,9000000.0
541231,sepp van den berg,20.0,12.0,2001.0,Zwolle,Netherlands,2001-12-20,,189.0,right,,2020-2021,liverpool fc,england,1800000.0,2019-07-01,,,,,,Key Sports Management NL/PFI,sepp van den berg,sepp,berg,s,1620000.0
503679,rhys williams,3.0,2.0,2001.0,Preston,England,2001-02-03,,195.0,right,,2020-2021,liverpool fc u23,england,5000000.0,2019-07-01,,,,,,Stellar Football Ltd,rhys williams,rhys,williams,r,4500000.0
105470,alisson,2.0,10.0,1992.0,Novo Hamburgo,Brazil,1992-10-02,,191.0,right,,2020-2021,liverpool fc,england,80000000.0,2018-07-19,2024-06-30,,,,,Football Capital,alisson,alisson,alisson,a,72000000.0
338070,konstantinos tsimikas,12.0,5.0,1996.0,Thessaloniki,Greece,1996-05-12,,179.0,left,,2020-2021,liverpool fc,england,9000000.0,2020-08-10,2025-06-30,,,,,Prosport International,konstantinos tsimikas,konstantinos,tsimikas,k,8100000.0
61651,jordan henderson,17.0,6.0,1990.0,Sunderland,England,1990-06-17,,187.0,right,,2020-2021,liverpool fc,england,28000000.0,2011-07-01,2023-06-30,,,,,,jordan henderson,jordan,henderson,j,25200000.0
82105,joel matip,8.0,8.0,1991.0,Bochum,Germany,1991-08-08,,195.0,right,Germany,2020-2021,liverpool fc,england,32000000.0,2016-07-01,2024-06-30,,,,,ASBW Sport Marketing,joel matip,joel,matip,j,28800000.0
200512,sadio mané,10.0,4.0,1992.0,Sedhiou,Senegal,1992-04-10,,174.0,right,,2020-2021,liverpool fc,england,120000000.0,2016-07-01,2023-06-30,,,,,arena11 sports group,sadio mane,sadio,mane,s,108000000.0
433188,curtis jones,30.0,1.0,2001.0,Liverpool,England,2001-01-30,,185.0,right,,2020-2021,liverpool fc,england,17000000.0,2020-07-01,2025-06-30,,,,,Midas Sports,curtis jones,curtis,jones,c,15300000.0
256178,joe gomez,23.0,5.0,1997.0,London,England,1997-05-23,,188.0,right,The Gambia,2020-2021,liverpool fc,england,40000000.0,2015-07-01,2024-06-30,,,,,Wasserman,joe gomez,joe,gomez,j,36000000.0
340950,diogo jota,4.0,12.0,1996.0,Porto,Portugal,1996-12-04,,178.0,right,,2020-2021,liverpool fc,england,40000000.0,2020-09-19,2025-06-30,,,,,Gestifute,diogo jota,diogo,jota,d,36000000.0
131789,roberto firmino,2.0,10.0,1991.0,Maceió,Brazil,1991-10-02,,181.0,right,,2020-2021,liverpool fc,england,72000000.0,2015-07-01,2023-06-30,,,,,ROGON,roberto firmino,roberto,firmino,r,64800000.0
225693,fabinho,23.0,10.0,1993.0,Campinas,Brazil,1993-10-23,,188.0,right,,2020-2021,liverpool fc,england,60000000.0,2018-07-01,2023-06-30,,,,,Gestifute,fabinho,fabinho,fabinho,f,54000000.0
85706,enda stevens,9.0,7.0,1990.0,Dublin,Ireland,1990-07-09,,183.0,left,,2020-2021,sheffield united,england,5500000.0,2017-07-01,2023-06-30,,,,,,enda stevens,enda,stevens,e,4950000.0
146690,george baldock,9.0,3.0,1993.0,Aylesbury Vale,England,1993-03-09,,178.0,right,Greece,2020-2021,sheffield united,england,6500000.0,2017-07-01,2022-06-30,,,,,CAA Base Ltd,george baldock,george,baldock,g,5850000.0
406560,rhian brewster,1.0,4.0,2000.0,London,England,2000-04-01,,180.0,right,,2020-2021,sheffield united,england,15000000.0,2020-10-02,2025-06-30,,,,,Wasserman,rhian brewster,rhian,brewster,r,13500000.0
35416,david mcgoldrick,29.0,11.0,1987.0,Nottingham,England,1987-11-29,,184.0,right,England,2020-2021,sheffield united,england,2000000.0,2018-07-24,2022-06-30,,,,,,david mcgoldrick,david,mcgoldrick,d,1800000.0
288259,michael verrips,3.0,12.0,1996.0,Velp,Netherlands,1996-12-03,,196.0,right,,2020-2021,sheffield united,england,800000.0,2019-08-08,2023-06-30,,,,,Prime11,michael verrips,michael,verrips,m,720000.0
52495,chris basham,20.0,7.0,1988.0,Hebburn,England,1988-07-20,,190.0,right,,2020-2021,sheffield united,england,3000000.0,2014-07-01,2022-06-30,,,,,Omni-Sports,chris basham,chris,basham,c,2700000.0
291422,lys mousset,8.0,2.0,1996.0,Montivilliers,France,1996-02-08,,184.0,right,Senegal,2020-2021,sheffield united,england,12000000.0,2019-07-21,2022-06-30,,,,,Classico Sports Management,lys mousset,lys,mousset,l,10800000.0
333014,sander berge,14.0,2.0,1998.0,Bærum,Norway,1998-02-14,,195.0,right,,2020-2021,sheffield united,england,18000000.0,2020-01-30,2024-06-30,,,,,Keypass AS,sander berge,sander,berge,s,16200000.0
128909,jack robinson,1.0,9.0,1993.0,Warrington,England,1993-09-01,,180.0,left,,2020-2021,sheffield united,england,2000000.0,2020-01-21,2022-06-30,,,,,Unique Sports Management,jack robinson,jack,robinson,j,1800000.0
341317,oliver burke,7.0,4.0,1997.0,Kirkcaldy,Scotland,1997-04-07,,188.0,right,,2020-2021,sheffield united,england,5500000.0,2020-09-09,2023-06-30,,,,,Simply Sport Management Ltd,oliver burke,oliver,burke,o,4950000.0
13520,phil jagielka,17.0,8.0,1982.0,Manchester,England,1982-08-17,,180.0,right,Poland,2020-2021,sheffield united,england,350000.0,2019-07-04,2021-06-30,,,,,Stellar Football Ltd,phil jagielka,phil,jagielka,p,315000.0
218087,ben osborn,5.0,8.0,1994.0,Derby,England,1994-08-05,,176.0,left,,2020-2021,sheffield united,england,2000000.0,2019-07-26,2022-06-30,,,,,Unique Sports Management,ben osborn,ben,osborn,b,1800000.0
121324,john egan,20.0,10.0,1992.0,Cork,Ireland,1992-10-20,,185.0,right,,2020-2021,sheffield united,england,13000000.0,2018-07-19,2024-06-30,,,,,,john egan,john,egan,j,11700000.0
156941,john lundstram,18.0,2.0,1994.0,Liverpool,England,1994-02-18,,181.0,left,,2020-2021,sheffield united,england,8000000.0,2017-07-25,2021-06-30,,,,,Wasserman,john lundstram,john,lundstram,j,7200000.0
258885,max lowe,11.0,5.0,1997.0,South Normanton,England,1997-05-11,,175.0,left,,2020-2021,sheffield united,england,3500000.0,2020-09-07,2024-06-30,,,,,Unique Sports Management,max lowe,max,lowe,m,3150000.0
298477,oliver mcburnie,4.0,6.0,1996.0,Leeds,England,1996-06-04,,188.0,right,England,2020-2021,sheffield united,england,15000000.0,2019-08-02,2023-06-30,,,,,Stellar Football Ltd,oliver mcburnie,oliver,mcburnie,o,13500000.0
73547,oliver norwood,12.0,4.0,1991.0,Burnley,England,1991-04-12,,175.0,right,England,2020-2021,sheffield united,england,7000000.0,2019-01-04,2023-06-30,,,,,Unique Sports Management,oliver norwood,oliver,norwood,o,6300000.0
54383,john fleck,24.0,8.0,1991.0,Glasgow,Scotland,1991-08-24,,169.0,left,,2020-2021,sheffield united,england,8000000.0,2016-07-08,2023-06-30,,,,,Samii Sport-Marketing Agentur,john fleck,john,fleck,j,7200000.0
61697,wes foderingham,14.0,1.0,1991.0,London,England,1991-01-14,,185.0,left,,2020-2021,sheffield united,england,400000.0,2020-07-27,2023-06-30,,,,,Stellar Football Ltd,wes foderingham,wes,foderingham,w,360000.0
214928,kean bryan,1.0,11.0,1996.0,Manchester,England,1996-11-01,,185.0,left,Jamaica,2020-2021,sheffield united,england,250000.0,2018-08-02,2021-06-30,,,,,Unique Sports Management,kean bryan,kean,bryan,k,225000.0
123536,simon moore,19.0,5.0,1990.0,Sandown,England,1990-05-19,,191.0,right,,2020-2021,sheffield united,england,400000.0,2016-08-19,2021-06-30,,,,,Wasserman,simon moore,simon,moore,s,360000.0
212829,jack o'connell,29.0,3.0,1994.0,Liverpool,England,1994-03-29,,191.0,left,,2020-2021,sheffield united,england,9500000.0,2016-07-08,2023-06-30,,,,,Midas Sports,jack o'connell,jack,o'connell,j,8550000.0
57079,jack rodwell,11.0,3.0,1991.0,Southport,England,1991-03-11,,188.0,right,,2020-2021,sheffield united,england,1200000.0,2020-01-03,2021-06-30,,,,,CAA Base Ltd,jack rodwell,jack,rodwell,j,1080000.0
427568,aaron ramsdale,14.0,5.0,1998.0,Chesterton,England,1998-05-14,,191.0,right,,2020-2021,sheffield united,england,16000000.0,2020-08-19,2024-06-30,,,,,World in Motion,aaron ramsdale,aaron,ramsdale,a,14400000.0
49542,billy sharp,5.0,2.0,1986.0,Sheffield,England,1986-02-05,,175.0,right,,2020-2021,sheffield united,england,1000000.0,2015-07-25,2022-06-30,,,,,,billy sharp,billy,sharp,b,900000.0
465717,jayden bogle,27.0,7.0,2000.0,Reading,England,2000-07-27,,178.0,right,,2020-2021,sheffield united,england,6300000.0,2020-09-07,2024-06-30,,,,,Stellar Football Ltd,jayden bogle,jayden,bogle,j,5670000.0
392771,ethan ampadu,14.0,9.0,2000.0,Exeter,England,2000-09-14,,182.0,right,England,2020-2021,sheffield united,england,10000000.0,2020-09-07,2023-06-30,,chelsea fc,england,2021-05-31,Platinum One Group,ethan ampadu,ethan,ampadu,e,9000000.0
444211,will smallbone,21.0,2.0,2000.0,Basingstoke,England,2000-02-21,,173.0,right,England,2020-2021,southampton fc,england,3000000.0,2020-01-01,2024-06-30,,,,,SEG,will smallbone,will,smallbone,w,2700000.0
346779,che adams,13.0,7.0,1996.0,Leicester,England,1996-07-13,,179.0,right,Antigua and Barbuda,2020-2021,southampton fc,england,15000000.0,2019-07-01,2024-06-30,,,,,Unique Sports Management,che adams,che,adams,c,13500000.0
413032,ibrahima diallo,8.0,3.0,1999.0,Tours,France,1999-03-08,,179.0,right,Senegal,2020-2021,southampton fc,england,15000000.0,2020-10-04,2024-06-30,,,,,Classico Sports Management,ibrahima diallo,ibrahima,diallo,i,13500000.0
243028,jan bednarek,12.0,4.0,1996.0,Słupca,Poland,1996-04-12,,189.0,right,,2020-2021,southampton fc,england,20000000.0,2017-07-01,2025-06-30,,,,,Fabryka Futbolu,jan bednarek,jan,bednarek,j,18000000.0
130765,stuart armstrong,30.0,3.0,1992.0,Inverness,Scotland,1992-03-30,,183.0,right,,2020-2021,southampton fc,england,6500000.0,2018-07-01,2022-06-30,,,,,PLG,stuart armstrong,stuart,armstrong,s,5850000.0
341051,kyle walker-peters,13.0,4.0,1997.0,London,England,1997-04-13,,173.0,right,,2020-2021,southampton fc,england,15000000.0,2020-08-11,2025-06-30,,,,,YMU Group,kyle walker-peters,kyle,walker-peters,k,13500000.0
66100,oriol romeu,24.0,9.0,1991.0,Ulldecona,Spain,1991-09-24,,183.0,right,,2020-2021,southampton fc,england,8000000.0,2015-08-12,2023-06-30,,,,,not clarified,oriol romeu,oriol,romeu,o,7200000.0
99331,jannik vestergaard,3.0,8.0,1992.0,Hvidovre,Denmark,1992-08-03,,199.0,both,Germany,2020-2021,southampton fc,england,15000000.0,2018-07-13,2022-06-30,,,,,ISMG International,jannik vestergaard,jannik,vestergaard,j,13500000.0
37304,shane long,22.0,1.0,1987.0,Gortnahoe,Ireland,1987-01-22,,180.0,both,,2020-2021,southampton fc,england,2800000.0,2014-08-14,2022-06-30,,,,,not clarified,shane long,shane,long,s,2520000.0
421424,jake vokins,17.0,3.0,2000.0,Oxford,England,2000-03-17,,180.0,left,,2020-2021,southampton fc,england,250000.0,2020-07-01,2024-06-30,,,,,Stellar Football Ltd,jake vokins,jake,vokins,j,225000.0
485424,moussa djenepo,15.0,6.0,1998.0,Bamako,Mali,1998-06-15,,177.0,right,,2020-2021,southampton fc,england,13000000.0,2019-07-01,2023-06-30,,,,,12 MANagement,moussa djenepo,moussa,djenepo,m,11700000.0
406008,yan valery,22.0,2.0,1999.0,Champigny-sur-Marne,France,1999-02-22,,180.0,right,Tunisia,2020-2021,southampton fc,england,6300000.0,2019-01-01,2023-06-30,,,,,Stellar Football Ltd,yan valery,yan,valery,y,5670000.0
444208,michael obafemi,6.0,7.0,2000.0,Dublin,Ireland,2000-07-06,,170.0,right,Nigeria,2020-2021,southampton fc,england,4500000.0,2019-01-01,2022-06-30,,,,,,michael obafemi,michael,obafemi,m,4050000.0
340322,nathan tella,5.0,7.0,1999.0,,England,1999-07-05,,173.0,right,,2020-2021,southampton fc,england,750000.0,2020-07-01,2023-06-30,,,,,Stellar Football Ltd,nathan tella,nathan,tella,n,675000.0
181579,james ward-prowse,1.0,11.0,1994.0,Portsmouth,England,1994-11-01,,177.0,right,,2020-2021,southampton fc,england,25000000.0,2012-07-01,2025-06-30,,,,,Stellar Football Ltd,james ward-prowse,james,ward-prowse,j,22500000.0
40611,ryan bertrand,5.0,8.0,1989.0,London,England,1989-08-05,,179.0,left,,2020-2021,southampton fc,england,10500000.0,2015-02-02,2021-06-30,,,,,First Access Sports,ryan bertrand,ryan,bertrand,r,9450000.0
341043,harry lewis,20.0,12.0,1997.0,Shrewsbury,England,1997-12-20,,191.0,,,2020-2021,southampton fc,england,200000.0,2020-07-01,2021-06-30,,,,,PIR,harry lewis,harry,lewis,h,180000.0
563963,mohammed salisu,17.0,4.0,1999.0,Accra,Ghana,1999-04-17,,191.0,left,,2020-2021,southampton fc,england,12000000.0,2020-08-12,2024-06-30,,,,,JM10 SPORT,mohammed salisu,mohammed,salisu,m,10800000.0
226968,sam mcqueen,6.0,2.0,1995.0,Southampton,England,1995-02-06,,181.0,left,,2020-2021,southampton fc,england,800000.0,2016-07-01,2021-06-30,,,,,New Vision,sam mcqueen,sam,mcqueen,s,720000.0
163744,jack stephens,27.0,1.0,1994.0,Torpoint,England,1994-01-27,,185.0,right,,2020-2021,southampton fc,england,5500000.0,2013-07-01,2022-06-30,,,,,Stellar Football Ltd,jack stephens,jack,stephens,j,4950000.0
95976,alex mccarthy,3.0,12.0,1989.0,Guildford,England,1989-12-03,,193.0,right,,2020-2021,southampton fc,england,6500000.0,2016-08-01,2022-06-30,,,,,YMU Group,alex mccarthy,alex,mccarthy,a,5850000.0
52570,fraser forster,17.0,3.0,1988.0,Hexham,England,1988-03-17,,200.0,right,,2020-2021,southampton fc,england,4500000.0,2014-08-09,2022-06-30,,,,,Stellar Football Ltd,fraser forster,fraser,forster,f,4050000.0
134294,danny ings,23.0,7.0,1992.0,Winchester,England,1992-07-23,,178.0,right,,2020-2021,southampton fc,england,20000000.0,2019-07-01,2022-06-30,,,,,Soccertalents,danny ings,danny,ings,d,18000000.0
33713,theo walcott,16.0,3.0,1989.0,London,England,1989-03-16,,175.0,both,,2020-2021,southampton fc,england,10000000.0,2020-10-05,2021-06-30,,everton fc,england,2021-05-31,Wasserman,theo walcott,theo,walcott,t,9000000.0
129078,nathan redmond,6.0,3.0,1994.0,Birmingham,England,1994-03-06,,173.0,right,Ireland,2020-2021,southampton fc,england,18000000.0,2016-07-01,2023-06-30,,,,,,nathan redmond,nathan,redmond,n,16200000.0
175446,jonny otto,3.0,3.0,1994.0,Vigo,Spain,1994-03-03,,175.0,both,,2020-2021,wolverhampton wanderers,england,16000000.0,2019-01-31,2023-06-30,,,,,,jonny otto,jonny,otto,j,14400000.0
137745,marçal,19.0,2.0,1989.0,São Paulo,Brazil,1989-02-19,,178.0,left,,2020-2021,wolverhampton wanderers,england,2400000.0,2020-09-06,2022-06-30,,,,,Ulisses Santos - US11,marcal,marcal,marcal,m,2160000.0
487465,pedro neto,9.0,3.0,2000.0,Viana do Castelo,Portugal,2000-03-09,,172.0,left,,2020-2021,wolverhampton wanderers,england,27000000.0,2019-08-02,2025-06-30,,,,,Gestifute,pedro neto,pedro,neto,p,24300000.0
87856,roderick miranda,30.0,3.0,1991.0,Odivelas,Portugal,1991-03-30,,193.0,right,Brazil,2020-2021,wolverhampton wanderers,england,1500000.0,2017-07-01,2021-06-30,,,,,PIR,roderick miranda,roderick,miranda,r,1350000.0
168157,leander dendoncker,15.0,4.0,1995.0,Passendale,Belgium,1995-04-15,,188.0,right,,2020-2021,wolverhampton wanderers,england,32000000.0,2019-07-01,2023-06-30,club option 1 year,,,,Wasserman,leander dendoncker,leander,dendoncker,l,28800000.0
511815,owen otasowie,6.0,1.0,2001.0,"New York City, New York",United States,2001-01-06,,188.0,right,England,2020-2021,wolverhampton wanderers u23,england,1500000.0,2019-07-01,2022-06-30,Option for a further year,,,,NVA SEG,owen otasowie,owen,otasowie,o,1350000.0
485583,ki-jana hoever,18.0,1.0,2002.0,Amsterdam,Netherlands,2002-01-18,,183.0,right,Suriname,2020-2021,wolverhampton wanderers,england,7000000.0,2020-09-19,2025-06-30,,,,,SEG,ki-jana hoever,ki-jana,hoever,k,6300000.0
335461,renat dadashov,17.0,5.0,1999.0,Rüdesheim,Germany,1999-05-17,,186.0,right,Germany,2020-2021,wolverhampton wanderers,england,300000.0,2019-08-06,2023-06-30,,,,,Universal Sports Group,renat dadashov,renat,dadashov,r,270000.0
206040,raãºl jimã©nez,5.0,5.0,1991.0,Tepeji del RÃ­o de Ocampo,Mexico,1991-05-05,,188.0,right,,2020-2021,wolverhampton wanderers,england,40000000.0,2019-07-01,2024-06-30,,,,,,raaol jimanez,raaol,jimanez,r,36000000.0
142310,willy boly,3.0,2.0,1991.0,Melun,France,1991-02-03,,195.0,right,France,2020-2021,wolverhampton wanderers,england,16000000.0,2018-07-01,2023-06-30,,,,,Meïssa N'diaye,willy boly,willy,boly,w,14400000.0
