,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
2,2,Nicolas de Préville,"€ 34,615","€ 1,800,000","€ 1,800,000",F,28,France,Bordeaux,Ligue 1,2019-2020
3,3,Otávio,"€ 34,615","€ 1,800,000","€ 1,800,000",M,25,Brazil,Bordeaux,Ligue 1,2019-2020
4,4,Mexer,"€ 27,692","€ 1,440,000","€ 1,440,000",D,31,Mozambique,Bordeaux,Ligue 1,2019-2020
5,5,Ui-jo Hwang,"€ 27,692","€ 1,440,000","€ 1,440,000",F,27,South Korea,Bordeaux,Ligue 1,2019-2020
6,6,Rubén Pardo,"€ 27,692","€ 1,440,000","€ 1,440,000",M,27,Spain,Bordeaux,Ligue 1,2019-2020
7,7,Pablo,"€ 27,692","€ 1,440,000","€ 1,440,000",D,28,Brazil,Bordeaux,Ligue 1,2019-2020
8,8,Rémi Oudin,"€ 25,385","€ 1,320,000","€ 1,320,000",F,23,France,Bordeaux,Ligue 1,2019-2020
9,9,Loris Benito,"€ 25,385","€ 1,320,000","€ 1,320,000",D,27,Switzerland,Bordeaux,Ligue 1,2019-2020
10,10,François Kamano,"€ 24,038","€ 1,250,000","€ 1,250,000",F,23,Guinea,Bordeaux,Ligue 1,2019-2020
11,11,Jimmy Briand,"€ 21,923","€ 1,140,000","€ 1,140,000",F,34,France,Bordeaux,Ligue 1,2019-2020
12,12,Youssouf Sabaly,"€ 20,769","€ 1,080,000","€ 1,080,000",D,26,Senegal,Bordeaux,Ligue 1,2019-2020
13,13,Paul Baysse,"€ 20,769","€ 1,080,000","€ 1,080,000",D,31,France,Bordeaux,Ligue 1,2019-2020
14,14,Jonathan Cafú,"€ 18,654","€ 970,000","€ 970,000",F,28,Brazil,Bordeaux,Ligue 1,2019-2020
15,15,Younousse Sankharé,"€ 18,462","€ 960,000","€ 960,000",M,30,Senegal,Bordeaux,Ligue 1,2019-2020
16,16,Yacine Adli,"€ 18,462","€ 960,000","€ 960,000",F,19,France,Bordeaux,Ligue 1,2019-2020
17,17,Raoul Bellanova,"€ 18,269","€ 950,000","€ 950,000",D,19,Italy,Bordeaux,Ligue 1,2019-2020
18,18,Josh Maja,"€ 14,808","€ 770,000","€ 770,000",F,20,England,Bordeaux,Ligue 1,2019-2020
19,19,Samuel Kalu,"€ 12,500","€ 650,000","€ 650,000",F,22,Nigeria,Bordeaux,Ligue 1,2019-2020
20,20,Maxime Poundjé,"€ 8,077","€ 420,000","€ 420,000",D,27,France,Bordeaux,Ligue 1,2019-2020
21,21,Youssef Aït Bennasser,"€ 6,923","€ 360,000","€ 360,000",M,23,Morocco,Bordeaux,Ligue 1,2019-2020
22,22,Vukasin Jovanovic,"€ 6,923","€ 360,000","€ 360,000",D,23,Serbia,Bordeaux,Ligue 1,2019-2020
23,23,Enock Kwateng,"€ 6,538","€ 340,000","€ 340,000",D,22,France,Bordeaux,Ligue 1,2019-2020
24,24,Aurélien Tchouaméni,"€ 6,154","€ 320,000","€ 320,000",M,19,France,Bordeaux,Ligue 1,2019-2020
25,25,Toma Basic,"€ 5,769","€ 300,000","€ 300,000",M,22,Croatia,Bordeaux,Ligue 1,2019-2020
26,26,Gaëtan Poussin,"€ 3,269","€ 170,000","€ 170,000",K,20,France,Bordeaux,Ligue 1,2019-2020
27,27,Yassine Benrahou,"€ 2,500","€ 130,000","€ 130,000",F,20,Morocco,Bordeaux,Ligue 1,2019-2020
28,28,Albert Lottin,€ 769,"€ 40,000","€ 40,000",M,18,France,Bordeaux,Ligue 1,2019-2020
0,0,Paul Lasne,"€ 12,692","€ 660,000","€ 660,000",M,30,France,Brest,Ligue 1,2019-2020
1,1,Gaëtan Charbonnier,"€ 9,231","€ 480,000","€ 480,000",F,30,France,Brest,Ligue 1,2019-2020
2,2,Alexandre Mendy,"€ 8,077","€ 420,000","€ 420,000",F,25,France,Brest,Ligue 1,2019-2020
3,3,Ibrahima Diallo,"€ 8,077","€ 420,000","€ 420,000",M,20,France,Brest,Ligue 1,2019-2020
4,4,Samuel Grandsir,"€ 8,077","€ 420,000","€ 420,000",M,23,France,Brest,Ligue 1,2019-2020
5,5,Denys Bain,"€ 6,923","€ 360,000","€ 360,000",D,26,France,Brest,Ligue 1,2019-2020
6,6,Gautier Larsonneur,"€ 6,923","€ 360,000","€ 360,000",K,22,France,Brest,Ligue 1,2019-2020
7,7,Haris Belkebla,"€ 6,923","€ 360,000","€ 360,000",M,25,Algeria,Brest,Ligue 1,2019-2020
8,8,Irvin Cardona,"€ 6,923","€ 360,000","€ 360,000",F,22,France,Brest,Ligue 1,2019-2020
9,9,Jean-Charles Castelletto,"€ 6,923","€ 360,000","€ 360,000",D,24,Cameroon,Brest,Ligue 1,2019-2020
10,10,Jean-Kevin Duverne,"€ 6,923","€ 360,000","€ 360,000",D,22,France,Brest,Ligue 1,2019-2020
11,11,Julien Faussurier,"€ 6,923","€ 360,000","€ 360,000",M,32,France,Brest,Ligue 1,2019-2020
12,12,Ludovic Baal,"€ 6,923","€ 360,000","€ 360,000",D,33,French Guiana,Brest,Ligue 1,2019-2020
13,13,Mathias Autret,"€ 6,923","€ 360,000","€ 360,000",F,28,France,Brest,Ligue 1,2019-2020
14,14,Romain Perraud,"€ 6,923","€ 360,000","€ 360,000",D,21,France,Brest,Ligue 1,2019-2020
15,15,Yoann Court,"€ 6,923","€ 360,000","€ 360,000",M,29,France,Brest,Ligue 1,2019-2020
16,16,Ferris N'Goma,"€ 4,808","€ 250,000","€ 250,000",M,26,France,Brest,Ligue 1,2019-2020
17,17,Julien Fabri,"€ 3,462","€ 180,000","€ 180,000",K,25,France,Brest,Ligue 1,2019-2020
18,18,Cristian Battocchio,"€ 3,269","€ 170,000","€ 170,000",M,27,Italy,Brest,Ligue 1,2019-2020
19,19,Gaëtan Belaud,"€ 3,077","€ 160,000","€ 160,000",D,32,France,Brest,Ligue 1,2019-2020
20,20,Kévin Mayi,"€ 2,500","€ 130,000","€ 130,000",F,26,France,Brest,Ligue 1,2019-2020
21,21,David Kiki,"€ 2,308","€ 120,000","€ 120,000",D,25,Benin,Brest,Ligue 1,2019-2020
22,22,Donovan Léon,"€ 2,308","€ 120,000","€ 120,000",K,26,French Guiana,Brest,Ligue 1,2019-2020
23,23,Brendan Chardonnet,"€ 1,923","€ 100,000","€ 100,000",D,24,France,Brest,Ligue 1,2019-2020
24,24,Derick Osei Yaw,€ 769,"€ 40,000","€ 40,000",F,21,France,Brest,Ligue 1,2019-2020
25,25,Hugo Magnetti,€ 769,"€ 40,000","€ 40,000",M,21,France,Brest,Ligue 1,2019-2020
26,26,Sébastien Cibois,€ 769,"€ 40,000","€ 40,000",K,21,France,Brest,Ligue 1,2019-2020
27,27,Hiang'a Mbock,€ 577,"€ 30,000","€ 30,000",M,19,France,Brest,Ligue 1,2019-2020
0,0,Bruno Ecuele Manga,"€ 21,923","€ 1,140,000","€ 1,140,000",D,31,Gabon,Dijon,Ligue 1,2019-2020
1,1,Yassine Benzia,"€ 21,923","€ 1,140,000","€ 1,140,000",F,25,Algeria,Dijon,Ligue 1,2019-2020
2,2,Didier Ndong,"€ 18,462","€ 960,000","€ 960,000",M,25,Gabon,Dijon,Ligue 1,2019-2020
3,3,Julio Tavarès,"€ 15,000","€ 780,000","€ 780,000",F,30,Cape Verde,Dijon,Ligue 1,2019-2020
4,4,Mounir Chouiar,"€ 11,538","€ 600,000","€ 600,000",F,20,France,Dijon,Ligue 1,2019-2020
5,5,Fouad Chafik,"€ 9,423","€ 490,000","€ 490,000",D,32,Morocco,Dijon,Ligue 1,2019-2020
6,6,Alfred Gomis,"€ 9,231","€ 480,000","€ 480,000",K,26,Senegal,Dijon,Ligue 1,2019-2020
7,7,Jhonder Cádiz,"€ 9,231","€ 480,000","€ 480,000",F,24,Venezuela,Dijon,Ligue 1,2019-2020
8,8,Wesley Lautoa,"€ 9,231","€ 480,000","€ 480,000",D,32,France,Dijon,Ligue 1,2019-2020
9,9,Hamza Mendyl,"€ 9,038","€ 470,000","€ 470,000",D,21,Morocco,Dijon,Ligue 1,2019-2020
10,10,Jordan Marié,"€ 6,923","€ 360,000","€ 360,000",M,27,France,Dijon,Ligue 1,2019-2020
11,11,Florent Balmont,"€ 6,923","€ 360,000","€ 360,000",M,39,France,Dijon,Ligue 1,2019-2020
12,12,Nayef Aguerd,"€ 6,923","€ 360,000","€ 360,000",D,23,Morocco,Dijon,Ligue 1,2019-2020
13,13,Romain Amalfitano,"€ 6,923","€ 360,000","€ 360,000",M,30,France,Dijon,Ligue 1,2019-2020
14,14,Rúnar Alex Rúnarsson,"€ 6,923","€ 360,000","€ 360,000",K,24,Iceland,Dijon,Ligue 1,2019-2020
15,15,Stephy Mavididi,"€ 6,923","€ 360,000","€ 360,000",F,21,England,Dijon,Ligue 1,2019-2020
16,16,Frédéric Sammaritano,"€ 5,769","€ 300,000","€ 300,000",F,33,France,Dijon,Ligue 1,2019-2020
17,17,Mama Baldé,"€ 5,769","€ 300,000","€ 300,000",F,23,Guinea-Bissau,Dijon,Ligue 1,2019-2020
18,18,Enzo Loiodice,"€ 3,269","€ 170,000","€ 170,000",M,18,France,Dijon,Ligue 1,2019-2020
19,19,Mickaël Alphonse,"€ 3,269","€ 170,000","€ 170,000",D,30,Guadeloupe,Dijon,Ligue 1,2019-2020
20,20,Matheus Pereira,"€ 2,500","€ 130,000","€ 130,000",F,21,Brazil,Dijon,Ligue 1,2019-2020
21,21,Ngonda Muzinga,"€ 1,154","€ 60,000","€ 60,000",D,24,Democratic Republic of Congo,Dijon,Ligue 1,2019-2020
22,22,Senou Coulibaly,€ 769,"€ 40,000","€ 40,000",D,25,France,Dijon,Ligue 1,2019-2020
23,23,Lévi Ntumba,€ 577,"€ 30,000","€ 30,000",K,18,France,Dijon,Ligue 1,2019-2020
24,24,Bryan Soumaré,€ 577,"€ 30,000","€ 30,000",F,20,France,Dijon,Ligue 1,2019-2020
25,25,Théo Barbet,€ 577,"€ 30,000","€ 30,000",D,18,France,Dijon,Ligue 1,2019-2020
0,0,Loïc Rémy,"€ 62,115","€ 3,230,000","€ 3,230,000",F,32,France,Lille,Ligue 1,2019-2020
1,1,Renato Sanches,"€ 57,692","€ 3,000,000","€ 3,000,000",M,22,Portugal,Lille,Ligue 1,2019-2020
2,2,Thiago Maia,"€ 57,500","€ 2,990,000","€ 2,990,000",M,22,Brazil,Lille,Ligue 1,2019-2020
3,3,Adama Soumaoro,"€ 34,423","€ 1,790,000","€ 1,790,000",D,27,France,Lille,Ligue 1,2019-2020
4,4,José Fonte,"€ 32,115","€ 1,670,000","€ 1,670,000",D,35,Portugal,Lille,Ligue 1,2019-2020
5,5,Benjamin André,"€ 30,000","€ 1,560,000","€ 1,560,000",M,29,France,Lille,Ligue 1,2019-2020
6,6,Mike Maignan,"€ 27,692","€ 1,440,000","€ 1,440,000",K,24,France,Lille,Ligue 1,2019-2020
7,7,Jonathan Bamba,"€ 27,692","€ 1,440,000","€ 1,440,000",F,23,France,Lille,Ligue 1,2019-2020
8,8,Jonathan Ikoné,"€ 27,692","€ 1,440,000","€ 1,440,000",F,21,France,Lille,Ligue 1,2019-2020
9,9,Luiz Araújo,"€ 27,692","€ 1,440,000","€ 1,440,000",F,23,Brazil,Lille,Ligue 1,2019-2020
10,10,Xeka,"€ 27,692","€ 1,440,000","€ 1,440,000",M,24,Portugal,Lille,Ligue 1,2019-2020
11,11,Victor Osimhen,"€ 25,000","€ 1,300,000","€ 1,300,000",F,20,Nigeria,Lille,Ligue 1,2019-2020
12,12,Nico Gaitán,"€ 25,000","€ 1,300,000","€ 1,300,000",F,31,Argentina,Lille,Ligue 1,2019-2020
13,13,Yusuf Yazici,"€ 23,077","€ 1,200,000","€ 1,200,000",F,22,Turkey,Lille,Ligue 1,2019-2020
14,14,Gabriel Magalhães,"€ 18,654","€ 970,000","€ 970,000",D,21,Brazil,Lille,Ligue 1,2019-2020
15,15,Léo Jardim,"€ 18,654","€ 970,000","€ 970,000",K,24,Brazil,Lille,Ligue 1,2019-2020
16,16,Jérémy Pied,"€ 18,462","€ 960,000","€ 960,000",D,30,France,Lille,Ligue 1,2019-2020
17,17,Timothy Weah,"€ 16,154","€ 840,000","€ 840,000",F,19,United States,Lille,Ligue 1,2019-2020
18,18,Zeki Celik,"€ 16,154","€ 840,000","€ 840,000",D,22,Turkey,Lille,Ligue 1,2019-2020
19,19,Domagoj Bradaric,"€ 10,769","€ 560,000","€ 560,000",D,19,Croatia,Lille,Ligue 1,2019-2020
20,20,Boubakary Soumaré,"€ 9,231","€ 480,000","€ 480,000",M,20,France,Lille,Ligue 1,2019-2020
21,21,Tiago Djaló,"€ 5,769","€ 300,000","€ 300,000",D,19,Portugal,Lille,Ligue 1,2019-2020
22,22,Reinildo Mandava,"€ 1,731","€ 90,000","€ 90,000",D,25,Mozambique,Lille,Ligue 1,2019-2020
23,23,Saad Agouzoul,€ 962,"€ 50,000","€ 50,000",D,22,Morocco,Lille,Ligue 1,2019-2020
0,0,Memphis Depay,"€ 96,923","€ 5,040,000","€ 5,040,000",F,25,Netherlands,Lyon,Ligue 1,2019-2020
1,1,Anthony Lopes,"€ 92,308","€ 4,800,000","€ 4,800,000",K,28,Portugal,Lyon,Ligue 1,2019-2020
2,2,Bertrand Traoré,"€ 80,769","€ 4,200,000","€ 4,200,000",F,24,Burkina Faso,Lyon,Ligue 1,2019-2020
3,3,Houssem Aouar,"€ 69,231","€ 3,600,000","€ 3,600,000",M,21,France,Lyon,Ligue 1,2019-2020
4,4,Mapou Yanga-Mbiwa,"€ 64,423","€ 3,350,000","€ 3,350,000",D,30,France,Lyon,Ligue 1,2019-2020
5,5,Jason Denayer,"€ 62,115","€ 3,230,000","€ 3,230,000",D,24,Belgium,Lyon,Ligue 1,2019-2020
6,6,Marcelo,"€ 62,115","€ 3,230,000","€ 3,230,000",D,32,Brazil,Lyon,Ligue 1,2019-2020
7,7,Moussa Dembélé,"€ 59,808","€ 3,110,000","€ 3,110,000",F,23,France,Lyon,Ligue 1,2019-2020
8,8,Joachim Andersen,"€ 59,808","€ 3,110,000","€ 3,110,000",D,23,Denmark,Lyon,Ligue 1,2019-2020
9,9,Thiago Mendes,"€ 59,615","€ 3,100,000","€ 3,100,000",M,27,Brazil,Lyon,Ligue 1,2019-2020
10,10,Rafael,"€ 57,692","€ 3,000,000","€ 3,000,000",D,29,Brazil,Lyon,Ligue 1,2019-2020
11,11,Maxwel Cornet,"€ 54,231","€ 2,820,000","€ 2,820,000",F,22,Cote d'Ivoire,Lyon,Ligue 1,2019-2020
12,12,Lucas Tousart,"€ 46,154","€ 2,400,000","€ 2,400,000",M,22,France,Lyon,Ligue 1,2019-2020
13,13,Bruno Guimarães,"€ 42,885","€ 2,230,000","€ 2,230,000",M,22,Brazil,Lyon,Ligue 1,2019-2020
14,14,Léo Dubois,"€ 42,308","€ 2,200,000","€ 2,200,000",D,24,France,Lyon,Ligue 1,2019-2020
15,15,Ciprian Tatarusanu,"€ 34,615","€ 1,800,000","€ 1,800,000",K,33,Romania,Lyon,Ligue 1,2019-2020
16,16,Jeff Reine-Adélaïde,"€ 34,615","€ 1,800,000","€ 1,800,000",M,21,France,Lyon,Ligue 1,2019-2020
17,17,Kenny Tete,"€ 34,615","€ 1,800,000","€ 1,800,000",D,23,Netherlands,Lyon,Ligue 1,2019-2020
18,18,Youssouf Koné,"€ 30,769","€ 1,600,000","€ 1,600,000",D,24,Mali,Lyon,Ligue 1,2019-2020
19,19,Martin Terrier,"€ 23,077","€ 1,200,000","€ 1,200,000",F,22,France,Lyon,Ligue 1,2019-2020
20,20,Marçal,"€ 23,077","€ 1,200,000","€ 1,200,000",D,30,Brazil,Lyon,Ligue 1,2019-2020
21,21,Karl Toko Ekambi,"€ 20,000","€ 1,040,000","€ 1,040,000",F,27,Cameroon,Lyon,Ligue 1,2019-2020
22,22,Jean Lucas,"€ 19,231","€ 1,000,000","€ 1,000,000",M,21,Brazil,Lyon,Ligue 1,2019-2020
23,23,Oumar Solet,"€ 11,154","€ 580,000","€ 580,000",D,19,France,Lyon,Ligue 1,2019-2020
24,24,Amine Gouiri,"€ 8,077","€ 420,000","€ 420,000",F,19,France,Lyon,Ligue 1,2019-2020
25,25,Maxence Caqueret,"€ 6,346","€ 330,000","€ 330,000",M,19,France,Lyon,Ligue 1,2019-2020
26,26,Anthony Racioppi,"€ 6,346","€ 330,000","€ 330,000",K,20,Switzerland,Lyon,Ligue 1,2019-2020
27,27,Camilo,"€ 3,462","€ 180,000","€ 180,000",F,20,Brazil,Lyon,Ligue 1,2019-2020
28,28,Boubacar Fofana,"€ 2,885","€ 150,000","€ 150,000",F,21,France,Lyon,Ligue 1,2019-2020
29,29,Titouan Thomas,€ 962,"€ 50,000","€ 50,000",F,17,France,Lyon,Ligue 1,2019-2020
30,30,Rayan Cherki,€ 769,"€ 40,000","€ 40,000",F,16,France,Lyon,Ligue 1,2019-2020
0,0,Kevin Strootman,"€ 115,385","€ 6,000,000","€ 6,000,000",M,29,Netherlands,Marseille,Ligue 1,2019-2020
1,1,Dimitri Payet,"€ 115,385","€ 6,000,000","€ 6,000,000",F,32,France,Marseille,Ligue 1,2019-2020
2,2,Florian Thauvin,"€ 97,308","€ 5,060,000","€ 5,060,000",F,26,France,Marseille,Ligue 1,2019-2020
3,3,Steve Mandanda,"€ 83,077","€ 4,320,000","€ 4,320,000",K,34,France,Marseille,Ligue 1,2019-2020
4,4,Darío Benedetto,"€ 59,615","€ 3,100,000","€ 3,100,000",F,29,Argentina,Marseille,Ligue 1,2019-2020
5,5,Valentin Rongier,"€ 59,615","€ 3,100,000","€ 3,100,000",M,24,France,Marseille,Ligue 1,2019-2020
6,6,Morgan Sanson,"€ 55,192","€ 2,870,000","€ 2,870,000",M,25,France,Marseille,Ligue 1,2019-2020
7,7,Boubacar Kamara,"€ 50,577","€ 2,630,000","€ 2,630,000",D,19,France,Marseille,Ligue 1,2019-2020
8,8,Duje Caleta-Car,"€ 46,154","€ 2,400,000","€ 2,400,000",D,22,Croatia,Marseille,Ligue 1,2019-2020
9,9,Grégory Sertic,"€ 41,346","€ 2,150,000","€ 2,150,000",M,30,France,Marseille,Ligue 1,2019-2020
10,10,Valère Germain,"€ 41,346","€ 2,150,000","€ 2,150,000",F,29,France,Marseille,Ligue 1,2019-2020
11,11,Bouna Sarr,"€ 36,731","€ 1,910,000","€ 1,910,000",D,27,France,Marseille,Ligue 1,2019-2020
12,12,Hiroki Sakai,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,Japan,Marseille,Ligue 1,2019-2020
13,13,Jordan Amavi,"€ 28,846","€ 1,500,000","€ 1,500,000",D,25,France,Marseille,Ligue 1,2019-2020
14,14,Maxime López,"€ 27,692","€ 1,440,000","€ 1,440,000",M,21,France,Marseille,Ligue 1,2019-2020
15,15,Yohann Pelé,"€ 18,462","€ 960,000","€ 960,000",K,36,France,Marseille,Ligue 1,2019-2020
16,16,Álvaro González,"€ 16,731","€ 870,000","€ 870,000",D,29,Spain,Marseille,Ligue 1,2019-2020
17,17,Nemanja Radonjic,"€ 15,962","€ 830,000","€ 830,000",F,23,Serbia,Marseille,Ligue 1,2019-2020
18,18,Saîf-Eddine Khaoui,"€ 3,846","€ 200,000","€ 200,000",F,24,Tunisia,Marseille,Ligue 1,2019-2020
19,19,Isaac Lihadji,"€ 1,154","€ 60,000","€ 60,000",F,17,France,Marseille,Ligue 1,2019-2020
