sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
226293,https://sofifa.com/player/226293/nadine-angerer/160002,N. Angerer,Nadine Angerer,GK,86,86,,,36,1978-11-10,175,71,,,,,,,,,,21,Germany,113004,SUB,1,Right,3,1,4,Medium/Medium,Stocky (170-185),Yes,,,1-on-1 Rush,,,,,,,10,8,8,22,8,9,9,22,21,21,34,32,41,82,42,23,76,31,76,9,22,13,12,44,23,,7,7,8,81,87,73,91,83,33,24+2,24+2,24+2,23+2,25+2,25+2,25+2,23+2,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,22+2,24+2,24+2,24+2,22+2,21+2,24+2,24+2,24+2,21+2,84+2,https://cdn.sofifa.com/players/226/293/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/160002,D. Marozsán,Dzsenifer Marozsán,"CAM, CM",86,91,,,23,1992-04-18,171,50,,,,,,,,,,21,Germany,113004,CAM,10,Right,4,4,4,High/Medium,Normal (170-185),Yes,,"#Distance Shooter, #FK Specialist","Long Shot Taker (AI), Playmaker (AI)",75,83,87,84,52,74,85,77,67,90,85,82,90,92,84,91,77,73,76,81,78,86,59,78,73,92,76,69,80,85,91,,44,44,51,6,8,13,7,10,,80+2,80+2,80+2,83+2,83+2,83+2,83+2,83+2,84+2,84+2,84+2,83+2,83+2,83+2,83+2,83+2,72+2,72+2,72+2,72+2,72+2,68+2,62+2,62+2,62+2,68+2,16+2,https://cdn.sofifa.com/players/226/308/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226306,https://sofifa.com/player/226306/celia-sasic/160002,C. Šašić,Célia Šašić,ST,85,87,,,27,1988-06-27,174,61,,,,,,,,,,21,Germany,113004,SUB,13,Right,4,3,4,High/Medium,Normal (170-185),Yes,,,,75,84,66,78,36,79,65,87,85,67,84,77,55,61,55,81,78,72,74,91,73,86,79,77,81,75,77,33,90,75,76,,19,38,33,14,7,15,7,13,,83+2,83+2,83+2,78+2,81+2,81+2,81+2,78+2,77+2,77+2,77+2,76+2,71+2,71+2,71+2,76+2,58+2,57+2,57+2,57+2,58+2,56+2,54+2,54+2,54+2,56+2,19+2,https://cdn.sofifa.com/players/226/306/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226317,https://sofifa.com/player/226317/christie-rampone/160002,C. Rampone,Christie Rampone,CB,85,85,,,40,1975-06-24,168,64,,,,,,,,,,95,United States,113009,SUB,3,Right,4,2,5,Low/High,Normal (170-),Yes,,"#Tackling, #Tactician ",,63,29,49,61,87,75,40,21,77,66,24,56,31,36,52,68,64,63,46,95,63,40,68,69,78,25,75,93,28,35,72,,87,86,86,12,12,14,13,12,,52+3,52+3,52+3,52+3,52+3,52+3,52+3,52+3,53+3,53+3,53+3,55+3,60+3,60+3,60+3,55+3,74+3,76+3,76+3,76+3,74+3,76+3,82+3,82+3,82+3,76+3,21+3,https://cdn.sofifa.com/players/226/317/16_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226330,https://sofifa.com/player/226330/tobin-heath/160002,T. Heath,Tobin Powell Heath,"LM, CAM, RM",85,88,,,27,1988-05-29,168,59,,,,,,,,,,95,United States,113009,RM,17,Left,3,5,4,Medium/Low,Lean (170-),Yes,,"#Dribbler, #Playmaker ",,72,66,86,89,32,63,84,58,42,86,79,92,84,77,83,89,73,71,86,79,76,69,56,72,59,68,63,21,84,92,80,,31,36,37,10,5,5,14,6,,71+2,71+2,71+2,82+2,80+2,80+2,80+2,82+2,83+2,83+2,83+2,83+2,79+2,79+2,79+2,83+2,62+2,60+2,60+2,60+2,62+2,56+2,46+2,46+2,46+2,56+2,16+2,https://cdn.sofifa.com/players/226/330/16_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226301,https://sofifa.com/player/226301/alex-morgan/160002,A. Morgan,Alexandra Morgan Carrasco,ST,84,88,,,25,1989-07-02,170,62,,,,,,,,,,95,United States,113009,RS,13,Left,3,3,5,High/Low,Lean (170-),Yes,,,,83,81,70,81,42,71,67,83,82,76,79,82,66,64,65,83,82,83,74,83,66,77,73,83,73,78,51,61,84,71,86,,36,27,25,9,9,8,8,9,,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,79+3,79+3,79+3,79+3,74+3,74+3,74+3,79+3,64+3,61+3,61+3,61+3,64+3,60+3,54+3,54+3,54+3,60+3,17+3,https://cdn.sofifa.com/players/226/301/16_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226312,https://sofifa.com/player/226312/anja-mittag/160002,A. Mittag,Anja Mittag,"CF, ST, CAM",84,84,,,30,1985-05-16,168,58,,,,,,,,,,21,Germany,113004,ST,11,Right,5,3,4,Medium/Medium,Stocky (170-),Yes,,#Poacher,Flair,75,84,75,81,32,72,69,87,81,84,89,82,55,66,67,81,76,74,73,86,74,85,73,72,78,77,57,33,85,80,80,,23,29,21,13,5,12,10,10,,83+1,83+1,83+1,80+2,82+2,82+2,82+2,80+2,81+2,81+2,81+2,79+2,75+2,75+2,75+2,79+2,58+2,57+2,57+2,57+2,58+2,55+2,50+2,50+2,50+2,55+2,18+2,https://cdn.sofifa.com/players/226/312/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226891,https://sofifa.com/player/226891/rosana-dos-santos-augusto/160002,Rosana,Rosana dos Santos Augusto,"LM, RM, LB",84,84,,,32,1982-07-07,169,57,,,,,,,,,,54,Brazil,112999,SUB,17,Left,3,4,4,High/Medium,Lean (170-),Yes,,,"Beat Offside Trap, Flair",84,79,79,84,49,67,84,79,67,79,68,85,76,67,74,84,81,86,83,85,80,82,66,78,68,76,50,22,87,80,73,,52,55,56,11,5,9,6,9,,80+2,80+2,80+2,83+1,82+2,82+2,82+2,83+1,82+2,82+2,82+2,82+2,76+2,76+2,76+2,82+2,68+2,63+2,63+2,63+2,68+2,65+2,57+2,57+2,57+2,65+2,16+2,https://cdn.sofifa.com/players/226/891/16_120.png,,,https://cdn.sofifa.com/teams/112999/60.png,https://cdn.sofifa.com/flags/br.png
226968,https://sofifa.com/player/226968/nilla-fischer/160002,N. Fischer,Åsa Nilla Maria Fischer,CB,84,84,,,30,1984-08-02,175,68,,,,,,,,,,46,Sweden,113008,LCB,5,Right,2,2,4,Medium/Medium,Stocky (170-185),Yes,,"#Tackling, #Strength",Leadership,48,30,56,53,86,84,31,26,88,76,25,51,22,84,74,55,46,49,55,64,55,44,52,66,94,23,89,86,23,35,52,,83,87,85,9,6,13,8,10,,49+2,49+2,49+2,45+2,46+2,46+2,46+2,45+2,49+2,49+2,49+2,50+2,59+2,59+2,59+2,50+2,67+2,76+2,76+2,76+2,67+2,70+2,82+2,82+2,82+2,70+2,15+2,https://cdn.sofifa.com/players/226/968/16_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
226975,https://sofifa.com/player/226975/caroline-seger/160002,C. Seger,Sara Caroline Seger,"CM, CDM",84,84,,,30,1985-03-19,173,62,,,,,,,,,,46,Sweden,113008,RCM,17,Right,3,3,3,Medium/Medium,Normal (170-185),Yes,,#Playmaker ,"Leadership, Playmaker (AI)",51,77,80,76,79,78,66,77,81,87,71,77,65,62,85,79,49,52,67,85,54,79,58,90,75,79,77,80,79,87,67,,78,77,79,13,6,12,15,10,,77+1,77+1,77+1,75+1,78+1,78+1,78+1,75+1,79+1,79+1,79+1,76+1,83+1,83+1,83+1,76+1,77+1,82+1,82+1,82+1,77+1,76+1,78+1,78+1,78+1,76+1,19+1,https://cdn.sofifa.com/players/226/975/16_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
227326,https://sofifa.com/player/227326/gaetane-thiney/160002,G. Thiney,Gaëtane Thiney,ST,84,84,,,29,1985-10-28,170,61,,,,,,,,,,18,France,113003,LS,17,Right,3,3,4,Medium/Medium,Normal (170-),Yes,,"#Poacher, #Clinical Finisher",,79,84,73,82,39,67,69,86,78,78,79,83,76,74,63,85,78,80,75,84,68,83,73,75,71,80,46,32,85,75,82,,34,40,24,12,12,12,5,8,,82+2,82+2,82+2,81+2,82+2,82+2,82+2,81+2,80+2,80+2,80+2,79+2,74+2,74+2,74+2,79+2,60+2,58+2,58+2,58+2,60+2,57+2,52+2,52+2,52+2,57+2,18+2,https://cdn.sofifa.com/players/227/326/16_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
227400,https://sofifa.com/player/227400/erin-mcleod/160002,E. McLeod,Erin Katrina McLeod,GK,84,84,,,32,1983-02-26,173,73,,,,,,,,,,70,Canada,113000,GK,1,Right,2,1,4,Medium/Medium,Lean (170-185),Yes,,,,,,,,,,13,13,14,21,10,17,13,13,19,16,47,49,67,79,75,20,51,53,50,15,17,20,18,11,27,,11,12,16,83,79,75,82,86,48,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2,24+2,24+2,24+2,27+2,24+2,24+2,24+2,27+2,28+2,24+2,24+2,24+2,28+2,28+2,24+2,24+2,24+2,28+2,82+2,https://cdn.sofifa.com/players/227/400/16_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
227405,https://sofifa.com/player/227405/sophie-schmidt/160002,S. Schmidt,Sophie Diana Schmidt,"CM, RW",84,86,,,27,1988-06-28,172,71,,,,,,,,,,70,Canada,113000,LCM,13,Right,5,3,4,High/Medium,Lean (170-185),Yes,,,,68,74,79,80,57,65,59,74,39,87,63,80,69,76,83,84,69,67,75,80,70,74,72,84,65,77,38,66,80,85,69,,39,73,65,9,8,7,14,6,,73+2,73+2,73+2,77+2,79+2,79+2,79+2,77+2,81+2,81+2,81+2,78+2,82+2,82+2,82+2,78+2,71+2,72+2,72+2,72+2,71+2,68+2,61+2,61+2,61+2,68+2,17+2,https://cdn.sofifa.com/players/227/405/16_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
226311,https://sofifa.com/player/226311/fatmire-alushi/160002,F. Alushi,Fatmire Alushi,"RM, CAM, LM",83,85,,,27,1988-04-01,168,55,,,,,,,,,,21,Germany,113004,SUB,9,Right,5,4,4,High/Medium,Normal (170-),Yes,,#Dribbler,"Injury Prone, Technical Dribbler (AI)",81,79,77,87,29,56,77,81,43,84,77,91,79,60,65,86,82,81,80,82,79,78,60,64,58,73,39,30,83,77,77,,27,25,29,14,11,14,13,9,,77+2,77+2,77+2,83+2,82+2,82+2,82+2,83+2,82+2,82+2,82+2,81+2,74+2,74+2,74+2,81+2,60+2,55+2,55+2,55+2,60+2,55+2,43+2,43+2,43+2,55+2,20+2,https://cdn.sofifa.com/players/226/311/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226357,https://sofifa.com/player/226357/cristiane-r-de-souza-silva/160002,Cristiane,Cristiane Rozeira de Souza Silva,ST,83,83,,,30,1985-05-15,170,66,,,,,,,,,,54,Brazil,112999,ST,11,Left,4,4,4,High/Medium,Normal (170-),Yes,,,"Beat Offside Trap, Technical Dribbler (AI)",74,83,73,81,33,75,68,86,80,75,85,81,79,73,68,82,70,77,83,82,72,83,75,74,77,78,71,25,84,78,81,,23,32,35,9,6,7,8,12,,81+2,81+2,81+2,79+2,81+2,81+2,81+2,79+2,79+2,79+2,79+2,78+2,73+2,73+2,73+2,78+2,58+2,57+2,57+2,57+2,58+2,55+2,51+2,51+2,51+2,55+2,17+2,https://cdn.sofifa.com/players/226/357/16_120.png,,,https://cdn.sofifa.com/teams/112999/60.png,https://cdn.sofifa.com/flags/br.png
226358,https://sofifa.com/player/226358/steph-houghton/160002,S. Houghton,Stephanie Jayne Houghton Darby,"CB, LB",83,83,,,27,1988-04-23,174,71,,,,,,,,,,14,England,113002,RCB,5,Right,3,2,4,Medium/Medium,Stocky (170-185),Yes,,,"Power Free-Kick, Long Passer (AI)",64,59,58,65,83,80,48,57,84,64,43,62,61,67,64,72,65,64,53,84,67,67,88,72,84,62,78,83,48,50,57,,83,84,83,9,7,13,10,5,,66+2,66+2,66+2,61+2,63+2,63+2,63+2,61+2,62+2,62+2,62+2,62+2,66+2,66+2,66+2,62+2,72+2,75+2,75+2,75+2,72+2,75+2,81+2,81+2,81+2,75+2,16+2,https://cdn.sofifa.com/players/226/358/16_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
226987,https://sofifa.com/player/226987/kosovare-asllani/160002,K. Asllani,Kosovare Asllani,"RM, ST",83,86,,,25,1989-07-29,166,57,,,,,,,,,,46,Sweden,113008,RM,9,Right,4,4,3,Medium/Low,Lean (170-),Yes,,"#Dribbler, #Acrobat",Technical Dribbler (AI),86,81,78,87,32,53,74,84,61,79,84,89,79,76,75,87,88,85,86,81,79,75,81,66,48,81,42,43,80,83,74,,23,26,28,10,10,5,9,10,,79+1,79+1,79+1,84+1,83+1,83+1,83+1,84+1,83+1,83+1,83+1,82+1,76+1,76+1,76+1,82+1,61+1,57+1,57+1,57+1,61+1,57+1,45+1,45+1,45+1,57+1,17+1,https://cdn.sofifa.com/players/226/987/16_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
227315,https://sofifa.com/player/227315/laura-georges/160002,L. Georges,Laura Georges,CB,83,83,,,30,1984-08-20,172,62,,,,,,,,,,18,France,113003,RCB,4,Right,3,2,4,Low/Medium,Normal (170-185),Yes,,#Tactician ,,79,44,57,61,84,76,44,42,78,74,29,48,34,37,68,75,82,77,74,86,59,56,81,75,76,39,78,89,39,42,45,,85,81,84,15,10,10,14,13,,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,62+2,65+2,65+2,65+2,62+2,75+2,78+2,78+2,78+2,75+2,78+2,81+2,81+2,81+2,78+2,21+2,https://cdn.sofifa.com/players/227/315/16_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
227316,https://sofifa.com/player/227316/wendie-renard/160002,W. Renard,Wéndèleine Thérèse Renard,CB,83,86,,,24,1990-07-20,187,70,,,,,,,,,,18,France,113003,LCB,2,Right,2,2,4,Medium/Medium,Lean (185+),Yes,,,Leadership,51,56,59,63,82,81,57,57,88,72,39,58,47,50,63,78,48,53,51,76,36,68,82,73,82,52,86,78,42,41,53,,83,84,78,5,12,15,9,13,,64+2,64+2,64+2,59+2,60+2,60+2,60+2,59+2,60+2,60+2,60+2,61+2,65+2,65+2,65+2,61+2,72+2,75+2,75+2,75+2,72+2,73+2,81+2,81+2,81+2,73+2,17+2,https://cdn.sofifa.com/players/227/316/16_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226304,https://sofifa.com/player/226304/annike-krahn/160002,A. Krahn,Annike Krahn,CB,82,82,,,30,1985-07-01,172,60,,,,,,,,,,21,Germany,113004,RCB,5,Right,3,2,3,Medium/Medium,Normal (170-185),Yes,,#Tackling ,,52,41,52,47,86,79,34,33,78,61,37,41,45,49,69,53,53,51,46,80,49,52,81,64,83,46,85,81,31,44,67,,87,90,85,8,7,9,13,7,,52+1,52+1,52+1,47+1,49+1,49+1,49+1,47+1,50+1,50+1,50+1,50+1,59+1,59+1,59+1,50+1,66+1,74+1,74+1,74+1,66+1,70+1,81+1,81+1,81+1,70+1,17+1,https://cdn.sofifa.com/players/226/304/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226307,https://sofifa.com/player/226307/simone-laudehr/160002,S. Laudehr,Simone Melanie Laudehr,"RM, LM, CM, CB",82,82,,,28,1986-07-12,174,56,,,,,,,,,,21,Germany,113004,RM,6,Right,3,3,3,High/High,Lean (170-185),Yes,,#Engine,Speed Dribbler (AI),86,79,79,77,79,78,78,79,82,82,66,77,59,62,80,79,87,86,73,82,62,78,77,91,75,81,71,82,83,83,82,,77,79,72,5,5,14,8,8,,80+1,80+1,80+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,81+1,80+1,80+1,80+1,81+1,81+1,78+1,78+1,78+1,81+1,15+1,https://cdn.sofifa.com/players/226/307/16_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
