sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
226330,https://sofifa.com/player/226330/tobin-heath/170002,T. Heath,Tobin Powell Heath,"LM, CAM, RM",86,89,,,28,1988-05-29,168,59,,,,,,,,,,95,United States,113009,LW,17,Left,3,5,4,Medium/Low,Lean (170-),Yes,,"#Dribbler, #Playmaker ","Flair, Technical Dribbler (AI)",72,66,86,89,32,63,84,58,42,86,79,92,84,77,83,89,73,71,86,79,76,69,56,72,59,68,63,21,84,92,80,82,31,36,37,10,5,5,14,6,,71+3,71+3,71+3,82+2,80+2,80+2,80+2,82+2,83+3,83+3,83+3,83+3,79+3,79+3,79+3,83+3,62+3,60+3,60+3,60+3,62+3,56+3,46+3,46+3,46+3,56+3,16+3,https://cdn.sofifa.com/players/226/330/17_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226333,https://sofifa.com/player/226333/julie-johnston/170002,J. Johnston,Julie Beth Ertz,"CB, RB, RM",86,93,,,24,1992-04-06,170,59,,,,,,,,,,95,United States,113009,RCB,8,Right,3,2,4,Medium/High,Lean (170-),Yes,,#Tackling ,,82,37,60,67,85,83,71,23,81,72,29,65,54,38,60,70,82,82,63,82,67,55,70,84,83,42,86,81,61,35,55,76,87,87,85,10,9,7,13,11,,61+3,61+3,61+3,63+2,61+2,61+2,61+2,63+2,60+3,60+3,60+3,66+3,65+3,65+3,65+3,66+3,79+3,77+3,77+3,77+3,79+3,81+3,83+3,83+3,83+3,81+3,18+3,https://cdn.sofifa.com/players/226/333/17_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226968,https://sofifa.com/player/226968/nilla-fischer/170002,N. Fischer,Åsa Nilla Maria Fischer,CB,86,86,,,31,1984-08-02,176,68,,,,,,,,,,46,Sweden,113008,LCB,5,Right,2,2,4,High/Medium,Stocky (170-185),Yes,,"#Tackling, #Strength",Leadership,48,36,64,53,87,84,57,26,88,78,25,51,63,84,74,55,46,49,55,64,55,44,52,66,94,51,89,86,23,35,52,52,86,87,88,9,6,13,8,10,,50+3,50+3,50+3,49+2,48+2,48+2,48+2,49+2,51+3,51+3,51+3,53+3,60+3,60+3,60+3,53+3,71+3,76+3,76+3,76+3,71+3,73+3,83+3,83+3,83+3,73+3,15+3,https://cdn.sofifa.com/players/226/968/17_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
226317,https://sofifa.com/player/226317/christie-rampone/170002,C. Rampone,Christie Rampone,CB,85,85,,,41,1975-06-24,168,64,,,,,,,,,,95,United States,113009,SUB,28,Right,4,2,5,Low/High,Normal (170-),Yes,,#Tactician ,"Leadership, Team Player",63,29,49,61,86,74,40,21,75,64,24,56,31,36,52,67,64,63,46,95,63,40,68,69,78,25,70,93,28,35,72,87,86,85,85,12,12,14,13,12,,51+4,51+4,51+4,52+3,52+3,52+3,52+3,52+3,52+4,52+4,52+4,55+4,59+4,59+4,59+4,55+4,73+4,75+4,75+4,75+4,73+4,76+4,81+4,81+4,81+4,76+4,21+4,https://cdn.sofifa.com/players/226/317/17_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226357,https://sofifa.com/player/226357/cristiane-r-de-souza-silva/170002,Cristiane,Cristiane Rozeira de Souza Silva,ST,85,85,,,31,1985-05-15,176,66,,,,,,,,,,54,Brazil,112999,ST,11,Left,4,4,4,High/Medium,Normal (170-185),Yes,,,"Beat Offside Trap, Technical Dribbler (AI)",74,84,73,81,33,75,68,87,81,75,85,81,79,73,68,82,70,77,83,82,72,85,75,74,77,79,71,25,84,78,81,83,23,32,35,9,6,7,8,12,,82+3,82+3,82+3,79+2,81+2,81+2,81+2,79+2,79+3,79+3,79+3,78+3,73+3,73+3,73+3,78+3,58+3,57+3,57+3,57+3,58+3,55+3,51+3,51+3,51+3,55+3,17+3,https://cdn.sofifa.com/players/226/357/17_120.png,,,https://cdn.sofifa.com/teams/112999/60.png,https://cdn.sofifa.com/flags/br.png
226358,https://sofifa.com/player/226358/steph-houghton/170002,S. Houghton,Stephanie Jayne Houghton Darby,CB,85,85,,,28,1988-04-23,174,71,,,,,,,,,,14,England,113002,RCB,5,Right,3,2,4,Medium/Medium,Stocky (170-185),Yes,,,"Power Free-Kick, Leadership, Long Passer (AI)",64,59,59,65,84,81,48,57,85,64,43,62,61,67,71,72,65,64,53,84,67,67,91,72,85,62,78,83,48,50,57,67,83,84,83,9,7,13,10,5,,66+3,66+3,66+3,61+2,63+2,63+2,63+2,61+2,62+3,62+3,62+3,63+3,67+3,67+3,67+3,63+3,72+3,76+3,76+3,76+3,72+3,75+3,82+3,82+3,82+3,75+3,16+3,https://cdn.sofifa.com/players/226/358/17_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
226891,https://sofifa.com/player/226891/rosana-dos-santos-augusto/170002,Rosana,Rosana dos Santos Augusto,"LM, RM",85,85,,,33,1982-07-07,171,57,,,,,,,,,,54,Brazil,112999,SUB,21,Left,3,4,4,High/Medium,Lean (170-185),Yes,,#Dribbler,"Beat Offside Trap, Flair",85,77,78,85,49,67,83,75,67,78,68,87,76,67,71,85,83,86,83,83,80,81,66,77,68,76,50,22,86,80,73,82,52,55,56,11,5,9,6,9,,79+3,79+3,79+3,83+2,82+2,82+2,82+2,83+2,82+3,82+3,82+3,82+3,76+3,76+3,76+3,82+3,68+3,63+3,63+3,63+3,68+3,65+3,57+3,57+3,57+3,65+3,16+3,https://cdn.sofifa.com/players/226/891/17_120.png,,,https://cdn.sofifa.com/teams/112999/60.png,https://cdn.sofifa.com/flags/br.png
226975,https://sofifa.com/player/226975/caroline-seger/170002,C. Seger,Sara Caroline Seger,"CM, CDM",85,85,,,31,1985-03-19,173,62,,,,,,,,,,46,Sweden,113008,LCM,17,Right,3,3,3,Medium/Medium,Normal (170-185),Yes,,#Playmaker ,"Leadership, Playmaker (AI)",51,75,80,76,79,78,66,73,81,87,71,77,65,62,85,79,49,52,67,85,54,79,58,90,75,79,77,80,79,87,67,85,78,77,79,13,6,12,15,10,,76+2,76+2,76+2,74+1,77+1,77+1,77+1,74+1,79+2,79+2,79+2,76+2,83+2,83+2,83+2,76+2,77+2,82+2,82+2,82+2,77+2,76+2,78+2,78+2,78+2,76+2,19+2,https://cdn.sofifa.com/players/226/975/17_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
227316,https://sofifa.com/player/227316/wendie-renard/170002,W. Renard,Wéndèleine Thérèse Renard,CB,85,88,,,25,1990-07-20,187,70,,,,,,,,,,18,France,113003,LCB,3,Right,2,2,4,Medium/Medium,Lean (185+),Yes,,,"Leadership, Power Header",51,57,59,63,83,82,57,57,88,72,39,58,47,50,63,78,48,53,51,76,36,68,82,73,85,52,86,81,63,41,53,63,83,84,78,5,12,15,9,13,,67+3,67+3,67+3,61+2,63+2,63+2,63+2,61+2,62+3,62+3,62+3,62+3,66+3,66+3,66+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,82+3,82+3,82+3,74+3,17+3,https://cdn.sofifa.com/players/227/316/17_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
227400,https://sofifa.com/player/227400/erin-mcleod/170002,E. McLeod,Erin Katrina McLeod,GK,85,85,,,33,1983-02-26,173,73,,,,,,,,,,70,Canada,113000,SUB,21,Right,2,1,4,Medium/Medium,Lean (170-185),Yes,,,,,,,,,,13,13,14,21,10,17,13,13,19,16,47,49,67,79,75,20,51,53,50,15,17,20,18,11,27,21,11,12,16,83,79,75,82,86,48,26+3,26+3,26+3,26+2,25+2,25+2,25+2,26+2,24+3,24+3,24+3,27+3,24+3,24+3,24+3,27+3,28+3,24+3,24+3,24+3,28+3,28+3,24+3,24+3,24+3,28+3,82+3,https://cdn.sofifa.com/players/227/400/17_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
227405,https://sofifa.com/player/227405/sophie-schmidt/170002,S. Schmidt,Sophie Diana Schmidt,"CM, RW",85,85,,,28,1988-06-28,172,71,,,,,,,,,,70,Canada,113000,LCM,13,Right,5,3,4,High/Medium,Lean (170-185),Yes,,,Set Play Specialist,68,74,82,80,57,65,73,74,39,87,63,80,69,76,83,84,69,67,75,80,70,74,72,84,65,77,38,66,80,85,69,59,39,73,65,9,8,7,14,6,,73+3,73+3,73+3,78+2,79+2,79+2,79+2,78+2,81+3,81+3,81+3,79+3,82+3,82+3,82+3,79+3,73+3,72+3,72+3,72+3,73+3,70+3,61+3,61+3,61+3,70+3,17+3,https://cdn.sofifa.com/players/227/405/17_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
233746,https://sofifa.com/player/233746/vivianne-miedema/170002,V. Miedema,Vivianne Miedema,ST,85,93,,,19,1996-07-15,178,65,,,,,,,,,,34,Netherlands,113011,ST,9,Right,4,3,4,High/Medium,Normal (170-185),Yes,,#Clinical Finisher,,80,86,62,79,29,71,55,88,74,68,87,78,74,69,52,84,83,78,73,85,70,84,70,76,78,85,49,25,86,59,77,78,20,28,21,12,14,15,12,15,,82+3,82+3,82+3,77+2,80+2,80+2,80+2,77+2,76+3,76+3,76+3,75+3,68+3,68+3,68+3,75+3,55+3,51+3,51+3,51+3,55+3,52+3,46+3,46+3,46+3,52+3,21+3,https://cdn.sofifa.com/players/233/746/17_120.png,,,https://cdn.sofifa.com/teams/113011/60.png,https://cdn.sofifa.com/flags/nl.png
226312,https://sofifa.com/player/226312/anja-mittag/170002,A. Mittag,Anja Mittag,"CF, ST, CAM",84,84,,,31,1985-05-16,168,58,,,,,,,,,,21,Germany,113004,CAM,11,Right,5,3,4,Medium/Medium,Stocky (170-),Yes,,#Poacher,Flair,75,84,75,81,32,72,69,87,81,84,89,82,55,66,67,81,76,74,73,86,74,85,73,72,78,78,57,33,85,80,80,71,23,29,21,13,5,12,10,10,,83+1,83+1,83+1,80+2,82+2,82+2,82+2,80+2,81+3,81+3,81+3,79+3,75+3,75+3,75+3,79+3,58+3,57+3,57+3,57+3,58+3,55+3,50+3,50+3,50+3,55+3,18+3,https://cdn.sofifa.com/players/226/312/17_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226318,https://sofifa.com/player/226318/kelley-ohara/170002,K. O'Hara,Kelley Maureen O'Hara,"RB, RM",84,88,,,27,1988-08-04,165,58,,,,,,,,,,95,United States,113009,RB,5,Right,2,2,4,Medium/High,Lean (170-),Yes,,,,82,53,65,77,81,73,79,51,70,78,36,76,57,31,64,76,81,82,82,84,77,61,58,85,73,56,60,79,41,38,56,58,82,83,83,12,9,13,10,6,,65+3,65+3,65+3,69+2,65+2,65+2,65+2,69+2,66+3,66+3,66+3,71+3,68+3,68+3,68+3,71+3,81+3,76+3,76+3,76+3,81+3,81+3,77+3,77+3,77+3,81+3,18+3,https://cdn.sofifa.com/players/226/318/17_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226978,https://sofifa.com/player/226978/hedvig-lindahl/170002,H. Lindahl,Rut Hedvig Lindahl,GK,84,84,,,33,1983-04-29,179,74,,,,,,,,,,46,Sweden,113008,GK,1,Right,3,1,3,Medium/Medium,Normal (170-185),Yes,,,,,,,,,,16,14,12,21,12,15,11,15,14,18,45,42,34,85,66,16,52,45,55,13,22,22,15,58,23,21,13,15,14,87,74,79,78,88,43,25+2,25+2,25+2,28+1,28+1,28+1,28+1,28+1,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,27+2,27+2,27+2,28+2,28+2,25+2,25+2,25+2,28+2,82+2,https://cdn.sofifa.com/players/226/978/17_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
227271,https://sofifa.com/player/227271/fara-williams/170002,F. Williams,Fara Tanya Franki Williams Merrett,"CM, CDM",84,84,,,32,1984-01-25,165,61,,,,,,,,,,14,England,113002,LDM,4,Right,4,3,4,Medium/Medium,Normal (170-),Yes,,,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",68,62,82,77,67,69,71,56,54,88,49,74,74,68,88,83,67,69,71,88,81,71,52,82,73,69,46,78,64,81,72,81,67,67,54,9,11,15,12,12,,69+3,69+3,69+3,74+2,74+2,74+2,74+2,74+2,77+3,77+3,77+3,76+3,81+3,81+3,81+3,76+3,74+3,77+3,77+3,77+3,74+3,72+3,67+3,67+3,67+3,72+3,20+3,https://cdn.sofifa.com/players/227/271/17_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
227324,https://sofifa.com/player/227324/camille-abily/170002,C. Abily,Camille Abily,CM,84,84,,,31,1984-12-05,168,60,,,,,,,,,,18,France,113003,CAM,10,Right,3,3,4,Medium/High,Normal (170-),Yes,,,,62,72,76,78,76,80,61,69,62,83,66,73,72,79,80,84,60,64,82,86,68,74,64,87,77,76,82,82,73,78,71,74,75,80,72,13,8,6,15,14,,73+3,73+3,73+3,74+2,76+2,76+2,76+2,74+2,77+3,77+3,77+3,75+3,81+3,81+3,81+3,75+3,76+3,81+3,81+3,81+3,76+3,76+3,77+3,77+3,77+3,76+3,20+3,https://cdn.sofifa.com/players/227/324/17_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
227326,https://sofifa.com/player/227326/gaetane-thiney/170002,G. Thiney,Gaëtane Thiney,ST,84,84,,,30,1985-10-28,170,61,,,,,,,,,,18,France,113003,SUB,23,Right,3,3,4,Medium/Medium,Normal (170-),Yes,,,,79,83,72,81,39,67,69,84,78,76,79,81,76,74,63,83,78,80,75,84,68,83,73,75,71,80,46,32,85,75,82,78,34,40,24,12,12,12,5,8,,81+3,81+3,81+3,80+2,81+2,81+2,81+2,80+2,79+3,79+3,79+3,78+3,73+3,73+3,73+3,78+3,60+3,57+3,57+3,57+3,60+3,57+3,51+3,51+3,51+3,57+3,18+3,https://cdn.sofifa.com/players/227/326/17_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226307,https://sofifa.com/player/226307/simone-laudehr/170002,S. Laudehr,Simone Melanie Laudehr,"RM, LM, CM, CB",83,83,,,29,1986-07-12,174,56,,,,,,,,,,21,Germany,113004,LM,6,Right,3,3,3,High/High,Lean (170-185),Yes,,#Engine,Speed Dribbler (AI),86,79,79,77,79,79,78,79,82,82,66,77,59,62,80,79,87,86,73,82,62,78,77,91,77,81,71,82,83,83,82,77,77,79,72,5,5,14,8,8,,80+2,80+2,80+2,81+1,81+1,81+1,81+1,81+1,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,80+2,80+2,80+2,81+2,81+2,78+2,78+2,78+2,81+2,15+2,https://cdn.sofifa.com/players/226/307/17_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226316,https://sofifa.com/player/226316/sydney-leroux/170002,S. Leroux,Sydney Rae Leroux Dwyer,"ST, RW",83,89,,,26,1990-05-07,170,66,,,,,,,,,,95,United States,113009,SUB,2,Left,3,4,4,High/Low,Unique,Yes,,#Speedster,Speed Dribbler (AI),92,80,60,77,39,77,65,81,81,59,68,78,69,52,52,77,91,93,76,77,73,84,68,82,81,74,62,39,84,62,85,82,29,39,30,8,6,10,7,13,,80+3,80+3,80+3,76+2,77+2,77+2,77+2,76+2,73+3,73+3,73+3,75+3,66+3,66+3,66+3,75+3,60+3,55+3,55+3,55+3,60+3,58+3,53+3,53+3,53+3,58+3,16+3,https://cdn.sofifa.com/players/226/316/17_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226325,https://sofifa.com/player/226325/ali-krieger/170002,A. Krieger,Alexandra Blaire Krieger,"RB, RM, CDM",83,83,,,31,1984-07-28,168,60,,,,,,,,,,95,United States,113009,SUB,11,Right,3,2,3,Medium/High,Normal (170-),Yes,,,,76,60,76,72,81,81,79,53,81,78,60,72,65,64,74,77,75,77,52,84,72,76,61,90,77,58,86,82,53,75,71,75,77,85,78,12,5,6,12,9,,69+2,69+2,69+2,71+1,70+1,70+1,70+1,71+1,71+2,71+2,71+2,74+2,75+2,75+2,75+2,74+2,80+2,80+2,80+2,80+2,80+2,81+2,80+2,80+2,80+2,81+2,18+2,https://cdn.sofifa.com/players/226/325/17_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
