sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
233748,https://sofifa.com/player/233748/lieke-martens/200002,L. Martens,Lieke Martens,"LW, CAM",90,91,,,26,1992-12-16,170,66,,,,,,,,,,34,Netherlands,113011,LW,11,Right,4,5,5,Medium/Medium,Normal (170-),Yes,,"#Dribbler, #Playmaker, #Crosser, #Acrobat, #Clinical Finisher, #Complete Midfielder, #Complete Forward","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",82,86,86,91,41,73,90,87,57,86,78,92,87,80,80,91,80,83,88,86,85,83,69,79,74,89,66,45,88,87,79,91,40,38,32,7,9,13,16,16,,83+3,83+3,83+3,88,87,87,87,88,88+3,88+3,88+3,87+3,82+3,82+3,82+3,87+3,68+3,66+3,66+3,66+3,68+3,63+3,55+3,55+3,55+3,63+3,20+3,https://cdn.sofifa.com/players/233/748/20_120.png,,,https://cdn.sofifa.com/teams/113011/60.png,https://cdn.sofifa.com/flags/nl.png
226303,https://sofifa.com/player/226303/almuth-schult/200002,A. Schult,Almuth Schult,GK,89,90,,,28,1991-02-09,180,71,,,,,,,,,,21,Germany,113004,GK,1,Right,2,1,3,Medium/Medium,Stocky (170-185),Yes,,,,,,,,,,11,11,11,25,13,9,14,25,24,23,37,43,36,81,33,59,63,33,78,11,35,13,13,34,20,45,17,10,11,89,86,79,91,86,40,29+3,29+3,29+3,25,27,27,27,25,26+3,26+3,26+3,26+3,27+3,27+3,27+3,26+3,25+3,27+3,27+3,27+3,25+3,24+3,27+3,27+3,27+3,24+3,87+3,https://cdn.sofifa.com/players/226/303/20_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226359,https://sofifa.com/player/226359/christine-sinclair/200002,C. Sinclair,Christine Margaret Sinclair,"ST, CAM",89,89,,,36,1983-06-12,176,67,,,,,,,,,,70,Canada,113000,LS,12,Right,4,4,4,High/Medium,Stocky (170-185),Yes,,"#Playmaker, #Distance Shooter, #Clinical Finisher, #Complete Midfielder","Leadership, Finesse Shot, Outside Foot Shot, Team Player",75,88,85,83,37,80,82,88,85,87,87,83,70,76,84,87,74,76,80,77,68,90,76,78,86,87,67,56,88,91,86,95,32,19,16,17,9,7,12,8,,85+3,85+3,85+3,84,85,85,85,84,85+3,85+3,85+3,83+3,81+3,81+3,81+3,83+3,63+3,64+3,64+3,64+3,63+3,58+3,54+3,54+3,54+3,58+3,18+3,https://cdn.sofifa.com/players/226/359/20_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
227246,https://sofifa.com/player/227246/lucy-bronze/200002,L. Bronze,Lucia Roberta Tough Bronze,RB,89,89,,,27,1991-10-28,171,67,,,,,,,,,,14,England,113002,RB,2,Right,3,3,4,High/High,Normal (170-185),Yes,,"#Engine, #Tackling, #Tactician ","Long Throw-in, Speed Dribbler (AI), Power Header",84,53,63,80,88,84,74,48,86,75,35,78,39,43,54,83,85,83,73,93,82,64,84,94,81,57,78,89,56,49,53,80,90,86,87,10,14,16,8,15,,70+3,70+3,70+3,72,71,71,71,72,69+3,69+3,69+3,74+3,72+3,72+3,72+3,74+3,85+3,81+3,81+3,81+3,85+3,86+3,86+3,86+3,86+3,86+3,21+3,https://cdn.sofifa.com/players/227/246/20_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
226177,https://sofifa.com/player/226177/becky-sauerbrunn/200002,B. Sauerbrunn,Rebecca Elizabeth Sauerbrunn,"CB, RB",88,88,,,34,1985-06-06,170,64,,,,,,,,,,95,United States,113009,LCB,4,Right,2,2,4,Low/High,Normal (170-185),Yes,,"#Tackling, #Tactician ",,74,37,61,60,87,87,65,31,78,75,28,56,41,29,62,63,76,73,51,85,70,47,86,87,88,34,87,88,47,45,57,89,89,88,89,15,12,7,10,11,,58+3,58+3,58+3,59,58,58,58,59,58+3,58+3,58+3,63+3,65+3,65+3,65+3,63+3,79+3,79+3,79+3,79+3,79+3,81+3,85+3,85+3,85+3,81+3,20+3,https://cdn.sofifa.com/players/226/177/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226302,https://sofifa.com/player/226302/alexandra-popp/200002,A. Popp,Alexandra Popp,"ST, LM",88,88,,,28,1991-04-06,174,65,,,,,,,,,,21,Germany,113004,ST,11,Right,5,4,4,Medium/Medium,Normal (170-185),Yes,,"#Poacher, #Aerial Threat, #Clinical Finisher, #Complete Forward","Power Header, Outside Foot Shot",81,87,76,80,49,86,74,87,91,83,83,81,73,73,67,83,84,79,71,86,70,87,92,83,87,86,84,55,89,74,87,78,35,52,23,12,14,13,7,14,,86+2,86+2,86+2,82,84,84,84,82,82+3,82+3,82+3,81+3,77+3,77+3,77+3,81+3,66+3,67+3,67+3,67+3,66+3,64+3,63+3,63+3,63+3,64+3,20+3,https://cdn.sofifa.com/players/226/302/20_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226324,https://sofifa.com/player/226324/carli-lloyd/200002,C. Lloyd,Carli Anne Hollins,"CM, ST",88,88,,,36,1982-07-16,173,64,,,,,,,,,,95,United States,113009,RCM,10,Right,3,4,5,High/Medium,Normal (170-185),Yes,,"#Dribbler, #Playmaker, #Complete Midfielder","Leadership, Playmaker (AI)",72,82,85,85,73,78,74,81,78,88,68,87,81,92,89,88,71,72,76,71,78,83,79,72,79,84,84,82,84,88,87,95,70,70,68,13,7,15,10,16,,81+3,81+3,81+3,82,83,83,83,82,84+3,84+3,84+3,82+3,84+3,84+3,84+3,82+3,76+3,80+3,80+3,80+3,76+3,75+3,76+3,76+3,76+3,75+3,18+3,https://cdn.sofifa.com/players/226/324/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226333,https://sofifa.com/player/226333/julie-ertz/200002,J. Ertz,Julie Beth Ertz,"CDM, CB",88,91,,,27,1992-04-06,170,59,,,,,,,,,,95,United States,113009,CDM,8,Right,3,3,4,Medium/High,Normal (170-),Yes,,"#Aerial Threat, #Tactician ",,77,66,79,73,86,85,73,66,91,86,63,70,56,50,84,81,76,78,65,82,69,76,72,88,85,54,86,86,78,82,62,88,83,88,84,12,11,9,15,13,,77+3,77+3,77+3,75,77,77,77,75,77+3,77+3,77+3,78+3,81+3,81+3,81+3,78+3,82+3,85+3,85+3,85+3,82+3,83+3,85+3,85+3,85+3,83+3,20+3,https://cdn.sofifa.com/players/226/333/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226968,https://sofifa.com/player/226968/nilla-fischer/200002,N. Fischer,Åsa Nilla Maria Fischer,CB,87,87,,,34,1984-08-02,176,68,,,,,,,,,,46,Sweden,113008,RCB,5,Right,2,2,4,High/Medium,Stocky (170-185),Yes,,"#Aerial Threat, #Tackling, #Tactician, #Strength, #Complete Defender",Leadership,48,44,65,56,86,83,59,28,90,75,27,53,69,86,76,57,46,49,57,82,57,66,54,64,93,65,87,86,25,37,54,82,82,88,90,11,8,15,10,12,,55+3,55+3,55+3,52,52,52,52,52,54+3,54+3,54+3,55+3,63+3,63+3,63+3,55+3,72+3,77+3,77+3,77+3,72+3,75+3,84+3,84+3,84+3,75+3,18+3,https://cdn.sofifa.com/players/226/968/20_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
227350,https://sofifa.com/player/227350/amel-majri/200002,A. Majri,Amel Majri,"LB, LM",87,90,,,26,1993-01-25,164,54,,,,,,,,,,18,France,113003,LB,10,Left,3,4,3,High/High,Lean (170-),Yes,,"#Dribbler, #Crosser, #Tackling, #Tactician ","Early Crosser, Technical Dribbler (AI)",83,65,84,86,85,74,93,78,74,86,37,86,81,81,77,88,87,79,83,84,84,42,70,82,69,64,78,86,79,78,49,83,87,87,86,10,16,12,14,10,,75+3,75+3,75+3,84,80,80,80,84,82+3,82+3,82+3,84+3,82+3,82+3,82+3,84+3,86+3,84+3,84+3,84+3,86+3,86+3,82+3,82+3,82+3,86+3,20+3,https://cdn.sofifa.com/players/227/350/20_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
231432,https://sofifa.com/player/231432/lindsey-horan/200002,L. Horan,Lindsey Michelle Horan,"CAM, CM",87,92,,,25,1994-05-26,175,67,,,,,,,,,,95,United States,113009,LCM,9,Right,3,4,3,High/Medium,Stocky (170-185),Yes,,"#Playmaker, #Distance Shooter, #Complete Midfielder",Power Header,79,85,83,83,59,76,79,83,89,87,80,84,65,73,85,86,80,79,78,89,68,89,73,92,75,86,59,67,89,87,75,76,53,60,26,7,15,13,9,11,,85+3,85+3,85+3,84,86,86,86,84,86+3,86+3,86+3,85+3,85+3,85+3,85+3,85+3,72+3,73+3,73+3,73+3,72+3,69+3,65+3,65+3,65+3,69+3,19+3,https://cdn.sofifa.com/players/231/432/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226331,https://sofifa.com/player/226331/ashlyn-harris/200002,A. Harris,Ashlyn Michelle Harris,GK,86,86,,,33,1985-10-19,175,60,,,,,,,,,,95,United States,113009,SUB,18,Right,2,1,3,Medium/Medium,Normal (170-185),Yes,,,,,,,,,,18,14,21,23,18,16,19,14,17,13,44,46,68,83,69,60,77,45,38,20,23,22,16,13,43,24,14,16,12,88,82,80,84,87,45,30+3,30+3,30+3,26,27,27,27,26,25+3,25+3,25+3,26+3,24+3,24+3,24+3,26+3,28+3,25+3,25+3,25+3,28+3,28+3,25+3,25+3,25+3,28+3,85+1,https://cdn.sofifa.com/players/226/331/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226335,https://sofifa.com/player/226335/alyssa-naeher/200002,A. Naeher,Alyssa Michele Naeher,GK,86,86,,,31,1988-04-20,175,60,,,,,,,,,,95,United States,113009,GK,1,Right,2,1,3,Medium/Medium,Normal (170-185),Yes,,,GK Long Throw,,,,,,,17,13,16,23,12,16,14,15,38,15,43,46,61,85,56,59,66,45,43,14,28,23,13,14,42,49,18,19,20,86,78,79,84,88,45,29+3,29+3,29+3,26,27,27,27,26,25+3,25+3,25+3,27+3,27+3,27+3,27+3,27+3,30+3,29+3,29+3,29+3,30+3,30+3,28+3,28+3,28+3,30+3,84+2,https://cdn.sofifa.com/players/226/335/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226358,https://sofifa.com/player/226358/steph-houghton/200002,S. Houghton,Stephanie Jayne Houghton Darby,CB,86,86,,,31,1988-04-23,174,71,,,,,,,,,,14,England,113002,RCB,5,Right,3,2,4,Medium/Medium,Stocky (170-185),Yes,,,"Power Free-Kick, Leadership, Long Passer (AI)",60,63,62,66,85,83,50,59,88,68,45,65,63,75,72,68,58,61,55,86,67,74,92,74,87,67,82,85,50,52,71,78,85,85,84,11,9,15,12,7,,68+3,68+3,68+3,62,64,64,64,62,63+3,63+3,63+3,63+3,68+3,68+3,68+3,63+3,73+3,78+3,78+3,78+3,73+3,76+3,83+3,83+3,83+3,76+3,18+3,https://cdn.sofifa.com/players/226/358/20_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
226975,https://sofifa.com/player/226975/caroline-seger/200002,C. Seger,Sara Caroline Seger,"CM, CDM",86,86,,,34,1985-03-19,173,62,,,,,,,,,,46,Sweden,113008,LCM,17,Right,3,4,4,Medium/Medium,Normal (170-185),Yes,,#Playmaker ,"Leadership, Playmaker (AI)",49,78,82,78,80,77,68,76,83,88,73,79,67,64,88,81,47,51,69,80,56,81,60,80,77,81,79,82,81,89,69,87,78,78,80,15,8,14,17,12,,77+3,77+3,77+3,76,78,78,78,76,80+3,80+3,80+3,76+3,84+2,84+2,84+2,76+3,76+3,82+3,82+3,82+3,76+3,76+3,79+3,79+3,79+3,76+3,20+3,https://cdn.sofifa.com/players/226/975/20_120.png,,,https://cdn.sofifa.com/teams/113008/60.png,https://cdn.sofifa.com/flags/se.png
227327,https://sofifa.com/player/227327/sara-dabritz/200002,S. Däbritz,Sara Ilonka Däbritz,"CM, LM, CAM",86,91,,,24,1995-02-15,172,63,,,,,,,,,,21,Germany,113004,LCM,13,Left,5,4,3,Medium/Medium,Normal (170-185),Yes,,,"Flair, Playmaker (AI), Technical Dribbler (AI)",82,76,82,88,68,72,78,77,46,88,62,89,65,57,83,90,86,79,84,80,73,74,55,85,77,83,47,77,81,85,53,79,61,78,64,13,14,16,11,16,,77+3,77+3,77+3,84,83,83,83,84,85+3,85+3,85+3,84+3,85+3,85+3,85+3,84+3,79+3,78+3,78+3,78+3,79+3,76+3,69+3,69+3,69+3,76+3,21+3,https://cdn.sofifa.com/players/227/327/20_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
233852,https://sofifa.com/player/233852/jackie-groenen/200002,J. Groenen,Jackie Noëlle Groenen,"CM, CAM",86,89,,,24,1994-12-17,165,60,,,,,,,,,,34,Netherlands,113011,RCM,14,Right,4,4,3,Medium/Medium,Lean (170-),No,,"#Playmaker, #Acrobat","Flair, Playmaker (AI)",82,67,85,86,68,78,80,68,54,92,67,85,71,69,79,88,85,80,86,86,90,64,80,86,76,66,74,77,77,89,58,87,64,70,68,13,11,7,16,7,,75+3,75+3,75+3,82,81,81,81,82,84+3,84+3,84+3,84+3,84+3,84+3,84+3,84+3,80+3,79+3,79+3,79+3,80+3,77+3,72+3,72+3,72+3,77+3,20+3,https://cdn.sofifa.com/players/233/852/20_120.png,,,https://cdn.sofifa.com/teams/113011/60.png,https://cdn.sofifa.com/flags/nl.png
227255,https://sofifa.com/player/227255/fran-kirby/200002,F. Kirby,Francesca Kirby,"CAM, ST, CM",85,87,,,26,1993-06-29,157,53,,,,,,,,,,14,England,113002,CAM,10,Right,3,4,3,Medium/Medium,Stocky (170-),No,,"#Dribbler, #Clinical Finisher, #Complete Forward","Flair, Technical Dribbler (AI)",87,83,74,86,50,62,63,86,70,81,76,87,40,48,75,86,90,85,80,84,93,79,74,69,64,81,45,35,84,87,82,76,61,45,39,13,9,12,16,16,,82+3,82+3,82+3,83,85,85,85,83,84+3,84+3,84+3,82+3,78+3,78+3,78+3,82+3,65+3,63+3,63+3,63+3,65+3,62+3,57+3,57+3,57+3,62+3,21+3,https://cdn.sofifa.com/players/227/255/20_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
233341,https://sofifa.com/player/233341/abby-erceg/200002,A. Erceg,Abby May Erceg,CB,85,85,,,29,1989-11-20,177,68,,,,,,,,,,198,New Zealand,113258,LCB,8,Right,3,2,3,Medium/Medium,Normal (170-185),No,,#Tackling ,,60,51,63,65,86,81,46,64,83,77,18,60,45,47,70,71,56,64,58,84,78,45,78,76,83,42,82,84,35,57,50,82,89,87,85,11,11,5,8,11,,62+3,62+3,62+3,61,61,61,61,61,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,77+3,84+1,84+1,84+1,77+3,18+3,https://cdn.sofifa.com/players/233/341/20_120.png,,,https://cdn.sofifa.com/teams/113258/60.png,https://cdn.sofifa.com/flags/nz.png
226318,https://sofifa.com/player/226318/kelley-ohara/200002,K. O'Hara,Kelley Maureen O'Hara,"RB, LB",84,84,,,30,1988-08-04,165,58,,,,,,,,,,95,United States,113009,RB,5,Right,2,3,4,Medium/High,Lean (170-),Yes,,,,81,65,69,79,83,71,81,65,72,80,58,78,59,33,66,78,80,82,84,79,79,73,60,73,75,64,62,81,53,50,58,86,84,85,85,14,11,15,12,8,,71+3,71+3,71+3,73,71,71,71,73,71+3,71+3,71+3,73+3,71+3,71+3,71+3,73+3,81+3,77+3,77+3,77+3,81+3,81+3,79+3,79+3,79+3,81+3,19+3,https://cdn.sofifa.com/players/226/318/20_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
