Club,Country
Saarbruecken,GER
Sandhausen,GER
Schalke,GER
Schweinfurt,GER
Siegen,GER
St Kickers,GER
St Pauli,GER
Stuttgart,GER
TeBe,GER
Trier,GER
Ulm,GER
Union Berlin,GER
Unterhaching,GER
Waldhof,GER
Wehen,GER
Werder,GER
Wolfsburg,GER
Wuerzburg,GER
College Europa,GIB
Lincoln,GIB
Mons Calpe,GIB
St Josephs,GIB
AEK,GRE
Akratitos,GRE
Apollon Athens,GRE
Aris,GRE
Asteras Tripolis,GRE
Athinaikos,GRE
Atromitos,GRE
Chalkidona,GRE
Doxa Dramas,GRE
Egaleo,GRE
Ergotelis,GRE
Ethnikos Asteras,GRE
Giannina,GRE
Ionikos,GRE
Iraklis,GRE
Kalamaria,GRE
Kalamata,GRE
Kalithea,GRE
Kallonis,GRE
Kavala,GRE
Kerkyra,GRE
Lamia,GRE
Larisa,GRE
Levadeiakos,GRE
NFC Volos,GRE
Niki Volou,GRE
OFI,GRE
Olympiakos,GRE
PAOK,GRE
Panahaiki,GRE
Panathinaikos,GRE
Panetolikos,GRE
Paniliakos,GRE
Panionios,GRE
Panserraikos,GRE
Panthrakikos,GRE
Platanias,GRE
Proodeftiki,GRE
Thrasyvoulos,GRE
Trikala,GRE
Veria,GRE
Volou,GRE
Xanthi,GRE
Balmazujvarosi,HUN
Bekescsabai,HUN
Budafoki,HUN
Debrecen,HUN
Diosgyori,HUN
Dunaferr,HUN
Egri,HUN
Ferencvaros,HUN
Gazszer,HUN
Gyirmot,HUN
Gyoer,HUN
Haladas,HUN
Honved,HUN
Kaposvari,HUN
Kecskemeti,HUN
Kisvarda,HUN
Lombard,HUN
MTK,HUN
Matav Sopron,HUN
Mezokovesd-Zsory,HUN
Nagykanizsa,HUN
Nyiregyhaza,HUN
Paksi,HUN
Pecsi Dozsa,HUN
Puskas Akademia,HUN
Rakospalotai,HUN
Siofok,HUN
Szeged,HUN
Szolnoki,HUN
Tatabanya,HUN
Ujpest,HUN
Vac,HUN
Vasas SC,HUN
Videoton,HUN
Zalaegerszegi,HUN
Bohemians Dublin,IRL
Bray Wanderers,IRL
Cork City,IRL
Derry City,IRL
Drogheda,IRL
Dundalk,IRL
Longford Town,IRL
Shamrock,IRL
Shelbourne,IRL
Sligo,IRL
Sporting Fingal,IRL
St Patricks,IRL
UC Dublin,IRL
Akranes,ISL
Breidablik,ISL
Fram Reykjavik,ISL
Fylkir,ISL
Grindavik,ISL
Hafnarfjoerdur,ISL
KR Reykjavik,ISL
Keflavik,ISL
Leiftur,ISL
Stjarnan,ISL
Thor,ISL
Valur,ISL
Vestmannaeyjar,ISL
Vikingur,ISL
Acco Acre,ISR
Ashdod,ISR
Ashkelon,ISR
Beer-Sheva,ISR
Beitar,ISR
Bnei Sakhinin,ISR
Bnei Yehuda,ISR
H Petach Tikva,ISR
H Tel Aviv,ISR
Hakoah Amidar,ISR
Hapoel Eran Hadera,ISR
Hapoel Haifa,ISR
Hapoel Jerusalem,ISR
Hapoel Nof Hagalil,ISR
Herzliya,ISR
Kfar-Saba,ISR
Kiryat Shmona,ISR
M Kiryat Ata,ISR
M Petach Tikva,ISR
M Tel Aviv,ISR
Maccabi Haifa,ISR
Nazareth,ISR
Nazareth-Illit,ISR
Netanya,ISR
Raanana,ISR
Ramat HaSharon,ISR
Ramat-Gan,ISR
Rishon,ISR
Sektzia Nes Tziona,ISR
Zafririm Holon,ISR
Albinoleffe,ITA
Alessandria,ITA
Alzano,ITA
Ancona,ITA
Arezzo,ITA
Ascoli,ITA
Atalanta,ITA
Avellino,ITA
Bari,ITA
Benevento,ITA
Bologna,ITA
Brescia,ITA
Cagliari,ITA
Carpi,ITA
Catania,ITA
Catanzaro,ITA
Cesena,ITA
Chievo,ITA
Cittadella,ITA
Como,ITA
Cosenza,ITA
Cremonese,ITA
Crotone,ITA
Empoli,ITA
Entella,ITA
Fermana,ITA
Fiorentina,ITA
Foggia,ITA
Frosinone,ITA
Gallipoli,ITA
Genoa,ITA
Grosseto,ITA
Gubbio,ITA
Inter,ITA
Juve Stabia,ITA
Juventus,ITA
Latina,ITA
Lazio,ITA
Lecce,ITA
Livorno,ITA
Mantova,ITA
Messina,ITA
Milan,ITA
Modena,ITA
Monza,ITA
Napoli,ITA
Nocerina,ITA
Novara,ITA
Padova,ITA
Palermo,ITA
Parma,ITA
Perugia,ITA
Pescara,ITA
Piacenza,ITA
Pisa,ITA
Pistoiese,ITA
Pordenone,ITA
Portogruaro,ITA
Pro Vercelli,ITA
Ravenna,ITA
Reggiana,ITA
Reggina,ITA
Rimini,ITA
Roma,ITA
Salernitana,ITA
Sampdoria,ITA
Sassuolo,ITA
Savoia,ITA
Siena,ITA
Spal,ITA
Spezia,ITA
Ternana,ITA
Torino,ITA
Trapani,ITA
Treviso,ITA
Triestina,ITA
Udinese,ITA
Varese,ITA
Venezia,ITA
Verona,ITA
Vicenza,ITA
Virtus Lanciano,ITA
Aktobe,KAZ
Atyrau,KAZ
FC Almaty,KAZ
FK Astana,KAZ
Irtysh,KAZ
Kairat,KAZ
Kaisar,KAZ
Karagandy,KAZ
Okzhetpes,KAZ
Ordabasy,KAZ
Tobol,KAZ
Zhenis,KAZ
Zhetysu,KAZ
Drita,KOS
Feronikeli,KOS
KF Gjilani,KOS
Llapi,KOS
Prishtine,KOS
Trepca 89,KOS
Daugava 2003,LAT
Daugavpils,LAT
Dinaburg,LAT
FK Riga,LAT
Jelgava,LAT
Liepajas,LAT
Olimps,LAT
RFS,LAT
Skonto,LAT
Spartaks Jurmala,LAT
Valmieras,LAT
Ventspils,LAT
EschenMauren,LIE
Vaduz,LIE
Atlantas,LIT
Banga,LIT
Ekranas,LIT
FBK Kaunas,LIT
Kareda,LIT
Kauno Zalgiris,LIT
Kruoja,LIT
Panevezys,LIT
Siauliai,LIT
Stumbras,LIT
Suduva,LIT
Tauras,LIT
Trakai,LIT
Vetra,LIT
Zalgiris Vilnius,LIT
Avenir Beggen,LUX
Differdang,LUX
Dudelange,LUX
Ettelbrueck,LUX
Fola Esch,LUX
Grevenmacher,LUX
Jeunesse Esch,LUX
Kaeerjeng,LUX
Mondercange,LUX
Niedercorn,LUX
Petange,LUX
R Letzebuerg,LUX
Swift Hesperange,LUX
Akademija Pandev,MAC
B Kumanovo,MAC
Belasica,MAC
Cementarnica,MAC
Decic,MAC
M Kumanovo,MAC
Makedonija,MAC
Metalurg Skopje,MAC
Pelister Bitola,MAC
Pobeda Prilep,MAC
Rabotnicki,MAC
Renova,MAC
Shkendija,MAC
Shkupi,MAC
Sileks,MAC
Sloga Jugomat,MAC
Struga,MAC
Teteks,MAC
Turnovo,MAC
Vardar,MAC
Balzan,MLT
Birkirkara,MLT
Floriana,MLT
Gzira United,MLT
Hibernians Paola,MLT
Marsaxlokk,MLT
Mosta,MLT
Sirens,MLT
Sliema Wanderers,MLT
Valletta,MLT
Celik Niksic,MNT
Danilovgrad,MNT
FK Bokelj,MNT
FK Podgorica,MNT
Lovcen,MNT
Mladost,MNT
Mogren Budva,MNT
Petrovac,MNT
Podgorica,MNT
Rudar Pljevlja,MNT
Sutjeska,MNT
Zeta Golubovci,MNT
Dacia Chisinau,MOL
FC Tiraspol,MOL
Iskra-Stali,MOL
Milsami Orhei,MOL
Nistru Otaci,MOL
Olimpia Balti,MOL
Petrocub,MOL
Saxan,MOL
Sfintul Gheorghe,MOL
Sheriff Tiraspol,MOL
Speranta,MOL
Veris,MOL
Zimbru,MOL
Ajax,NED
Alkmaar,NED
Breda,NED
Cambuur,NED
De Graafschap,NED
Den Bosch,NED
Den Haag,NED
Dordrecht,NED
Emmen,NED
Excelsior,NED
Feyenoord,NED
Go Ahead Eagles,NED
Groningen,NED
Heerenveen,NED
Heracles,NED
Maastricht,NED
Nijmegen,NED
PSV,NED
Roda,NED
Roosendaal,NED
Sittard,NED
Sparta Rotterdam,NED
Twente,NED
Utrecht,NED
Venlo,NED
Vitesse,NED
Volendam,NED
Waalwijk,NED
Willem II,NED
Zwolle,NED
Ballymena United,NIR
Cliftonville,NIR
Coleraine,NIR
Crusaders,NIR
Dungannon,NIR
Glenavon,NIR
Glentoran,NIR
Larne,NIR
Linfield,NIR
Lisburn,NIR
Portadown,NIR
Aalesund,NOR
Bodoe Glimt,NOR
Brann,NOR
Bryne,NOR
Fredrikstad,NOR
Ham-Kam,NOR
Haugesund,NOR
Hodd,NOR
Honefoss,NOR
Kongsvinger,NOR
Kristiansund,NOR
Lillestrom,NOR
Lyn Oslo,NOR
Mjondalen,NOR
Molde,NOR
Moss,NOR
Odd Grenland,NOR
Ranheim,NOR
Rosenborg,NOR
Sandefjord,NOR
Sandnes,NOR
Sarpsborg,NOR
Skeid,NOR
Sogndal,NOR
Stabaek,NOR
Start,NOR
Stromsgodset,NOR
Tromso,NOR
Valerenga,NOR
Viking,NOR
Amica Wronki,POL
Arka,POL
Belchatow,POL
Bytom,POL
Cracovia,POL
Gornik,POL
Gornik Leczna,POL
Grodzisk,POL
Jagiellonia,POL
Jaworzno,POL
KSZO,POL
Katowice,POL
Korona,POL
LKS,POL
Lech,POL
Lechia,POL
Legia,POL
Lubin,POL
Mazowiecki,POL
Miedz Legnica,POL
Nieciecza,POL
Odra Wodzislaw,POL
Piast Gliwice,POL
Plock,POL
Podbeskidzie,POL
Pogon,POL
Polkowice,POL
Polonia Warszawa,POL
Radomiak,POL
Radomsko,POL
Radzionkow,POL
Rakow,POL
Ruch,POL
Sandecja Nowy Sacz,POL
Slask,POL
Sosnowiec,POL
Stal Mielec,POL
Stomil,POL
Warta,POL
Widzew,POL
Wisla,POL
Zawisza,POL
Academica,POR
Alverca,POR
Arouca,POR
Aves,POR
Beira Mar,POR
Belenenses,POR
Benfica,POR
Boavista,POR
Braga,POR
Campomaiorense,POR
Chaves,POR
Estoril,POR
Estrela Amadora,POR
Famalicao,POR
Farense,POR
Feirense,POR
Gil Vicente,POR
Guimaraes,POR
Leiria,POR
Leixoes,POR
Maritimo,POR
Moreirense,POR
Nacional,POR
Naval,POR
Olhanense,POR
Pacos Ferreira,POR
Penafiel,POR
Portimonense,POR
Porto,POR
Rio Ave,POR
Salgueiros,POR
Santa Clara,POR
Setubal,POR
Sporting,POR
Tondela,POR
Trofense,POR
U Madeira,POR
Varzim,POR
Vizela,POR
Arges Pitesti,ROM
Astra,ROM
Bacau,ROM
Bistrita,ROM
Botosani,ROM
Branesti,ROM
Brasov,ROM
CFR Cluj,ROM
Chiajna,ROM
Chindia Targoviste,ROM
Clinceni,ROM
Corona Brasov,ROM
Craiova,ROM
Craiova 1948,ROM
Crisul Oradea,ROM
Curtea de Arges,ROM
Dinamo Bucuresti,ROM
Dunarea Calarasi,ROM
Extensiv Craiova,ROM
Farul,ROM
Foresta Suceava,ROM
Gaz Metan,ROM
Gloria Buzau,ROM
Hermannstadt,ROM
Iasi,ROM
Jiul Petrosani,ROM
Juventus Bucuresti,ROM
Mioveni,ROM
Onesti,ROM
Otelul Galati,ROM
Otopeni,ROM
Pandurii,ROM
Petrolul Ploiesti,ROM
Piatra Neamt,ROM
Progresul,ROM
Rapid Bucuresti,ROM
Resita,ROM
Rocar Bucuresti,ROM
Sageata,ROM
Sepsi,ROM
Sportul,ROM
Steaua,ROM
Targu Mures,ROM
Timisoara,ROM
Turnu Severin,ROM
UM Timisoara,ROM
UTA Arad,ROM
Unirea Alba Iulia,ROM
Universitatea Cluj,ROM
Urziceni,ROM
Vaslui,ROM
Viitorul,ROM
Vointa Sibiu,ROM
Voluntari,ROM
Alanya,RUS
Amkar Perm,RUS
Anzhi,RUS
CSKA Moskva,RUS
Dynamo Moskva,RUS
FC Khimki,RUS
FC Krasnodar,RUS
FC Moskva,RUS
Fakel Voronezh,RUS
Khabarovsk,RUS
Kryliya Sovetov,RUS
Kuban,RUS
Lok Moskva,RUS
Lok Nizhny,RUS
Mordovia,RUS
Nizhny Novgorod,RUS
Novosibirsk,RUS
Noworossisk,RUS
Orenburg,RUS
Rostov,RUS
Rotor Volgograd,RUS
Rubin Kazan,RUS
Saturn Ramenskoje,RUS
Shinnik Jaroslawl,RUS
Sochi,RUS
Sokol Saratov,RUS
Spartak Moskva,RUS
Spartak Nalchik,RUS
Sverdlovsk,RUS
Tambov,RUS
Terek Grozny,RUS
Tomsk,RUS
Torpedo Metallurg ZIL,RUS
Torpedo Moskva,RUS
Tosno,RUS
Tula,RUS
Ufa,RUS
Uralan Elista,RUS
Vladivostok,RUS
Volga,RUS
Yenisey,RUS
