club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Bristol City,Jamie Hoyland,28,Midfielder,Sheffield Utd.,"End of loanMay 31, 1994",out,0,Championship,1993,1993/1994
Nottingham Forest,Stan Collymore,22,Centre-Forward,Southend United,£2.70m,in,2.7,Championship,1993,1993/1994
Nottingham Forest,Colin Cooper,26,Left-Back,Millwall,£2.30m,in,2.3,Championship,1993,1993/1994
Nottingham Forest,Tommy Wright,29,Goalkeeper,Newcastle,£608k,in,0.608,Championship,1993,1993/1994
Nottingham Forest,Alf-Inge Haland,21,Defensive Midfield,Bryne FK,£338k,in,0.338,Championship,1993,1993/1994
Nottingham Forest,Jason Lee,22,Centre-Forward,Southend United,£270k,in,0.27,Championship,1993,1993/1994
Nottingham Forest,Gary Bull,27,Forward,Barnet,Free Transfer,in,0,Championship,1993,1993/1994
Nottingham Forest,David Phillips,29,Right Midfield,Norwich,?,in,NA,Championship,1993,1993/1994
Nottingham Forest,Lars Bohinen,24,Central Midfield,BSC Young Boys,?,in,NA,Championship,1993,1993/1994
Nottingham Forest,Roy Keane,21,Defensive Midfield,Man Utd,£7.65m,out,7.65,Championship,1993,1993/1994
Nottingham Forest,Nigel Clough,27,Attacking Midfield,Liverpool,£2.48m,out,2.48,Championship,1993,1993/1994
Nottingham Forest,Andy Marriott,22,Goalkeeper,Wrexham,£252k,out,0.252,Championship,1993,1993/1994
Nottingham Forest,Chris Hope,20,Central Midfield,Scunthorpe Utd.,£72k,out,0.072,Championship,1993,1993/1994
Nottingham Forest,Gary Charles,23,Right-Back,Derby,?,out,NA,Championship,1993,1993/1994
Nottingham Forest,Terry Wilson,24,Centre-Back,Dunfermline A.,?,out,NA,Championship,1993,1993/1994
Nottingham Forest,Thorvaldur Örlygsson,26,Midfielder,Stoke City,?,out,NA,Championship,1993,1993/1994
Nottingham Forest,Ray McKinnon,23,Midfielder,Aberdeen FC,?,out,NA,Championship,1993,1993/1994
Nottingham Forest,Brett Williams,25,Left-Back,Retired,-,out,0,Championship,1993,1993/1994
Swansea City,Andy Cook,23,Left-Back,Exeter City,£143k,in,0.143,Championship,1993,1993/1994
Swansea City,Steve Torpey,22,Centre-Forward,Bradford,£108k,in,0.108,Championship,1993,1993/1994
Swansea City,Colin Pascoe,28,Left Midfield,Sunderland,£73k,in,0.073,Championship,1993,1993/1994
Swansea City,Matthew Rush,22,Midfielder,West Ham,Loan,in,0,Championship,1993,1993/1994
Swansea City,Dave Penney,29,Midfielder,Oxford United,£21k,in,0.021,Championship,1993,1993/1994
Swansea City,Kwame Ampadu,23,Midfielder,West Brom,£19k,in,0.019,Championship,1993,1993/1994
Swansea City,Lee Jones,23,Goalkeeper,RCD Mallorca,£9k,in,0.009,Championship,1993,1993/1994
Swansea City,Richard Jones,24,Midfielder,Hereford Utd.,?,in,NA,Championship,1993,1993/1994
Swansea City,Chris Burns,26,Midfielder,Portsmouth,Loan,in,0,Championship,1993,1993/1994
Swansea City,Warren Aspinall,26,Midfielder,Portsmouth,Loan,in,0,Championship,1993,1993/1994
Swansea City,David Barnhouse,18,Defender,Swansea U18,-,in,0,Championship,1993,1993/1994
Swansea City,Andy Legg,26,Left-Back,Notts County,?,out,NA,Championship,1993,1993/1994
Swansea City,Colin West,30,Centre-Forward,Leyton Orient,?,out,NA,Championship,1993,1993/1994
Swansea City,Reuben Agboola,31,Left-Back,Woking FC,?,out,NA,Championship,1993,1993/1994
Swansea City,Lee Jones,22,Goalkeeper,RCD Mallorca,?,out,NA,Championship,1993,1993/1994
Swansea City,Chris Burns,26,Midfielder,Portsmouth,"End of loanMar 10, 1994",out,0,Championship,1993,1993/1994
Swansea City,Warren Aspinall,26,Midfielder,Portsmouth,"End of loanDec 30, 1993",out,0,Championship,1993,1993/1994
Swansea City,Matthew Rush,22,Midfielder,West Ham,"End of loanMay 31, 1994",out,0,Championship,1993,1993/1994
Brentford FC,Paul Smith,22,Midfielder,Southend United,Free Transfer,in,0,Championship,1993,1993/1994
Brentford FC,Barry Ashby,23,Centre-Back,Watford,Free Transfer,in,0,Championship,1993,1993/1994
Brentford FC,Kevin Watson,19,Central Midfield,Spurs,Free Transfer,in,0,Championship,1993,1993/1994
Brentford FC,David Thompson,25,Centre-Back,Bristol City,Free Transfer,in,0,Championship,1993,1993/1994
Brentford FC,Robert Taylor,22,Centre-Forward,Leyton Orient,?,in,NA,Championship,1993,1993/1994
Brentford FC,Joe Allon,27,Centre-Forward,Southend United,"End of loanMar 23, 1994",in,0,Championship,1993,1993/1994
Brentford FC,Marcus Gayle,23,Centre-Forward,Wimbledon FC,£338k,out,0.338,Championship,1993,1993/1994
Brentford FC,Kevin Godfrey,33,Left Midfield,Yeading FC,Free Transfer,out,0,Championship,1993,1993/1994
Brentford FC,Joe Allon,27,Centre-Forward,Port Vale,Free Transfer,out,0,Championship,1993,1993/1994
Brentford FC,Ashley Bayes,21,Goalkeeper,Torquay United,Free Transfer,out,0,Championship,1993,1993/1994
Brentford FC,Terry Evans,28,Centre-Back,Wycombe,£41k,out,0.041,Championship,1993,1993/1994
Brentford FC,Gary Blissett,29,Centre-Forward,Wimbledon FC,?,out,NA,Championship,1993,1993/1994
Brentford FC,Keith Millen,27,Defender,Watford,?,out,NA,Championship,1993,1993/1994
Brentford FC,Zbigniew Kruszyński,32,Defender,Coventry,?,out,NA,Championship,1993,1993/1994
Brentford FC,Neil Smillie,34,Midfielder,Gillingham FC,?,out,NA,Championship,1993,1993/1994
Brentford FC,Joe Allon,26,Centre-Forward,Southend United,Loan,out,0,Championship,1993,1993/1994
Brentford FC,Chris Hughton,34,Left-Back,Retired,-,out,0,Championship,1993,1993/1994
Brentford FC,Paul Mortimer,25,Midfielder,Crystal Palace,"End of loanJun 1, 1993",out,0,Championship,1993,1993/1994
Sheffield Wednesday,Andy Sinton,27,Left Midfield,QPR,£3.02m,in,3.02,Championship,1993,1993/1994
Sheffield Wednesday,Des Walker,27,Centre-Back,Sampdoria,£2.70m,in,2.7,Championship,1993,1993/1994
Sheffield Wednesday,Andy Pearce,27,Centre-Back,Coventry,£540k,in,0.54,Championship,1993,1993/1994
Sheffield Wednesday,Simon Coleman,25,Defender,Derby,£344k,in,0.344,Championship,1993,1993/1994
Sheffield Wednesday,Nigel Jemson,24,Forward,Grimsby Town,"End of loanMay 31, 1994",in,0,Championship,1993,1993/1994
Sheffield Wednesday,Brian Linighan,19,Centre-Back,Sheff Wed U23,-,in,0,Championship,1993,1993/1994
Sheffield Wednesday,Paul Warhurst,23,Centre-Back,Blackburn,£3.38m,out,3.38,Championship,1993,1993/1994
Sheffield Wednesday,John Harkes,26,Right Midfield,Derby,£1.08m,out,1.08,Championship,1993,1993/1994
Sheffield Wednesday,Peter Shirtliff,32,Centre-Back,Wolves,£258k,out,0.258,Championship,1993,1993/1994
Sheffield Wednesday,Viv Anderson,36,Right-Back,Barnsley FC,?,out,NA,Championship,1993,1993/1994
Sheffield Wednesday,Phil King,25,Left-Back,Notts County,Loan,out,0,Championship,1993,1993/1994
Sheffield Wednesday,Danny Wilson,33,Midfielder,Barnsley FC,?,out,NA,Championship,1993,1993/1994
Sheffield Wednesday,Nigel Jemson,24,Forward,Grimsby Town,Loan,out,0,Championship,1993,1993/1994
Hull City,Chris Hargreaves,21,Midfielder,Grimsby Town,Free Transfer,in,0,Championship,1993,1993/1994
Hull City,Neil Mann,20,Left-Back,Grantham,Free Transfer,in,0,Championship,1993,1993/1994
Hull City,Gareth Williams,26,Midfielder,Barnsley FC,Loan,in,0,Championship,1993,1993/1994
Hull City,Steve Moran,32,Second Striker,Exeter City,?,in,NA,Championship,1993,1993/1994
Hull City,Brian Mitchell,29,Right-Back,Bristol City,?,in,NA,Championship,1993,1993/1994
Hull City,Harry Ngata,21,Midfielder,North Shore United,?,out,NA,Championship,1993,1993/1994
Hull City,Leigh Jenkinson,23,Midfielder,Coventry,?,out,NA,Championship,1993,1993/1994
Hull City,Wayne Jacobs,24,Centre-Back,Rotherham,?,out,NA,Championship,1993,1993/1994
Hull City,Gareth Williams,27,Midfielder,Barnsley FC,"End of loanMay 31, 1994",out,0,Championship,1993,1993/1994
Preston North End,Ian Bryson,31,Central Midfield,Barnsley FC,£58k,in,0.058,Championship,1993,1993/1994
Preston North End,David Moyes,30,Centre-Back,Hamilton Acad.,Free Transfer,in,0,Championship,1993,1993/1994
Preston North End,Stevie Woods,23,Goalkeeper,Clydebank FC,Free Transfer,in,0,Championship,1993,1993/1994
Preston North End,Paul Raynor,27,Midfielder,Cambridge Utd.,£37k,in,0.037,Championship,1993,1993/1994
Preston North End,Steve Welsh,25,Defender,Peterborough,Loan,in,0,Championship,1993,1993/1994
Preston North End,Chris Sulley,33,Left-Back,Port Vale,?,in,NA,Championship,1993,1993/1994
Preston North End,Chris Holland,18,Central Midfield,Newcastle,£107k,out,0.107,Championship,1993,1993/1994
Preston North End,Craig Allardyce,18,Centre-Back,Macclesfield,?,out,NA,Championship,1993,1993/1994
Preston North End,Colin Greenall,29,Defender,Chester City,?,out,NA,Championship,1993,1993/1994
Preston North End,Barry Siddall,38,Goalkeeper,Northwich Victoria,?,out,NA,Championship,1993,1993/1994
Preston North End,Sam Allardyce,38,Centre-Back,Retired,-,out,0,Championship,1993,1993/1994
Blackburn Rovers,Tim Flowers,26,Goalkeeper,Southampton,£3.42m,in,3.42,Championship,1993,1993/1994
Blackburn Rovers,David Batty,25,Defensive Midfield,Leeds,£3.40m,in,3.4,Championship,1993,1993/1994
Blackburn Rovers,Paul Warhurst,23,Centre-Back,Sheff Wed,£3.38m,in,3.38,Championship,1993,1993/1994
Blackburn Rovers,Ian Pearce,19,Centre-Back,Chelsea,£405k,in,0.405,Championship,1993,1993/1994
Blackburn Rovers,Andy Morrison,22,Centre-Back,Plymouth,?,in,NA,Championship,1993,1993/1994
Blackburn Rovers,Kevin Gallacher,26,Right Winger,Coventry,?,in,NA,Championship,1993,1993/1994
Blackburn Rovers,Simon Ireland,22,Midfielder,Mansfield Town,"End of loanMay 31, 1994",in,0,Championship,1993,1993/1994
Blackburn Rovers,Peter Thorne,20,Centre-Forward,Wigan,"End of loanMar 1, 1994",in,0,Championship,1993,1993/1994
Blackburn Rovers,Patrik Andersson,22,Centre-Back,Bor. M'gladbach,£495k,out,0.495,Championship,1993,1993/1994
Blackburn Rovers,Tony Dobson,24,Midfielder,Portsmouth,£169k,out,0.169,Championship,1993,1993/1994
Blackburn Rovers,Gordon Cowans,34,Midfielder,Aston Villa,Free Transfer,out,0,Championship,1993,1993/1994
Blackburn Rovers,Simon Ireland,22,Midfielder,Mansfield Town,Loan,out,0,Championship,1993,1993/1994
Blackburn Rovers,Peter Thorne,20,Centre-Forward,Wigan,Loan,out,0,Championship,1993,1993/1994
Blackburn Rovers,Wayne Burnett,21,Midfielder,Plymouth,?,out,NA,Championship,1993,1993/1994
Blackburn Rovers,Mickey Evans,20,Centre-Forward,Plymouth,"End of loanJun 30, 1993",out,0,Championship,1993,1993/1994
Stoke City,Martin Carruthers,20,Centre-Forward,Aston Villa,£378k,in,0.378,Championship,1993,1993/1994
Stoke City,Graham Potter,18,Midfielder,Birmingham,£85k,in,0.085,Championship,1993,1993/1994
Stoke City,Kenny Lowe,31,Central Midfield,Barnet,Free Transfer,in,0,Championship,1993,1993/1994
Stoke City,Micky Gynn,31,Midfielder,Coventry,?,in,NA,Championship,1993,1993/1994
Stoke City,Gordon Marshall,29,Goalkeeper,Celtic,Loan,in,0,Championship,1993,1993/1994
Stoke City,Tom Cowan,23,Left-Back,Sheffield Utd.,?,in,NA,Championship,1993,1993/1994
Stoke City,Thorvaldur Örlygsson,26,Midfielder,Nottm Forest,?,in,NA,Championship,1993,1993/1994
Stoke City,Mark Walters,29,Left Midfield,Liverpool,Loan,in,0,Championship,1993,1993/1994
Stoke City,Wayne Biggins,32,Centre-Forward,Celtic,?,in,NA,Championship,1993,1993/1994
Stoke City,Paul Macari,16,Forward,Stoke U18,-,in,0,Championship,1993,1993/1994
Stoke City,Mark Stein,27,Centre-Forward,Chelsea,£1.50m,out,1.5,Championship,1993,1993/1994
Stoke City,Kenny Lowe,32,Central Midfield,Birmingham,£77k,out,0.077,Championship,1993,1993/1994
Stoke City,Gary Bannister,33,Centre-Forward,HK Rangers,Free Transfer,out,0,Championship,1993,1993/1994
Stoke City,Peter Fox,36,Goalkeeper,Exeter City,Free Transfer,out,0,Championship,1993,1993/1994
Stoke City,Tom Cowan,24,Left-Back,Sheffield Utd.,?,out,NA,Championship,1993,1993/1994
Stoke City,Ashley Grimes,35,Midfielder,Unknown,?,out,NA,Championship,1993,1993/1994
Stoke City,Gordon Marshall,29,Goalkeeper,Celtic,"End of loanDec 31, 1993",out,0,Championship,1993,1993/1994
Birmingham City,Steve Claridge,27,Centre-Forward,Cambridge Utd.,£473k,in,0.473,Championship,1993,1993/1994
Birmingham City,Ian Bennett,22,Goalkeeper,Peterborough,£450k,in,0.45,Championship,1993,1993/1994
Birmingham City,Danny Wallace,29,Attacking Midfield,Man Utd,£270k,in,0.27,Championship,1993,1993/1994
Birmingham City,Kevin Miller,24,Goalkeeper,Exeter City,£270k,in,0.27,Championship,1993,1993/1994
Birmingham City,Roger Willis,26,Forward,Watford,£163k,in,0.163,Championship,1993,1993/1994
Birmingham City,Dave Barnett,26,Centre-Back,Barnet,£153k,in,0.153,Championship,1993,1993/1994
Birmingham City,Steve McGavin,24,Centre-Forward,Colchester Utd.,£153k,in,0.153,Championship,1993,1993/1994
Birmingham City,Ted McMinn,30,Right Winger,Derby,£126k,in,0.126,Championship,1993,1993/1994
Birmingham City,Kenny Lowe,32,Central Midfield,Stoke City,£77k,in,0.077,Championship,1993,1993/1994
Birmingham City,Liam Daish,25,Centre-Back,Cambridge Utd.,£54k,in,0.054,Championship,1993,1993/1994
Birmingham City,Peter Shearer,26,Central Midfield,Bournemouth,£51k,in,0.051,Championship,1993,1993/1994
Birmingham City,Gary Cooper,28,Left-Back,Peterborough,Free Transfer,in,0,Championship,1993,1993/1994
Birmingham City,Richard Huxford,24,Right-Back,Millwall,Loan,in,0,Championship,1993,1993/1994
Birmingham City,Lyndon Hooper,27,Midfielder,Toronto Bliz.,?,in,NA,Championship,1993,1993/1994
Birmingham City,Carl-Steven Shutt,31,Forward,Leeds,?,in,NA,Championship,1993,1993/1994
Birmingham City,Graham Potter,18,Midfielder,Wycombe,"End of loanDec 19, 1993",in,0,Championship,1993,1993/1994
Birmingham City,John Gayle,29,Forward,Coventry,£108k,out,0.108,Championship,1993,1993/1994
Birmingham City,David Smith,25,Attacking Midfield,West Brom,£99k,out,0.099,Championship,1993,1993/1994
Birmingham City,Graham Potter,18,Midfielder,Stoke City,£85k,out,0.085,Championship,1993,1993/1994
Birmingham City,Chris Swailes,22,Centre-Back,Kettering Town,Free Transfer,out,0,Championship,1993,1993/1994
Birmingham City,Graham Potter,18,Midfielder,Wycombe,Loan,out,0,Championship,1993,1993/1994
Birmingham City,James Quinn,18,Centre-Forward,Blackpool,£36k,out,0.036,Championship,1993,1993/1994
Birmingham City,Paul Holmes,25,Midfielder,Everton,?,out,NA,Championship,1993,1993/1994
Birmingham City,Ted McMinn,31,Right Winger,Burnley,?,out,NA,Championship,1993,1993/1994
Birmingham City,Paul Fitzpatrick,27,Centre-Back,Hamilton Acad.,?,out,NA,Championship,1993,1993/1994
Birmingham City,Carl-Steven Shutt,32,Forward,Man City,?,out,NA,Championship,1993,1993/1994
Birmingham City,Leigh Jenkinson,24,Midfielder,Coventry,"End of loanDec 31, 1993",out,0,Championship,1993,1993/1994
Birmingham City,Richard Huxford,24,Right-Back,Millwall,"End of loanMay 31, 1994",out,0,Championship,1993,1993/1994
Wigan Athletic,Peter Thorne,20,Centre-Forward,Blackburn,Loan,in,0,Championship,1993,1993/1994
Wigan Athletic,Keith Gillespie,18,Central Midfield,Man Utd,Loan,in,0,Championship,1993,1993/1994
Wigan Athletic,Dave McKearney,25,Left-Back,Crewe Alexandra,?,in,NA,Championship,1993,1993/1994
Wigan Athletic,Mick Kennedy,32,Midfielder,Chesterfield FC,?,in,NA,Championship,1993,1993/1994
Wigan Athletic,Matt Carragher,17,Right-Back,Wigan U18,-,in,0,Championship,1993,1993/1994
Wigan Athletic,Allen Tankard,24,Left-Back,Port Vale,£97k,out,0.097,Championship,1993,1993/1994
Wigan Athletic,Joe Parkinson,22,Midfielder,Bournemouth,£47k,out,0.047,Championship,1993,1993/1994
Wigan Athletic,Nigel Adkins,28,Goalkeeper,Bangor City,?,out,NA,Championship,1993,1993/1994
Wigan Athletic,Winston White,34,Right Midfield,Retired,-,out,0,Championship,1993,1993/1994
