"player_id","player_name","games","time","goals","xG","assists","xA","shots","key_passes","yellow_cards","red_cards","position","team_name","npg","npxG","xGChain","xGBuildup","year"
503,"Theo Walcott",17,1423,2,2.14304565824568,3,1.22522454708815,27,15,0,0,"F M","Southampton",2,2.14304565824568,4.51035116612911,1.36743106693029,2020
790,"Nathan Redmond",22,1244,2,2.79147024452686,2,2.37209578976035,30,16,0,0,"F M S","Southampton",2,2.79147024452686,6.6028477717191,2.44161973148584,2020
8239,"Takumi Minamino",6,419,2,1.10012708604336,0,0.468106672167778,9,2,0,0,"F M S","Southampton",2,1.10012708604336,2.49023540318012,0.992264375090599,2020
842,"Oriol Romeu",20,1748,1,0.445827158167958,1,1.5368066392839,14,14,6,0,"M","Southampton",1,0.445827158167958,6.11579409241676,4.9412069991231,2020
6042,"Jan Bednarek",31,2703,1,0.447690349072218,1,1.15994737111032,9,5,3,1,"D","Southampton",1,0.447690349072218,6.96328743547201,6.90877266973257,2020
7701,"Moussa Djenepo",24,1114,1,0.78186272457242,0,0.371093802154064,13,5,4,0,"M S","Southampton",1,0.78186272457242,2.96030027791858,1.89596742205322,2020
635,"Alex McCarthy",25,2250,0,0,0,0,0,0,2,0,"GK","Southampton",0,0,2.534433638677,2.534433638677,2020
831,"Fraser Forster",6,540,0,0,0,0,0,0,0,0,"GK","Southampton",0,0,0.646588861942291,0.646588861942291,2020
835,"Ryan Bertrand",29,2600,0,0.374919967725873,1,1.39529744721949,8,13,5,0,"D","Southampton",0,0.374919967725873,5.3616629075259,4.8138954853639,2020
839,"Shane Long",11,184,0,0.0642247665673494,0,0,2,0,0,0,"F S","Southampton",0,0.0642247665673494,0.08692492172122,0.0660683307796717,2020
885,"Kyle Walker-Peters",23,2054,0,0.506418567150831,1,0.767763739451766,11,12,4,0,"D","Southampton",0,0.506418567150831,6.05055422708392,5.09242786094546,2020
1735,"Jack Stephens",13,1094,0,0.732102520763874,0,0.405114024877548,4,4,2,0,"D M S","Southampton",0,0.732102520763874,1.78344364650548,1.45375886745751,2020
6504,"Michael Obafemi",1,12,0,0,0,0,0,0,0,0,"S","Southampton",0,0,0.0671303123235703,0.0671303123235703,2020
6736,"Ibrahima Diallo",16,821,0,0.489056203514338,0,0.172716734930873,4,6,2,0,"M S","Southampton",0,0.489056203514338,2.53815551847219,2.39112354442477,2020
6923,"Mohammed Salisu",6,358,0,0.0492183342576027,0,0.0502200834453106,2,1,0,0,"D S","Southampton",0,0.0492183342576027,0.851876746863127,0.801656663417816,2020
7280,"Yan Valery",3,95,0,0.292913712561131,0,0.0916099846363068,2,1,0,0,"D S","Southampton",0,0.292913712561131,0.470328062772751,0.177414357662201,2020
7326,"Kayne Ramsay",1,90,0,0,0,0,0,0,1,0,"D","Southampton",0,0,0.0165767464786768,0.0165767464786768,2020
7983,"Daniel N&#039;Lundulu",12,81,0,0.0264672767370939,0,0.0303087960928679,1,1,0,0,"S","Southampton",0,0.0264672767370939,0.0567760728299618,0.0264672767370939,2020
8224,"William Smallbone",3,174,0,0.0460923835635185,0,0,1,0,0,0,"M S","Southampton",0,0.0460923835635185,0.186614390462637,0.140521999448538,2020
8456,"Nathan Tella",12,439,0,0.773589678108692,0,0,9,0,2,0,"F M S","Southampton",0,0.773589678108692,0.979707475751638,0.287696089595556,2020
8493,"Jake Vokins",1,69,0,0,0,0.0370409600436687,0,1,0,0,"D","Southampton",0,0,0.172543928027153,0.135502979159355,2020
8511,"Alexandre Jankewitz",2,2,0,0,0,0,0,0,0,1,"M S","Southampton",0,0,0.0920088216662407,0.0920088216662407,2020
9256,"Caleb Watts",3,30,0,0,0,0,0,0,1,0,"S","Southampton",0,0,0,0,2020
9257,"Allan Tchaptchet",1,10,0,0,0,0,0,0,0,0,"S","Southampton",0,0,0,0,2020
755,"Jamie Vardy",27,2230,12,16.0955020524561,7,4.26262461580336,64,22,1,0,"F S","Leicester",6,10.7673202119768,15.0506333038211,1.36875818669796,2020
6681,"Harvey Barnes",25,1954,9,6.69731991924345,4,1.77168802730739,56,26,0,0,"F M S","Leicester",9,6.69731991924345,8.89377441070974,1.59484052844346,2020
620,"Kelechi Iheanacho",18,884,8,5.73982017207891,0,1.97135409340262,33,15,0,0,"F S","Leicester",8,4.97865133453161,7.92180505767465,1.42971420288086,2020
6818,"James Maddison",24,1659,8,3.07806510664523,5,3.96022696793079,56,41,4,0,"M S","Leicester",8,3.07806510664523,8.43124086037278,4.4659122414887,2020
5956,"Youri Tielemans",31,2729,6,3.6737899268046,3,2.18646078743041,37,32,6,0,"M S","Leicester",4,2.15145231131464,13.9343160167336,10.5623726211488,2020
770,"Ayoze Pérez",18,1061,2,2.80531542003155,0,1.0634420402348,23,18,1,0,"F M S","Leicester",2,2.80531542003155,8.30594104528427,5.77234496735036,2020
7753,"James Justin",23,2070,2,1.5174830891192,1,2.05913627147675,9,19,4,0,"D","Leicester",2,1.5174830891192,7.6656638532877,5.50503611937165,2020
759,"Daniel Amartey",12,714,1,0.542172275483608,0,0,3,0,2,0,"D S","Leicester",1,0.542172275483608,2.53173326700926,2.45687621086836,2020
1234,"Dennis Praet",14,727,1,0.438968420028687,1,1.21585632115602,8,7,0,0,"M S","Leicester",1,0.438968420028687,2.11191887967288,1.291694002226,2020
5545,"Wilfred Ndidi",19,1577,1,0.395971954800189,3,0.961789303459227,11,12,5,0,"D M S","Leicester",1,0.395971954800189,7.17686494626105,6.16468617506325,2020
6157,"Timothy Castagne",20,1719,1,0.863203071057796,2,1.42230888456106,5,14,1,0,"D M","Leicester",1,0.863203071057796,5.69813943840563,4.29707830026746,2020
745,"Kasper Schmeichel",31,2790,0,0,0,0,0,0,0,0,"GK","Leicester",0,0,3.09018526878208,3.09018526878208,2020
748,"Wes Morgan",3,13,0,0,0,0,0,0,0,0,"S","Leicester",0,0,0.144612669944763,0.144612669944763,2020
749,"Christian Fuchs",9,703,0,0.0737314745783806,0,0.0130155831575394,4,1,4,0,"D S","Leicester",0,0.0737314745783806,2.72385110333562,2.66554918885231,2020
753,"Marc Albrighton",24,1338,0,1.12095766887069,4,2.94064799509943,18,27,2,0,"D M S","Leicester",0,1.12095766887069,6.38370303623378,3.86339054629207,2020
762,"Demarai Gray",1,17,0,0.0579720586538315,0,0,1,0,0,0,"S","Leicester",0,0.0579720586538315,0.0270334370434284,0.0270334370434284,2020
807,"Jonny Evans",25,2213,0,1.00289275776595,1,0.197473539039493,6,6,7,0,"D","Leicester",0,1.00289275776595,5.61642000451684,5.54681074991822,2020
1682,"Islam Slimani",1,17,0,0.100369192659855,0,0.076834462583065,1,1,0,0,"S","Leicester",0,0.100369192659855,0.17720365524292,0,2020
1785,"Nampalys Mendy",21,1381,0,0.0570374820381403,1,0.160044573247433,3,4,5,0,"M S","Leicester",0,0.0570374820381403,3.3009577523917,3.16052969917655,2020
3303,"Ricardo Pereira",12,837,0,0.363393783569336,1,0.438806667923927,7,8,2,0,"D M S","Leicester",0,0.363393783569336,3.8754362873733,3.20639172568917,2020
5264,"Caglar Söyüncü",16,1172,0,0.19939973205328,0,0.281567880883813,6,5,2,0,"D S","Leicester",0,0.19939973205328,4.60468042269349,4.60468042269349,2020
6162,"Cengiz Ünder",9,259,0,0.252603205852211,2,1.66403422877192,9,6,0,0,"M S","Leicester",0,0.252603205852211,2.68869311083108,1.02270390093327,2020
6418,"Hamza Choudhury",9,303,0,0.447797831147909,0,0,4,0,1,0,"M S","Leicester",0,0.447797831147909,2.32785899192095,1.94566759467125,2020
7589,"Wesley Fofana",21,1781,0,1.05739996954799,0,0.230988590046763,9,5,6,0,"D S","Leicester",0,1.05739996954799,4.98456390760839,4.94143217615783,2020
8562,"Luke Thomas",7,458,0,0.0956364087760448,0,0.0813917219638824,2,2,2,0,"D S","Leicester",0,0.0956364087760448,0.259237341582775,0.148285135626793,2020
9311,"Thakgalo Leshabela",1,8,0,0,0,0,0,0,0,0,"S","Leicester",0,0,1.00246572494507,1.00246572494507,2020
9395,"Sidnei Tavares",2,84,0,0.0207984540611506,0,0,1,0,0,0,"M S","Leicester",0,0.0207984540611506,0.0207984540611506,0,2020
7153,"Matheus Pereira",27,2069,8,5.46165576018393,5,4.95154658704996,48,45,2,1,"M S","West Bromwich Albion",5,3.17814917489886,8.09727662615478,2.52800369262695,2020
4476,"Callum Robinson",23,1322,5,2.61764574609697,0,0.988487705588341,24,15,0,0,"F M S","West Bromwich Albion",5,2.61764574609697,4.51111564598978,1.52401296794415,2020
964,"Kyle Bartley",23,1951,3,2.47192140668631,1,0.708022963255644,11,6,3,0,"D S","West Bromwich Albion",3,2.47192140668631,2.4222861174494,1.49934011138976,2020
1737,"Matt Phillips",26,1294,2,2.73978493642062,1,1.99133786000311,18,19,1,0,"M S","West Bromwich Albion",2,2.73978493642062,4.82011316437274,1.56976521387696,2020
4490,"Semi Ajayi",26,2191,2,0.851740088313818,0,0.135619331151247,7,3,3,1,"D S","West Bromwich Albion",2,0.851740088313818,2.45917371287942,1.95486994460225,2020
9040,"Conor Gallagher",24,1989,2,1.07014358043671,2,1.17123477719724,26,16,8,0,"M S","West Bromwich Albion",2,1.07014358043671,3.94811409339309,2.48554229736328,2020
9290,"Mbaye Diagne",11,904,2,4.88224146515131,2,0.966463284566998,21,9,2,0,"F S","West Bromwich Albion",2,4.88224146515131,7.19235921651125,1.60329620540142,2020
4391,"Darnell Furlong",28,2296,1,1.21087198890746,3,2.01357727870345,19,14,4,0,"D M S","West Bromwich Albion",1,1.21087198890746,4.6161736920476,2.81011106073856,2020
6651,"Grady Diangana",16,1104,1,0.980926312506199,0,0.0904112290591002,12,4,0,0,"F M S","West Bromwich Albion",1,0.980926312506199,1.44073858484626,0.621117269620299,2020
7390,"Karlan Grant",17,1114,1,1.69424052163959,0,0.149186473339796,16,2,1,0,"F M S","West Bromwich Albion",1,1.69424052163959,1.81000655051321,0.505270667374134,2020
545,"Kieran Gibbs",10,808,0,0.0619419403374195,0,0.406205959618092,1,4,0,1,"D S","West Bromwich Albion",0,0.0619419403374195,0.893474910408258,0.812916703522205,2020
682,"Branislav Ivanovic",13,761,0,0.459470815956593,0,0.0489294975996017,4,1,2,0,"D S","West Bromwich Albion",0,0.459470815956593,0.349197341129184,0.349197341129184,2020
848,"Charlie Austin",5,126,0,0.412962645292282,0,0,3,0,0,0,"S","West Bromwich Albion",0,0.412962645292282,0.412962645292282,0,2020
978,"Sam Johnstone",30,2700,0,0,1,0.110116980969906,0,1,0,0,"GK","West Bromwich Albion",0,0,1.04664443060756,0.936527449637651,2020
1013,"Sam Field",3,56,0,0,0,0,0,0,0,0,"S","West Bromwich Albion",0,0,0,0,2020
1689,"Jake Livermore",17,1237,0,0.281537119299173,0,0.175723245367408,5,5,2,1,"M S","West Bromwich Albion",0,0.281537119299173,1.87570575252175,1.56472762487829,2020
1691,"Robert Snodgrass",8,530,0,0.206367384642363,0,0.540032532066107,4,3,2,0,"M S","West Bromwich Albion",0,0.206367384642363,0.814837571233511,0.150253375992179,2020
1738,"Hal Robson-Kanu",14,256,0,0.118392858654261,0,0.134011149406433,4,2,1,0,"S","West Bromwich Albion",0,0.118392858654261,0.38915516063571,0.165513951331377,2020
1750,"Ainsley Maitland-Niles",9,810,0,0.46147583052516,0,0.634458176791668,5,2,1,0,"M","West Bromwich Albion",0,0.46147583052516,3.09236520528793,2.66105058789253,2020
3231,"Kamil Grosicki",3,151,0,0.109249077737331,1,0.566355854272842,3,3,0,0,"M S","West Bromwich Albion",0,0.109249077737331,0.165013462305069,0.0179620739072561,2020
3979,"Ahmed Hegazy",1,90,0,0,0,0,0,0,0,0,"D","West Bromwich Albion",0,0,0.184028148651123,0.184028148651123,2020
5562,"Rekeem Harper",2,27,0,0.0295953508466482,0,0,1,0,0,0,"S","West Bromwich Albion",0,0.0295953508466482,0.0382114611566067,0.00861611030995846,2020
6822,"Lee Peltier",4,230,0,0,0,0.0223217345774174,0,1,1,0,"D S","West Bromwich Albion",0,0,0.178315822035074,0.155994087457657,2020
6843,"David Button",1,90,0,0,0,0,0,0,0,0,"GK","West Bromwich Albion",0,0,0,0,2020
6932,"Okay Yokuslu",9,710,0,0.399639675393701,1,0.442520586773753,9,6,1,0,"M S","West Bromwich Albion",0,0.399639675393701,2.08029835484922,1.66443421505392,2020
8756,"Dara O&#039;Shea",24,1913,0,0.0642527882009745,0,0.119291768409312,3,5,3,0,"D S","West Bromwich Albion",0,0.0642527882009745,1.81522720959038,1.75536286085844,2020
8757,"Romaine Sawyers",19,1495,0,0.149906346574426,0,0.682290121912956,4,6,3,0,"M S","West Bromwich Albion",0,0.149906346574426,1.84324454516172,1.18651317059994,2020
8758,"Kyle Edwards",5,110,0,0.118815787136555,0,0.0213788375258446,2,1,0,0,"M S","West Bromwich Albion",0,0.118815787136555,0.192282140254974,0.0520875193178654,2020
8905,"Conor Townsend",18,1607,0,0.672252179123461,0,1.60784995928407,8,16,0,0,"D M","West Bromwich Albion",0,0.672252179123461,4.22177241742611,2.64549454301596,2020
8966,"Filip Krovinovic",11,537,0,0.215681890025735,0,0.171874806284904,8,5,0,0,"M S","West Bromwich Albion",0,0.215681890025735,0.695809597149491,0.477455567568541,2020
522,"Wilfried Zaha",23,1985,9,7.46918119490147,2,2.76324893720448,48,21,4,0,"F M S","Crystal Palace",7,5.94684353470802,10.9704821407795,2.95242256484926,2020
606,"Christian Benteke",24,1325,6,5.11979270167649,1,0.630836433731019,46,12,0,1,"F S","Crystal Palace",6,5.11979270167649,6.29791943542659,2.50469121988863,2020
8706,"Eberechi Eze",29,2120,3,1.8093221578747,3,2.40698834974319,26,30,3,0,"M S","Crystal Palace",3,1.8093221578747,6.22484807297587,3.59451993554831,2020
757,"Jeffrey Schlupp",20,1088,2,1.82677965983748,3,2.13003601133823,14,15,2,0,"M S","Crystal Palace",2,1.82677965983748,4.18369531817734,3.02640231139958,2020
1678,"Michy Batshuayi",17,690,2,1.36314516421407,1,1.65472125262022,12,9,0,0,"F S","Crystal Palace",2,1.36314516421407,3.70800687372684,1.47573206759989,2020
6027,"Jairo Riedewald",27,1454,2,0.502485677599907,0,0.846568753942847,6,9,2,0,"M S","Crystal Palace",2,0.502485677599907,3.44261044450104,2.29877932183444,2020
512,"Scott Dann",12,1080,1,0.548288747668266,0,0.0176128353923559,4,1,1,0,"D","Crystal Palace",1,0.548288747668266,1.14206521492451,1.12445237766951,2020
532,"Cheikhou Kouyaté",29,2496,1,0.823928102850914,0,0.763953501358628,7,6,1,0,"D M S","Crystal Palace",1,0.823928102850914,4.07728763855994,3.86346370913088,2020
672,"Jordan Ayew",27,1823,1,1.88027041219175,3,0.753824648447335,22,12,2,0,"F M S","Crystal Palace",1,1.88027041219175,4.60848666541278,2.65057421568781,2020
699,"Gary Cahill",16,1440,1,0.229312255978584,0,0.300068631768227,4,3,3,0,"D","Crystal Palace",1,0.229312255978584,1.49987505190074,1.49987505190074,2020
775,"Andros Townsend",28,1817,1,1.80894334614277,4,2.95615892112255,24,29,0,0,"F M S","Crystal Palace",1,1.80894334614277,6.35392598807812,3.50885927677155,2020
5549,"Luka Milivojevic",27,2042,1,1.29210967151448,1,1.50117087550461,14,15,7,1,"M S","Crystal Palace",0,0.530940833967179,5.51972887432203,4.90771450474858,2020
5735,"Jean-Philippe Mateta",5,180,1,0.325430884957314,0,0.0162953287363052,4,1,0,0,"F S","Crystal Palace",1,0.325430884957314,0.397356502711773,0.136050835251808,2020
485,"Mamadou Sakho",4,274,0,0.0188349187374115,0,0,1,0,0,0,"D S","Crystal Palace",0,0.0188349187374115,0.514052927494049,0.514052927494049,2020
510,"Joel Ward",19,1622,0,0.0120350429788232,1,0.435604154132307,1,6,3,0,"D S","Crystal Palace",0,0.0120350429788232,2.35401540435851,2.16685959137976,2020
530,"James Tomkins",5,385,0,0.0613193921744823,0,0,1,0,1,0,"D S","Crystal Palace",0,0.0613193921744823,0.258105851709843,0.258105851709843,2020
589,"James McCarthy",12,579,0,0.0122776757925749,0,0.0952943544834852,1,2,1,0,"M S","Crystal Palace",0,0.0122776757925749,0.903465766459703,0.903465766459703,2020
603,"Nathaniel Clyne",13,1151,0,0.122933940961957,1,0.222484923899174,4,4,2,0,"D","Crystal Palace",0,0.122933940961957,1.89696388877928,1.7311625815928,2020
633,"James McArthur",18,1482,0,0.282254314981401,2,1.52037073299289,6,15,3,0,"M S","Crystal Palace",0,0.282254314981401,3.24560363218188,2.25738313607872,2020
730,"Patrick van Aanholt",20,1684,0,1.39833849668503,1,0.649572467431426,18,12,2,0,"D M S","Crystal Palace",0,1.39833849668503,4.76633208245039,3.31107587367296,2020
2190,"Vicente Guaita",31,2790,0,0,0,0,0,0,2,0,"GK","Crystal Palace",0,0,1.37466544285417,1.37466544285417,2020
8214,"Tyrick Mitchell",13,1170,0,0.110925771296024,0,0.127602100372314,1,2,1,0,"D","Crystal Palace",0,0.110925771296024,2.22434547916055,2.07843584194779,2020
702,"Tammy Abraham",20,1012,6,5.4858121201396,1,0.721487460657954,31,9,0,0,"F S","Chelsea",6,5.4858121201396,7.1810497995466,2.10554618574679,2020
1389,"Jorginho",22,1581,6,6.21152184065431,1,1.26815719902515,13,17,0,0,"M S","Chelsea",0,0.122245329432189,8.760558267124,8.42668142635375,2020
7768,"Mason Mount",30,2364,6,5.25850136764348,4,7.46773738227785,65,73,2,0,"F M S","Chelsea",5,4.49733254127204,15.7746907146648,9.44602004718035,2020
65,"Timo Werner",29,2136,5,11.1644851509482,6,4.76972942054272,63,26,0,0,"F M S","Chelsea",5,11.1644851509482,16.5705138891935,4.60074173752218,2020
935,"Kurt Zouma",19,1710,5,3.03324155882001,0,0.0618812423199415,22,3,1,0,"D","Chelsea",5,3.03324155882001,5.50407284591347,5.49280217383057,2020
502,"Olivier Giroud",14,714,4,4.44568606838584,0,1.17579912766814,24,6,1,0,"F S","Chelsea",4,4.44568606838584,4.55851951986551,1.49200478754938,2020
2662,"Christian Pulisic",21,1214,4,5.26262300461531,1,2.03494166024029,31,19,2,0,"F M S","Chelsea",4,5.26262300461531,10.455024573952,4.77187007758766,2020
782,"Ben Chilwell",22,1854,2,2.01782818697393,4,1.6869261674583,22,22,3,0,"D M","Chelsea",2,2.01782818697393,8.74538303166628,7.1550114788115,2020
3288,"Thiago Silva",18,1488,2,1.10987348482013,0,0.248741406947374,9,4,3,1,"D","Chelsea",2,1.10987348482013,5.64161646924913,5.43567782826722,2020
5220,"Kai Havertz",23,1276,2,3.69312016479671,3,1.44061117153615,23,16,2,0,"F M S","Chelsea",2,3.69312016479671,8.01086783129722,4.68830493278801,2020
6456,"Callum Hudson-Odoi",20,973,2,1.34344545379281,3,2.91853362321854,22,28,0,0,"D F M S","Chelsea",2,1.34344545379281,7.36325376480818,5.18870877940208,2020
681,"César Azpilicueta",21,1753,1,0.480874344706535,1,1.54883089009672,10,20,4,0,"D S","Chelsea",1,0.480874344706535,11.1367947980762,9.86605882272124,2020
1621,"Marcos Alonso",10,795,1,1.48675616830587,0,1.53518441179767,18,12,2,0,"D S","Chelsea",1,1.48675616830587,4.23023544624448,2.37062745541334,2020
