,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
36,36,Jan Morávek,€ 0,€ 0,€ 0,M,26,Czech Republic,Augsburg,Bundesliga,2016-2017
0,0,Kevin Volland,"€ 91,712","€ 4,769,000","€ 4,946,683",F,23,Germany,Bayer Leverkusen,Bundesliga,2016-2017
1,1,Lars Bender,"€ 73,692","€ 3,832,000","€ 3,974,772",M,27,Germany,Bayer Leverkusen,Bundesliga,2016-2017
2,2,Stefan Kießling,"€ 73,692","€ 3,832,000","€ 3,974,772",F,32,Germany,Bayer Leverkusen,Bundesliga,2016-2017
3,3,Karim Bellarabi,"€ 73,615","€ 3,828,000","€ 3,970,623",F,26,Germany,Bayer Leverkusen,Bundesliga,2016-2017
4,4,Bernd Leno,"€ 64,192","€ 3,338,000","€ 3,462,367",K,24,Germany,Bayer Leverkusen,Bundesliga,2016-2017
5,5,Kyriakos Papadopoulos,"€ 55,212","€ 2,871,000","€ 2,977,968",D,24,Greece,Bayer Leverkusen,Bundesliga,2016-2017
6,6,Aleksandar Dragovic,"€ 55,212","€ 2,871,000","€ 2,977,968",D,25,Austria,Bayer Leverkusen,Bundesliga,2016-2017
7,7,Charles Aránguiz,"€ 54,558","€ 2,837,000","€ 2,942,701",M,27,Chile,Bayer Leverkusen,Bundesliga,2016-2017
8,8,Ömer Toprak,"€ 45,846","€ 2,384,000","€ 2,472,823",D,26,Turkey,Bayer Leverkusen,Bundesliga,2016-2017
9,9,Kevin Kampl,"€ 45,846","€ 2,384,000","€ 2,472,823",M,25,Slovenia,Bayer Leverkusen,Bundesliga,2016-2017
10,10,Leon Bailey,"€ 36,846","€ 1,916,000","€ 1,987,386",F,18,Jamaica,Bayer Leverkusen,Bundesliga,2016-2017
11,11,Wendell,"€ 36,808","€ 1,914,000","€ 1,985,312",D,22,Brazil,Bayer Leverkusen,Bundesliga,2016-2017
12,12,Admir Mehmedi,"€ 36,692","€ 1,908,000","€ 1,979,088",F,25,Switzerland,Bayer Leverkusen,Bundesliga,2016-2017
13,13,Julian Baumgartlinger,"€ 36,692","€ 1,908,000","€ 1,979,088",M,28,Austria,Bayer Leverkusen,Bundesliga,2016-2017
14,14,André Ramalho,"€ 27,615","€ 1,436,000","€ 1,489,502",D,24,Brazil,Bayer Leverkusen,Bundesliga,2016-2017
15,15,Tin Jedvaj,"€ 27,519","€ 1,431,000","€ 1,484,316",D,20,Croatia,Bayer Leverkusen,Bundesliga,2016-2017
16,16,Jonathan Tah,"€ 22,096","€ 1,149,000","€ 1,191,809",D,20,Germany,Bayer Leverkusen,Bundesliga,2016-2017
17,17,Roberto Hilbert,"€ 21,462","€ 1,116,000","€ 1,157,580",D,31,Germany,Bayer Leverkusen,Bundesliga,2016-2017
18,18,Julian Brandt,"€ 18,346","€ 954,000","€ 989,544",F,20,Germany,Bayer Leverkusen,Bundesliga,2016-2017
19,19,Ramazan Özcan,"€ 14,346","€ 746,000","€ 773,794",K,32,Austria,Bayer Leverkusen,Bundesliga,2016-2017
20,20,Joel Pohjanpalo,"€ 12,846","€ 668,000","€ 692,888",F,21,Finland,Bayer Leverkusen,Bundesliga,2016-2017
21,21,Danny da Costa,"€ 12,846","€ 668,000","€ 692,888",D,22,Germany,Bayer Leverkusen,Bundesliga,2016-2017
22,22,Vladlen Yurchenko,"€ 9,173","€ 477,000","€ 494,772",M,22,Ukraine,Bayer Leverkusen,Bundesliga,2016-2017
23,23,Kai Havertz,"€ 4,308","€ 224,000","€ 232,346",M,17,Germany,Bayer Leverkusen,Bundesliga,2016-2017
24,24,Benjamin Henrichs,"€ 4,308","€ 224,000","€ 232,346",D,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
25,25,Niklas Lomb,"€ 2,385","€ 124,000","€ 128,620",K,22,Germany,Bayer Leverkusen,Bundesliga,2016-2017
26,26,Atakan Akkaynak,"€ 1,904","€ 99,000","€ 102,689",M,17,Germany,Bayer Leverkusen,Bundesliga,2016-2017
27,27,Joel Abu Hanna,"€ 1,904","€ 99,000","€ 102,689",D,18,Germany,Bayer Leverkusen,Bundesliga,2016-2017
28,28,Paterson Chato,€ 0,€ 0,€ 0,M,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
29,29,Patrik Dzalto,€ 0,€ 0,€ 0,F,19,Croatia,Bayer Leverkusen,Bundesliga,2016-2017
30,30,Chicharito,€ 0,€ 0,€ 0,F,28,Mexico,Bayer Leverkusen,Bundesliga,2016-2017
31,31,Robbie Kruse,€ 0,€ 0,€ 0,F,27,Australia,Bayer Leverkusen,Bundesliga,2016-2017
32,32,Hakan Calhanoglu,€ 0,€ 0,€ 0,F,22,Turkey,Bayer Leverkusen,Bundesliga,2016-2017
33,33,Robin Becker,€ 0,€ 0,€ 0,D,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
34,34,Seung-uh Ryu,€ 0,€ 0,€ 0,M,22,South Korea,Bayer Leverkusen,Bundesliga,2016-2017
35,35,Andrejs Ciganiks,€ 0,€ 0,€ 0,F,19,Latvia,Bayer Leverkusen,Bundesliga,2016-2017
36,36,Lukas Boeder,€ 0,€ 0,€ 0,D,19,Germany,Bayer Leverkusen,Bundesliga,2016-2017
37,37,Marc Brasnic,€ 0,€ 0,€ 0,F,19,Croatia,Bayer Leverkusen,Bundesliga,2016-2017
38,38,Marlon Frey,€ 0,€ 0,€ 0,M,20,Germany,Bayer Leverkusen,Bundesliga,2016-2017
0,0,Manuel Neuer,"€ 276,077","€ 14,356,000","€ 14,890,875",K,30,Germany,Bayern Munich,Bundesliga,2016-2017
1,1,Thomas Müller,"€ 275,154","€ 14,308,000","€ 14,841,087",F,26,Germany,Bayern Munich,Bundesliga,2016-2017
2,2,Robert Lewandowski,"€ 275,154","€ 14,308,000","€ 14,841,087",F,27,Poland,Bayern Munich,Bundesliga,2016-2017
3,3,Jérôme Boateng,"€ 220,115","€ 11,446,000","€ 11,872,454",D,27,Germany,Bayern Munich,Bundesliga,2016-2017
4,4,Franck Ribéry,"€ 220,115","€ 11,446,000","€ 11,872,454",F,33,France,Bayern Munich,Bundesliga,2016-2017
5,5,Arturo Vidal,"€ 217,250","€ 11,297,000","€ 11,717,903",M,29,Chile,Bayern Munich,Bundesliga,2016-2017
6,6,Xabi Alonso,"€ 184,058","€ 9,571,000","€ 9,927,596",M,34,Spain,Bayern Munich,Bundesliga,2016-2017
7,7,David Alaba,"€ 183,423","€ 9,538,000","€ 9,893,366",D,24,Austria,Bayern Munich,Bundesliga,2016-2017
8,8,Philipp Lahm,"€ 183,423","€ 9,538,000","€ 9,893,366",D,32,Germany,Bayern Munich,Bundesliga,2016-2017
9,9,Mats Hummels,"€ 183,423","€ 9,538,000","€ 9,893,366",D,27,Germany,Bayern Munich,Bundesliga,2016-2017
10,10,Thiago,"€ 165,654","€ 8,614,000","€ 8,934,940",M,25,Spain,Bayern Munich,Bundesliga,2016-2017
11,11,Arjen Robben,"€ 128,404","€ 6,677,000","€ 6,925,771",F,32,Netherlands,Bayern Munich,Bundesliga,2016-2017
12,12,Douglas Costa,"€ 110,442","€ 5,743,000","€ 5,956,972",F,25,Brazil,Bayern Munich,Bundesliga,2016-2017
13,13,Javi Martínez,"€ 110,058","€ 5,723,000","€ 5,936,227",M,27,Spain,Bayern Munich,Bundesliga,2016-2017
14,14,Rafinha,"€ 91,712","€ 4,769,000","€ 4,946,683",D,30,Brazil,Bayern Munich,Bundesliga,2016-2017
15,15,Holger Badstuber,"€ 73,365","€ 3,815,000","€ 3,957,139",D,27,Germany,Bayern Munich,Bundesliga,2016-2017
16,16,Juan Bernat,"€ 46,019","€ 2,393,000","€ 2,482,158",D,23,Spain,Bayern Munich,Bundesliga,2016-2017
17,17,Sven Ulreich,"€ 46,019","€ 2,393,000","€ 2,482,158",K,27,Germany,Bayern Munich,Bundesliga,2016-2017
18,18,Joshua Kimmich,"€ 27,615","€ 1,436,000","€ 1,489,502",D,21,Germany,Bayern Munich,Bundesliga,2016-2017
19,19,Renato Sanches,"€ 27,615","€ 1,436,000","€ 1,489,502",M,18,Portugal,Bayern Munich,Bundesliga,2016-2017
20,20,Tom Starke,"€ 27,519","€ 1,431,000","€ 1,484,316",K,35,Germany,Bayern Munich,Bundesliga,2016-2017
21,21,Kingsley Coman,"€ 25,827","€ 1,343,000","€ 1,393,037",F,20,France,Bayern Munich,Bundesliga,2016-2017
22,22,Nicolas Feldhahn,"€ 2,154","€ 112,000","€ 116,173",D,29,Germany,Bayern Munich,Bundesliga,2016-2017
23,23,Erdal Öztürk,"€ 1,231","€ 64,000","€ 66,385",M,20,Turkey,Bayern Munich,Bundesliga,2016-2017
24,24,Fabian Benko,"€ 1,154","€ 60,000","€ 62,235",M,18,Croatia,Bayern Munich,Bundesliga,2016-2017
25,25,Niklas Dorsch,"€ 1,154","€ 60,000","€ 62,235",M,18,Germany,Bayern Munich,Bundesliga,2016-2017
26,26,Leo Weinkauf,€ 769,"€ 40,000","€ 41,490",K,19,Germany,Bayern Munich,Bundesliga,2016-2017
27,27,Raphael Obermair,€ 577,"€ 30,000","€ 31,118",M,20,Germany,Bayern Munich,Bundesliga,2016-2017
28,28,Marco Friedl,€ 481,"€ 25,000","€ 25,931",D,18,Austria,Bayern Munich,Bundesliga,2016-2017
29,29,Julian Green,€ 0,€ 0,€ 0,M,21,United States,Bayern Munich,Bundesliga,2016-2017
30,30,Gianluca Gaudino,€ 0,€ 0,€ 0,M,19,Germany,Bayern Munich,Bundesliga,2016-2017
31,31,Medhi Benatia,€ 0,€ 0,€ 0,D,29,Morocco,Bayern Munich,Bundesliga,2016-2017
32,32,Felix Götze,€ 0,€ 0,€ 0,M,18,Germany,Bayern Munich,Bundesliga,2016-2017
0,0,Marco Reus,"€ 183,423","€ 9,538,000","€ 9,893,366",M,27,Germany,Borussia Dortmund,Bundesliga,2016-2017
1,1,Mario Götze,"€ 147,250","€ 7,657,000","€ 7,942,284",M,24,Germany,Borussia Dortmund,Bundesliga,2016-2017
2,2,André Schürrle,"€ 110,442","€ 5,743,000","€ 5,956,972",F,25,Germany,Borussia Dortmund,Bundesliga,2016-2017
3,3,Pierre-Emerick Aubameyang,"€ 91,712","€ 4,769,000","€ 4,946,683",F,27,Gabon,Borussia Dortmund,Bundesliga,2016-2017
4,4,Marc Bartra,"€ 82,827","€ 4,307,000","€ 4,467,470",D,25,Spain,Borussia Dortmund,Bundesliga,2016-2017
5,5,Shinji Kagawa,"€ 73,615","€ 3,828,000","€ 3,970,623",M,27,Japan,Borussia Dortmund,Bundesliga,2016-2017
6,6,Julian Weigl,"€ 73,365","€ 3,815,000","€ 3,957,139",M,20,Germany,Borussia Dortmund,Bundesliga,2016-2017
7,7,Gonzalo Castro,"€ 64,192","€ 3,338,000","€ 3,462,367",M,29,Germany,Borussia Dortmund,Bundesliga,2016-2017
8,8,Nuri Sahin,"€ 55,212","€ 2,871,000","€ 2,977,968",M,27,Turkey,Borussia Dortmund,Bundesliga,2016-2017
9,9,Ousmane Dembélé,"€ 55,212","€ 2,871,000","€ 2,977,968",F,19,France,Borussia Dortmund,Bundesliga,2016-2017
10,10,Roman Weidenfeller,"€ 55,019","€ 2,861,000","€ 2,967,595",K,35,Germany,Borussia Dortmund,Bundesliga,2016-2017
11,11,Sebastian Rode,"€ 55,019","€ 2,861,000","€ 2,967,595",M,25,Germany,Borussia Dortmund,Bundesliga,2016-2017
12,12,Sven Bender,"€ 54,558","€ 2,837,000","€ 2,942,701",D,27,Germany,Borussia Dortmund,Bundesliga,2016-2017
13,13,Marcel Schmelzer,"€ 46,019","€ 2,393,000","€ 2,482,158",D,28,Germany,Borussia Dortmund,Bundesliga,2016-2017
14,14,Roman Bürki,"€ 46,019","€ 2,393,000","€ 2,482,158",K,25,Switzerland,Borussia Dortmund,Bundesliga,2016-2017
15,15,Neven Subotic,"€ 36,808","€ 1,914,000","€ 1,985,312",D,27,Germany,Borussia Dortmund,Bundesliga,2016-2017
16,16,Matthias Ginter,"€ 36,808","€ 1,914,000","€ 1,985,312",D,22,Germany,Borussia Dortmund,Bundesliga,2016-2017
17,17,Lukasz Piszczek,"€ 36,692","€ 1,908,000","€ 1,979,088",D,31,Poland,Borussia Dortmund,Bundesliga,2016-2017
18,18,Raphaël Guerreiro,"€ 36,365","€ 1,891,000","€ 1,961,455",M,22,Portugal,Borussia Dortmund,Bundesliga,2016-2017
19,19,Erik Durm,"€ 27,519","€ 1,431,000","€ 1,484,316",D,24,Germany,Borussia Dortmund,Bundesliga,2016-2017
20,20,Christian Pulisic,"€ 27,519","€ 1,431,000","€ 1,484,316",F,17,United States,Borussia Dortmund,Bundesliga,2016-2017
21,21,Emre Mor,"€ 19,154","€ 996,000","€ 1,033,109",F,18,Turkey,Borussia Dortmund,Bundesliga,2016-2017
22,22,Mikel Merino,"€ 9,558","€ 497,000","€ 515,517",M,20,Spain,Borussia Dortmund,Bundesliga,2016-2017
23,23,Felix Passlack,"€ 4,308","€ 224,000","€ 232,346",D,18,Germany,Borussia Dortmund,Bundesliga,2016-2017
24,24,Hendrik Bonmann,"€ 2,865","€ 149,000","€ 154,551",K,22,Germany,Borussia Dortmund,Bundesliga,2016-2017
25,25,Dzenis Burnic,€ 385,"€ 20,000","€ 20,745",M,18,Germany,Borussia Dortmund,Bundesliga,2016-2017
26,26,Alexander Isak,€ 58,"€ 3,000","€ 3,112",F,16,Sweden,Borussia Dortmund,Bundesliga,2016-2017
27,27,Jacob Bruun Larsen,€ 58,"€ 3,000","€ 3,112",F,17,Denmark,Borussia Dortmund,Bundesliga,2016-2017
28,28,Adrián Ramos,€ 0,€ 0,€ 0,F,30,Colombia,Borussia Dortmund,Bundesliga,2016-2017
29,29,Ju-ho Park,€ 0,€ 0,€ 0,D,29,South Korea,Borussia Dortmund,Bundesliga,2016-2017
30,30,Sokratis,€ 0,€ 0,€ 0,D,28,Greece,Borussia Dortmund,Bundesliga,2016-2017
0,0,Sidney Sam,"€ 73,615","€ 3,828,000","€ 3,970,623",F,28,Germany,Darmstadt,Bundesliga,2016-2017
1,1,Sven Schipplock,"€ 14,346","€ 746,000","€ 773,794",F,27,Germany,Darmstadt,Bundesliga,2016-2017
2,2,Artem Fedetskyi,"€ 12,846","€ 668,000","€ 692,888",D,31,Ukraine,Darmstadt,Bundesliga,2016-2017
3,3,Michael Esser,"€ 12,769","€ 664,000","€ 688,739",K,28,Germany,Darmstadt,Bundesliga,2016-2017
4,4,Peter Niemeyer,"€ 12,538","€ 652,000","€ 676,292",M,32,Germany,Darmstadt,Bundesliga,2016-2017
5,5,Mario Vrancic,"€ 12,154","€ 632,000","€ 655,547",M,27,Bosnia-Herzegovina,Darmstadt,Bundesliga,2016-2017
6,6,Marcel Heller,"€ 12,115","€ 630,000","€ 653,473",M,30,Germany,Darmstadt,Bundesliga,2016-2017
7,7,Jérôme Gondorf,"€ 11,442","€ 595,000","€ 617,168",M,28,Germany,Darmstadt,Bundesliga,2016-2017
8,8,Alexander Milosevic,"€ 10,827","€ 563,000","€ 583,976",D,24,Sweden,Darmstadt,Bundesliga,2016-2017
9,9,Jan Rosenthal,"€ 9,558","€ 497,000","€ 515,517",F,30,Germany,Darmstadt,Bundesliga,2016-2017
10,10,Terrence Boyd,"€ 9,192","€ 478,000","€ 495,809",F,25,United States,Darmstadt,Bundesliga,2016-2017
11,11,Immanuel Höhn,"€ 8,769","€ 456,000","€ 472,990",D,24,Germany,Darmstadt,Bundesliga,2016-2017
12,12,Dominik Stroh-Engel,"€ 8,615","€ 448,000","€ 464,692",F,30,Germany,Darmstadt,Bundesliga,2016-2017
13,13,Markus Steinhöfer,"€ 8,135","€ 423,000","€ 438,760",D,30,Germany,Darmstadt,Bundesliga,2016-2017
14,14,Fabian Holland,"€ 8,135","€ 423,000","€ 438,760",D,25,Germany,Darmstadt,Bundesliga,2016-2017
15,15,Wilson Kamavuaka,"€ 8,135","€ 423,000","€ 438,760",M,26,Democratic Republic of Congo,Darmstadt,Bundesliga,2016-2017
16,16,Hamit Altintop,"€ 8,135","€ 423,000","€ 438,760",M,33,Turkey,Darmstadt,Bundesliga,2016-2017
17,17,Patrick Banggaard,"€ 8,135","€ 423,000","€ 438,760",D,22,Denmark,Darmstadt,Bundesliga,2016-2017
18,18,Denys Oliynyk,"€ 8,135","€ 423,000","€ 438,760",F,29,Ukraine,Darmstadt,Bundesliga,2016-2017
19,19,Antonio Colak,"€ 7,692","€ 400,000","€ 414,903",F,22,Croatia,Darmstadt,Bundesliga,2016-2017
20,20,Benjamin Gorka,"€ 6,654","€ 346,000","€ 358,891",D,32,Germany,Darmstadt,Bundesliga,2016-2017
21,21,Daniel Heuer Fernandes,"€ 5,519","€ 287,000","€ 297,693",K,23,Portugal,Darmstadt,Bundesliga,2016-2017
22,22,Sandro Sirigu,"€ 4,788","€ 249,000","€ 258,277",D,27,Germany,Darmstadt,Bundesliga,2016-2017
23,23,Leon Guwara,"€ 2,385","€ 124,000","€ 128,620",D,20,Germany,Darmstadt,Bundesliga,2016-2017
24,24,Felix Platte,"€ 1,904","€ 99,000","€ 102,689",F,20,Germany,Darmstadt,Bundesliga,2016-2017
25,25,Yannick Stark,€ 0,€ 0,€ 0,M,25,Germany,Darmstadt,Bundesliga,2016-2017
26,26,Änis Ben-Hatira,€ 0,€ 0,€ 0,M,27,Tunisia,Darmstadt,Bundesliga,2016-2017
27,27,Aytac Sulu,€ 0,€ 0,€ 0,D,30,Turkey,Darmstadt,Bundesliga,2016-2017
28,28,Can Luka Aydogan,€ 0,€ 0,€ 0,D,17,Germany,Darmstadt,Bundesliga,2016-2017
29,29,Daniel Thur,€ 0,€ 0,€ 0,D,18,Germany,Darmstadt,Bundesliga,2016-2017
30,30,Florian Jungwirth,€ 0,€ 0,€ 0,M,27,Germany,Darmstadt,Bundesliga,2016-2017
31,31,Igor Berezovsky,€ 0,€ 0,€ 0,K,25,Ukraine,Darmstadt,Bundesliga,2016-2017
32,32,Johannes Wolff,€ 0,€ 0,€ 0,D,17,Germany,Darmstadt,Bundesliga,2016-2017
33,33,Júnior Díaz,€ 0,€ 0,€ 0,D,32,Costa Rica,Darmstadt,Bundesliga,2016-2017
34,34,László Kleinheisler,€ 0,€ 0,€ 0,M,22,Hungary,Darmstadt,Bundesliga,2016-2017
35,35,Liam Fisch,€ 0,€ 0,€ 0,F,17,Germany,Darmstadt,Bundesliga,2016-2017
36,36,Roman Bezjak,€ 0,€ 0,€ 0,F,27,Slovenia,Darmstadt,Bundesliga,2016-2017
37,37,Silas Zehnder,€ 0,€ 0,€ 0,D,17,Germany,Darmstadt,Bundesliga,2016-2017
38,38,Victor Obinna,€ 0,€ 0,€ 0,F,29,Nigeria,Darmstadt,Bundesliga,2016-2017
0,0,Alexander Meier,"€ 36,365","€ 1,891,000","€ 1,961,455",F,33,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
1,1,Bastian Oczipka,"€ 28,712","€ 1,493,000","€ 1,548,626",D,27,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
2,2,Marco Fabián,"€ 27,615","€ 1,436,000","€ 1,489,502",M,26,Mexico,Eintracht Frankfurt,Bundesliga,2016-2017
3,3,Haris Seferovic,"€ 23,923","€ 1,244,000","€ 1,290,349",F,24,Switzerland,Eintracht Frankfurt,Bundesliga,2016-2017
4,4,Ante Rebic,"€ 19,385","€ 1,008,000","€ 1,045,556",F,22,Croatia,Eintracht Frankfurt,Bundesliga,2016-2017
5,5,Makoto Hasebe,"€ 19,135","€ 995,000","€ 1,032,072",M,32,Japan,Eintracht Frankfurt,Bundesliga,2016-2017
6,6,Michael Hector,"€ 18,885","€ 982,000","€ 1,018,587",D,23,Jamaica,Eintracht Frankfurt,Bundesliga,2016-2017
7,7,Guillermo Varela,"€ 16,673","€ 867,000","€ 899,303",D,23,Uruguay,Eintracht Frankfurt,Bundesliga,2016-2017
8,8,Shani Tarashaj,"€ 16,673","€ 867,000","€ 899,303",F,21,Switzerland,Eintracht Frankfurt,Bundesliga,2016-2017
9,9,Taleb Tawatha,"€ 14,346","€ 746,000","€ 773,794",D,24,Israel,Eintracht Frankfurt,Bundesliga,2016-2017
10,10,Slobodan Medojevic,"€ 14,346","€ 746,000","€ 773,794",M,25,Serbia,Eintracht Frankfurt,Bundesliga,2016-2017
11,11,Branimir Hrgota,"€ 14,346","€ 746,000","€ 773,794",F,23,Sweden,Eintracht Frankfurt,Bundesliga,2016-2017
12,12,Marco Russ,"€ 14,346","€ 746,000","€ 773,794",D,30,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
13,13,Timothy Chandler,"€ 14,346","€ 746,000","€ 773,794",D,26,United States,Eintracht Frankfurt,Bundesliga,2016-2017
14,14,David Abraham,"€ 13,192","€ 686,000","€ 711,559",D,29,Argentina,Eintracht Frankfurt,Bundesliga,2016-2017
15,15,Marius Wolf,"€ 11,923","€ 620,000","€ 643,100",F,21,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
16,16,Danny Blum,"€ 9,558","€ 497,000","€ 515,517",F,25,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
17,17,Jesús Vallejo,"€ 9,173","€ 477,000","€ 494,772",D,19,Spain,Eintracht Frankfurt,Bundesliga,2016-2017
18,18,Andersson Ordóñez,"€ 8,135","€ 423,000","€ 438,760",D,22,Ecuador,Eintracht Frankfurt,Bundesliga,2016-2017
19,19,Heinz Lindner,"€ 8,135","€ 423,000","€ 438,760",K,25,Austria,Eintracht Frankfurt,Bundesliga,2016-2017
20,20,Omar Mascarell,"€ 8,135","€ 423,000","€ 438,760",M,23,Spain,Eintracht Frankfurt,Bundesliga,2016-2017
21,21,Mijat Gacinovic,"€ 8,135","€ 423,000","€ 438,760",M,21,Serbia,Eintracht Frankfurt,Bundesliga,2016-2017
22,22,Marc Stendera,"€ 8,135","€ 423,000","€ 438,760",M,20,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
23,23,Yanni Regäsel,"€ 5,750","€ 299,000","€ 310,140",D,20,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
24,24,Max Besuschkow,"€ 4,308","€ 224,000","€ 232,346",M,19,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
25,25,Aymen Barkok,"€ 4,308","€ 224,000","€ 232,346",M,18,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
26,26,Lukas Hradecky,€ 0,€ 0,€ 0,K,26,Finland,Eintracht Frankfurt,Bundesliga,2016-2017
27,27,Noel Knothe,€ 0,€ 0,€ 0,D,17,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
28,28,Luc Castaignos,€ 0,€ 0,€ 0,F,23,Netherlands,Eintracht Frankfurt,Bundesliga,2016-2017
29,29,Leon Bätge,€ 0,€ 0,€ 0,K,18,Germany,Eintracht Frankfurt,Bundesliga,2016-2017
30,30,Furkan Zorba,€ 0,€ 0,€ 0,D,18,Turkey,Eintracht Frankfurt,Bundesliga,2016-2017
31,31,Szabolcs Huszti,€ 0,€ 0,€ 0,M,33,Hungary,Eintracht Frankfurt,Bundesliga,2016-2017
