,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
6,Cristiano Biraghi,"€ 42,692","€ 2,220,000",LB,28,Starter,"Jun 30, 2024",4-yrs,"€ 8,880,000",Fiorentina,Serie A,2020-2021
7,Martín Cáceres,"€ 42,692","€ 2,220,000",CB,33,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Fiorentina,Serie A,2020-2021
8,Aleksandr Kokorin,"€ 41,923","€ 2,180,000",CF,29,Reserve,"Jun 30, 2024",4-yrs,"€ 8,720,000",Fiorentina,Serie A,2020-2021
9,Sofyan Amrabat,"€ 36,923","€ 1,920,000",CM,24,Starter,"Jun 30, 2024",4-yrs,"€ 7,680,000",Fiorentina,Serie A,2020-2021
10,Borja Valero,"€ 35,577","€ 1,850,000",CM,36,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Fiorentina,Serie A,2020-2021
11,Erick Pulgar,"€ 32,115","€ 1,670,000",DM,27,Reserve,"Jun 30, 2023",3-yrs,"€ 5,010,000",Fiorentina,Serie A,2020-2021
12,Nikola Milenkovic,"€ 28,462","€ 1,480,000",CB,23,Starter,"Jun 30, 2022",2-yrs,"€ 2,960,000",Fiorentina,Serie A,2020-2021
13,Bartlomiej Dragowski,"€ 28,462","€ 1,480,000",GK,23,Starter,"Jun 30, 2023",3-yrs,"€ 4,440,000",Fiorentina,Serie A,2020-2021
14,Valentin Eysseric,"€ 28,462","€ 1,480,000",AM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 2,960,000",Fiorentina,Serie A,2020-2021
15,Kévin Malcuit,"€ 28,462","€ 1,480,000",RB,29,Reserve,"Jun 30, 2021",1-yr,"€ 1,480,000",Fiorentina,Serie A,2020-2021
16,Lucas Martínez Quarta,"€ 24,615","€ 1,280,000",CB,24,Reserve,"Jun 30, 2025",5-yrs,"€ 6,400,000",Fiorentina,Serie A,2020-2021
17,Dusan Vlahovic,"€ 19,808","€ 1,030,000",CF,21,Starter,"Jun 30, 2023",3-yrs,"€ 3,090,000",Fiorentina,Serie A,2020-2021
18,Maximiliano Olivera,"€ 17,885","€ 930,000",LB,28,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Fiorentina,Serie A,2020-2021
19,Igor,"€ 17,308","€ 900,000",CB,22,Starter,"Jun 30, 2021",1-yr,"€ 900,000",Fiorentina,Serie A,2020-2021
20,Antonio Barreca,"€ 14,808","€ 770,000",LB,25,Reserve,"Jun 30, 2021",1-yr,"€ 770,000",Fiorentina,Serie A,2020-2021
21,Lorenzo Venuti,"€ 14,231","€ 740,000",RB,25,Starter,"Jun 30, 2024",4-yrs,"€ 2,960,000",Fiorentina,Serie A,2020-2021
22,Pietro Terracciano,"€ 10,769","€ 560,000",GK,30,Reserve,"Jun 30, 2023",3-yrs,"€ 1,680,000",Fiorentina,Serie A,2020-2021
23,Antonio Rosati,"€ 5,385","€ 280,000",GK,37,Reserve,"Jun 30, 2021",1-yr,"€ 280,000",Fiorentina,Serie A,2020-2021
24,Tòfol Montiel,"€ 3,654","€ 190,000",AM,20,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Fiorentina,Serie A,2020-2021
25,Federico Brancolini,€ 769,"€ 40,000",GK,19,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Fiorentina,Serie A,2020-2021
0,Kevin Strootman,"€ 81,346","€ 4,230,000",CM,30,Starter,"Jun 30, 2021",1-yr,"€ 4,230,000",Genoa,Serie A,2020-2021
1,Domenico Criscito,"€ 42,692","€ 2,220,000",LB,34,Starter,"Jun 30, 2022",2-yrs,"€ 4,440,000",Genoa,Serie A,2020-2021
2,Cristián Zapata,"€ 42,692","€ 2,220,000",CB,34,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Genoa,Serie A,2020-2021
3,Milan Badelj,"€ 34,423","€ 1,790,000",DM,31,Starter,"Jun 30, 2023",3-yrs,"€ 5,370,000",Genoa,Serie A,2020-2021
4,Eldor Shomurodov,"€ 32,115","€ 1,670,000",CF,25,Starter,"Jun 30, 2024",4-yrs,"€ 6,680,000",Genoa,Serie A,2020-2021
5,Davide Zappacosta,"€ 32,115","€ 1,670,000",RM,28,Starter,"Jun 30, 2021",1-yr,"€ 1,670,000",Genoa,Serie A,2020-2021
6,Mattia Perin,"€ 28,462","€ 1,480,000",GK,28,Starter,"Jun 20, 2021",1-yr,"€ 1,480,000",Genoa,Serie A,2020-2021
7,Marko Pjaca,"€ 28,462","€ 1,480,000",LW,25,Reserve,"Jun 30, 2021",1-yr,"€ 1,480,000",Genoa,Serie A,2020-2021
8,Luca Pellegrini,"€ 28,462","€ 1,480,000",LM,21,Reserve,"Jun 30, 2021",1-yr,"€ 1,480,000",Genoa,Serie A,2020-2021
9,Davide Biraschi,"€ 25,000","€ 1,300,000",CB,26,Reserve,"Jun 30, 2022",2-yrs,"€ 2,600,000",Genoa,Serie A,2020-2021
10,Andrea Masiello,"€ 25,000","€ 1,300,000",CB,34,Starter,"Jun 30, 2022",2-yrs,"€ 2,600,000",Genoa,Serie A,2020-2021
11,Ivan Radovanovic,"€ 21,346","€ 1,110,000",DM,32,Starter,"Jun 30, 2022",2-yrs,"€ 2,220,000",Genoa,Serie A,2020-2021
12,Paolo Ghiglione,"€ 21,346","€ 1,110,000",RM,24,Reserve,"Jun 30, 2023",3-yrs,"€ 3,330,000",Genoa,Serie A,2020-2021
13,Francesco Cassata,"€ 21,346","€ 1,110,000",CM,23,Reserve,"Jun 30, 2021",1-yr,"€ 1,110,000",Genoa,Serie A,2020-2021
14,Manolo Portanova,"€ 21,346","€ 1,110,000",AM,20,Reserve,"Jun 30, 2021",1-yr,"€ 1,110,000",Genoa,Serie A,2020-2021
15,Mattia Destro,"€ 19,615","€ 1,020,000",CF,29,Starter,"Jun 30, 2022",2-yrs,"€ 2,040,000",Genoa,Serie A,2020-2021
16,Valon Behrami,"€ 17,885","€ 930,000",DM,35,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Genoa,Serie A,2020-2021
17,Edoardo Goldaniga,"€ 17,885","€ 930,000",CB,27,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Genoa,Serie A,2020-2021
18,Goran Pandev,"€ 17,885","€ 930,000",SS,37,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Genoa,Serie A,2020-2021
19,Miha Zajc,"€ 14,808","€ 770,000",CM,26,Starter,"Jun 30, 2021",1-yr,"€ 770,000",Genoa,Serie A,2020-2021
20,Federico Marchetti,"€ 14,231","€ 740,000",GK,37,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Genoa,Serie A,2020-2021
21,Gianluca Scamacca,"€ 10,000","€ 520,000",CF,22,Reserve,"Jun 30, 2021",1-yr,"€ 520,000",Genoa,Serie A,2020-2021
22,Lennart Czyborra,"€ 9,808","€ 510,000",LM,21,Starter,"Jun 30, 2022",2-yrs,"€ 1,020,000",Genoa,Serie A,2020-2021
23,Lukas Zima,"€ 7,115","€ 370,000",GK,27,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Genoa,Serie A,2020-2021
24,Darian Males,"€ 4,231","€ 220,000",CF,19,Reserve,"Jun 30, 2021",1-yr,"€ 220,000",Genoa,Serie A,2020-2021
25,Alberto Paleari,"€ 3,269","€ 170,000",GK,28,Reserve,"Jun 30, 2021",1-yr,"€ 170,000",Genoa,Serie A,2020-2021
26,Giuseppe Caso,"€ 1,346","€ 70,000",LW,22,Reserve,"Jun 30, 2021",1-yr,"€ 70,000",Genoa,Serie A,2020-2021
27,Filippo Melegoni,€ 962,"€ 50,000",CM,21,Reserve,"Jun 30, 2022",2-yrs,"€ 100,000",Genoa,Serie A,2020-2021
28,Nicolò Rovella,€ 769,"€ 40,000",DM,19,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Genoa,Serie A,2020-2021
29,Jérôme Onguéné,€ 0,€ 0,CB,23,Reserve,"Jun 30, 2021",1-yr,€ 0,Genoa,Serie A,2020-2021
0,Nikola Kalinic,"€ 53,462","€ 2,780,000",CF,33,Reserve,"Jun 30, 2022",2-yrs,"€ 5,560,000",Hellas Verona,Serie A,2020-2021
1,Marco Benassi,"€ 39,231","€ 2,040,000",CM,26,Reserve,"Jun 30, 2021",1-yr,"€ 2,040,000",Hellas Verona,Serie A,2020-2021
2,Stefano Sturaro,"€ 29,615","€ 1,540,000",CM,27,Reserve,"Jun 30, 2021",1-yr,"€ 1,540,000",Hellas Verona,Serie A,2020-2021
3,Kevin Lasagna,"€ 25,000","€ 1,300,000",CF,28,Starter,"Jun 30, 2022",2-yrs,"€ 2,600,000",Hellas Verona,Serie A,2020-2021
4,Andrea Favilli,"€ 25,000","€ 1,300,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Hellas Verona,Serie A,2020-2021
5,Giangiacomo Magnani,"€ 21,346","€ 1,110,000",CB,25,Reserve,"Jun 30, 2021",1-yr,"€ 1,110,000",Hellas Verona,Serie A,2020-2021
6,Koray Günter,"€ 21,346","€ 1,110,000",CB,26,Starter,"Jun 30, 2023",3-yrs,"€ 3,330,000",Hellas Verona,Serie A,2020-2021
7,Darko Lazovic,"€ 21,346","€ 1,110,000",LM,30,Reserve,"Jun 30, 2024",4-yrs,"€ 4,440,000",Hellas Verona,Serie A,2020-2021
8,Miguel Veloso,"€ 17,885","€ 930,000",DM,34,Reserve,"Jun 30, 2022",2-yrs,"€ 1,860,000",Hellas Verona,Serie A,2020-2021
9,Mattia Zaccagni,"€ 17,885","€ 930,000",AM,25,Starter,"Jun 30, 2022",2-yrs,"€ 1,860,000",Hellas Verona,Serie A,2020-2021
10,Federico Dimarco,"€ 17,885","€ 930,000",LB,23,Starter,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
11,Marco Silvestri,"€ 17,885","€ 930,000",GK,29,Starter,"Jun 30, 2022",2-yrs,"€ 1,860,000",Hellas Verona,Serie A,2020-2021
12,Antonin Barak,"€ 17,885","€ 930,000",AM,26,Starter,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
13,Federico Ceccherini,"€ 17,885","€ 930,000",CB,28,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
14,Davide Faraoni,"€ 17,885","€ 930,000",RM,29,Starter,"Jun 30, 2024",4-yrs,"€ 3,720,000",Hellas Verona,Serie A,2020-2021
15,Ronaldo Vieira,"€ 17,885","€ 930,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
16,Daniel Bessa,"€ 15,962","€ 830,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 1,660,000",Hellas Verona,Serie A,2020-2021
17,Adrien Tamèze,"€ 12,308","€ 640,000",DM,26,Starter,"Jun 30, 2024",4-yrs,"€ 2,560,000",Hellas Verona,Serie A,2020-2021
18,Kevin Rüegg,"€ 7,308","€ 380,000",RB,22,Reserve,"Jun 30, 2025",5-yrs,"€ 1,900,000",Hellas Verona,Serie A,2020-2021
19,Pawel Dawidowicz,"€ 7,308","€ 380,000",CB,25,Reserve,"Jun 30, 2025",5-yrs,"€ 1,900,000",Hellas Verona,Serie A,2020-2021
20,Ebrima Colley,"€ 7,115","€ 370,000",LW,21,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Hellas Verona,Serie A,2020-2021
21,Eddie Salcedo,"€ 7,115","€ 370,000",CF,19,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Hellas Verona,Serie A,2020-2021
22,Mert Cetin,"€ 6,154","€ 320,000",CB,24,Starter,"Jun 30, 2022",2-yrs,"€ 640,000",Hellas Verona,Serie A,2020-2021
23,Alessandro Berardi,"€ 5,385","€ 280,000",GK,30,Reserve,"Jun 30, 2023",3-yrs,"€ 840,000",Hellas Verona,Serie A,2020-2021
24,Ivan Ilic,"€ 5,000","€ 260,000",CM,19,Starter,"Jun 30, 2021",1-yr,"€ 260,000",Hellas Verona,Serie A,2020-2021
25,Ivor Pandur,"€ 3,654","€ 190,000",GK,20,Reserve,"Jun 30, 2025",5-yrs,"€ 950,000",Hellas Verona,Serie A,2020-2021
26,Matteo Lovato,"€ 2,885","€ 150,000",CB,20,Starter,"Jun 30, 2024",4-yrs,"€ 600,000",Hellas Verona,Serie A,2020-2021
27,Bruno Amione,"€ 2,500","€ 130,000",CB,19,Reserve,"Jun 30, 2025",5-yrs,"€ 650,000",Hellas Verona,Serie A,2020-2021
28,Destiny Udogie,€ 769,"€ 40,000",LB,18,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Hellas Verona,Serie A,2020-2021
29,Nicola Borghetto,€ 769,"€ 40,000",GK,21,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Hellas Verona,Serie A,2020-2021
0,Romelu Lukaku,"€ 185,000","€ 9,620,000",CF,27,Starter,"Jun 30, 2024",4-yrs,"€ 38,480,000",Inter Milan,Serie A,2020-2021
1,Christian Eriksen,"€ 185,000","€ 9,620,000",AM,28,Reserve,"Jun 30, 2024",4-yrs,"€ 38,480,000",Inter Milan,Serie A,2020-2021
2,Ivan Perisic,"€ 178,077","€ 9,260,000",LW,32,Starter,"Jun 30, 2022",2-yrs,"€ 18,520,000",Inter Milan,Serie A,2020-2021
3,Alexis Sánchez,"€ 172,500","€ 8,970,000",CF,32,Reserve,"Jun 30, 2023",3-yrs,"€ 26,910,000",Inter Milan,Serie A,2020-2021
4,Arturo Vidal,"€ 160,192","€ 8,330,000",CM,33,Starter,"Jun 30, 2022",2-yrs,"€ 16,660,000",Inter Milan,Serie A,2020-2021
5,Stefan de Vrij,"€ 135,385","€ 7,040,000",CB,28,Starter,"Jun 30, 2023",3-yrs,"€ 21,120,000",Inter Milan,Serie A,2020-2021
6,Marcelo Brozovic,"€ 124,615","€ 6,480,000",DM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 12,960,000",Inter Milan,Serie A,2020-2021
7,Achraf Hakimi,"€ 123,269","€ 6,410,000",RM,22,Starter,"Jun 30, 2025",5-yrs,"€ 32,050,000",Inter Milan,Serie A,2020-2021
8,Samir Handanovic,"€ 114,038","€ 5,930,000",GK,36,Starter,"Jun 30, 2022",2-yrs,"€ 11,860,000",Inter Milan,Serie A,2020-2021
9,Milan Skriniar,"€ 106,923","€ 5,560,000",CB,25,Starter,"Jun 30, 2023",3-yrs,"€ 16,680,000",Inter Milan,Serie A,2020-2021
10,Aleksandar Kolarov,"€ 106,923","€ 5,560,000",LB,35,Reserve,"Jun 30, 2021",1-yr,"€ 5,560,000",Inter Milan,Serie A,2020-2021
11,Alessandro Bastoni,"€ 99,615","€ 5,180,000",CB,21,Starter,"Jun 30, 2024",4-yrs,"€ 20,720,000",Inter Milan,Serie A,2020-2021
12,Matías Vecino,"€ 89,038","€ 4,630,000",CM,29,Reserve,"Jun 30, 2022",2-yrs,"€ 9,260,000",Inter Milan,Serie A,2020-2021
13,Nicolò Barella,"€ 89,038","€ 4,630,000",CM,23,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Inter Milan,Serie A,2020-2021
14,Lautaro Martínez,"€ 89,038","€ 4,630,000",CF,23,Starter,"Jun 30, 2023",3-yrs,"€ 13,890,000",Inter Milan,Serie A,2020-2021
15,Ashley Young,"€ 74,038","€ 3,850,000",LM,35,Reserve,"Jun 30, 2021",1-yr,"€ 3,850,000",Inter Milan,Serie A,2020-2021
16,Stefano Sensi,"€ 71,154","€ 3,700,000",CM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 14,800,000",Inter Milan,Serie A,2020-2021
17,Andrea Pinamonti,"€ 71,154","€ 3,700,000",CF,21,Reserve,"Jun 30, 2024",4-yrs,"€ 14,800,000",Inter Milan,Serie A,2020-2021
18,Danilo D'Ambrosio,"€ 71,154","€ 3,700,000",RB,32,Reserve,"Jun 30, 2022",2-yrs,"€ 7,400,000",Inter Milan,Serie A,2020-2021
19,Andrea Ranocchia,"€ 64,038","€ 3,330,000",CB,32,Reserve,"Jun 30, 2022",2-yrs,"€ 6,660,000",Inter Milan,Serie A,2020-2021
20,Roberto Gagliardini,"€ 53,462","€ 2,780,000",CM,26,Starter,"Jun 30, 2023",3-yrs,"€ 8,340,000",Inter Milan,Serie A,2020-2021
21,Matteo Darmian,"€ 49,231","€ 2,560,000",RB,31,Reserve,"Jun 30, 2021",1-yr,"€ 2,560,000",Inter Milan,Serie A,2020-2021
22,Ionuț Radu,"€ 35,577","€ 1,850,000",GK,23,Reserve,"Jun 30, 2024",4-yrs,"€ 7,400,000",Inter Milan,Serie A,2020-2021
23,Daniele Padelli,"€ 17,885","€ 930,000",GK,35,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Inter Milan,Serie A,2020-2021
24,Filip Stankovic,"€ 2,885","€ 150,000",GK,18,Reserve,"Jun 30, 2024",4-yrs,"€ 600,000",Inter Milan,Serie A,2020-2021
0,Cristiano Ronaldo,"€ 1,104,038","€ 57,410,000",LW,35,Starter,"Jun 30, 2022",2-yrs,"€ 114,820,000",Juventus,Serie A,2020-2021
1,Paulo Dybala,"€ 260,000","€ 13,520,000",SS,27,Starter,"Jun 30, 2022",2-yrs,"€ 27,040,000",Juventus,Serie A,2020-2021
2,Leonardo Bonucci,"€ 231,538","€ 12,040,000",CB,33,Starter,"Jun 30, 2024",4-yrs,"€ 48,160,000",Juventus,Serie A,2020-2021
3,Wojciech Szczesny,"€ 231,538","€ 12,040,000",GK,30,Starter,"Jun 30, 2024",4-yrs,"€ 48,160,000",Juventus,Serie A,2020-2021
4,Alex Sandro,"€ 213,654","€ 11,110,000",LB,30,Starter,"Jun 30, 2023",3-yrs,"€ 33,330,000",Juventus,Serie A,2020-2021
5,Matthijs de Ligt,"€ 197,308","€ 10,260,000",CB,21,Starter,"Jun 30, 2024",4-yrs,"€ 41,040,000",Juventus,Serie A,2020-2021
6,Federico Chiesa,"€ 178,077","€ 9,260,000",RW,23,Reserve,"Jun 30, 2022",2-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
7,Juan Cuadrado,"€ 178,077","€ 9,260,000",RB,32,Starter,"Jun 30, 2022",2-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
8,Aaron Ramsey,"€ 172,500","€ 8,970,000",CM,30,Reserve,"Jun 30, 2023",3-yrs,"€ 26,910,000",Juventus,Serie A,2020-2021
9,Adrien Rabiot,"€ 172,500","€ 8,970,000",CM,25,Starter,"Jun 30, 2023",3-yrs,"€ 26,910,000",Juventus,Serie A,2020-2021
10,Federico Bernardeschi,"€ 142,500","€ 7,410,000",RW,26,Reserve,"Jun 30, 2022",2-yrs,"€ 14,820,000",Juventus,Serie A,2020-2021
11,Giorgio Chiellini,"€ 124,615","€ 6,480,000",CB,36,Reserve,"Jun 30, 2021",1-yr,"€ 6,480,000",Juventus,Serie A,2020-2021
12,Álvaro Morata,"€ 123,269","€ 6,410,000",CF,28,Reserve,"Jun 30, 2022",2-yrs,"€ 12,820,000",Juventus,Serie A,2020-2021
13,Arthur,"€ 123,269","€ 6,410,000",CM,24,Reserve,"Jun 30, 2025",5-yrs,"€ 32,050,000",Juventus,Serie A,2020-2021
14,Danilo,"€ 98,654","€ 5,130,000",RB,29,Starter,"Jun 30, 2024",4-yrs,"€ 20,520,000",Juventus,Serie A,2020-2021
15,Rodrigo Bentancur,"€ 89,038","€ 4,630,000",CM,23,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
16,Dejan Kulusevski,"€ 89,038","€ 4,630,000",RW,20,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
17,Merih Demiral,"€ 64,038","€ 3,330,000",CB,22,Reserve,"Jun 30, 2024",4-yrs,"€ 13,320,000",Juventus,Serie A,2020-2021
18,Weston McKennie,"€ 61,731","€ 3,210,000",CM,22,Reserve,"Jun 30, 2025",5-yrs,"€ 16,050,000",Juventus,Serie A,2020-2021
19,Gianluigi Buffon,"€ 53,462","€ 2,780,000",GK,43,Reserve,"Jun 30, 2021",1-yr,"€ 2,780,000",Juventus,Serie A,2020-2021
20,Radu Drăgușin,"€ 18,269","€ 950,000",CB,19,Reserve,"Jun 30, 2025",5-yrs,"€ 4,750,000",Juventus,Serie A,2020-2021
21,Carlo Pinsoglio,"€ 10,769","€ 560,000",GK,30,Reserve,"Jun 30, 2023",3-yrs,"€ 1,680,000",Juventus,Serie A,2020-2021
22,Gianluca Frabotta,"€ 3,654","€ 190,000",LB,21,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Juventus,Serie A,2020-2021
0,Ciro Immobile,"€ 142,500","€ 7,410,000",CF,30,Starter,"Jun 30, 2025",5-yrs,"€ 37,050,000",Lazio,Serie A,2020-2021
1,Sergej Milinkovic-Savic,"€ 114,038","€ 5,930,000",CM,25,Starter,"Jun 30, 2024",4-yrs,"€ 23,720,000",Lazio,Serie A,2020-2021
2,Joaquín Correa,"€ 89,038","€ 4,630,000",SS,26,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Lazio,Serie A,2020-2021
3,Luis Alberto,"€ 89,038","€ 4,630,000",AM,28,Starter,"Jun 30, 2025",5-yrs,"€ 23,150,000",Lazio,Serie A,2020-2021
4,Lucas Leiva,"€ 81,923","€ 4,260,000",DM,34,Starter,"Jun 30, 2022",2-yrs,"€ 8,520,000",Lazio,Serie A,2020-2021
5,Pepe Reina,"€ 71,154","€ 3,700,000",GK,38,Reserve,"Jun 30, 2022",2-yrs,"€ 7,400,000",Lazio,Serie A,2020-2021
6,Felipe Caicedo,"€ 71,154","€ 3,700,000",CF,32,Reserve,"Jun 30, 2022",2-yrs,"€ 7,400,000",Lazio,Serie A,2020-2021
7,Mateo Musacchio,"€ 71,154","€ 3,700,000",CB,30,Reserve,"Jun 30, 2023",3-yrs,"€ 11,100,000",Lazio,Serie A,2020-2021
8,Francesco Acerbi,"€ 64,038","€ 3,330,000",CB,32,Starter,"Jun 30, 2023",3-yrs,"€ 9,990,000",Lazio,Serie A,2020-2021
9,Andreas Pereira,"€ 61,731","€ 3,210,000",AM,25,Reserve,"Jun 30, 2021",1-yr,"€ 3,210,000",Lazio,Serie A,2020-2021
10,Manuel Lazzari,"€ 53,462","€ 2,780,000",RM,27,Starter,"Jun 30, 2024",4-yrs,"€ 11,120,000",Lazio,Serie A,2020-2021
11,Danilo Cataldi,"€ 49,808","€ 2,590,000",CM,26,Reserve,"Jun 30, 2024",4-yrs,"€ 10,360,000",Lazio,Serie A,2020-2021
12,Stefan Radu,"€ 49,808","€ 2,590,000",CB,34,Starter,"Jun 30, 2021",1-yr,"€ 2,590,000",Lazio,Serie A,2020-2021
13,Mohamed Fares,"€ 42,692","€ 2,220,000",LM,24,Reserve,"Jun 30, 2025",5-yrs,"€ 11,100,000",Lazio,Serie A,2020-2021
14,Thomas Strakosha,"€ 42,692","€ 2,220,000",GK,25,Starter,"Jun 30, 2022",2-yrs,"€ 4,440,000",Lazio,Serie A,2020-2021
15,Senad Lulic,"€ 42,692","€ 2,220,000",LM,35,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Lazio,Serie A,2020-2021
16,Marco Parolo,"€ 42,692","€ 2,220,000",CM,36,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Lazio,Serie A,2020-2021
17,Patric,"€ 35,577","€ 1,850,000",CB,27,Starter,"Jun 30, 2022",2-yrs,"€ 3,700,000",Lazio,Serie A,2020-2021
18,Wesley Hoedt,"€ 34,423","€ 1,790,000",CB,26,Reserve,"Jun 30, 2021",1-yr,"€ 1,790,000",Lazio,Serie A,2020-2021
19,Gonzalo Escalante,"€ 34,423","€ 1,790,000",CM,27,Reserve,"Jun 30, 2024",4-yrs,"€ 7,160,000",Lazio,Serie A,2020-2021
20,Adam Marusic,"€ 32,115","€ 1,670,000",RB,28,Starter,"Jun 30, 2022",2-yrs,"€ 3,340,000",Lazio,Serie A,2020-2021
21,Luiz Felipe,"€ 28,462","€ 1,480,000",CB,23,Reserve,"Jun 30, 2022",2-yrs,"€ 2,960,000",Lazio,Serie A,2020-2021
22,Jean-Daniel Akpa Akpro,"€ 17,885","€ 930,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 1,860,000",Lazio,Serie A,2020-2021
23,Djavan Anderson,"€ 17,885","€ 930,000",RM,25,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Lazio,Serie A,2020-2021
24,Nicolò Armini,"€ 17,885","€ 930,000",CB,19,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Lazio,Serie A,2020-2021
25,Joseph Marie Minala,"€ 14,231","€ 740,000",CM,24,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Lazio,Serie A,2020-2021
26,Marco Alia,"€ 1,731","€ 90,000",GK,20,Reserve,"Jun 30, 2021",1-yr,"€ 90,000",Lazio,Serie A,2020-2021
27,Abukar Mohamed,€ 769,"€ 40,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Lazio,Serie A,2020-2021
28,Madiu Bari,€ 769,"€ 40,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Lazio,Serie A,2020-2021
0,Kalidou Koulibaly,"€ 213,654","€ 11,110,000",CB,29,Starter,"Jun 30, 2023",3-yrs,"€ 33,330,000",Napoli,Serie A,2020-2021
1,Lorenzo Insigne,"€ 163,846","€ 8,520,000",LW,29,Starter,"Jun 30, 2022",2-yrs,"€ 17,040,000",Napoli,Serie A,2020-2021
2,Dries Mertens,"€ 160,192","€ 8,330,000",CF,33,Starter,"Jun 30, 2022",2-yrs,"€ 16,660,000",Napoli,Serie A,2020-2021
3,Konstantinos Manolas,"€ 142,500","€ 7,410,000",CB,29,Starter,"Jun 30, 2024",4-yrs,"€ 29,640,000",Napoli,Serie A,2020-2021
4,Piotr Zielinski,"€ 124,615","€ 6,480,000",CM,26,Starter,"Jun 30, 2024",4-yrs,"€ 25,920,000",Napoli,Serie A,2020-2021
5,Victor Osimhen,"€ 110,962","€ 5,770,000",CF,22,Starter,"Jun 30, 2025",5-yrs,"€ 28,850,000",Napoli,Serie A,2020-2021
6,Hirving Lozano,"€ 110,962","€ 5,770,000",RW,25,Starter,"Jun 30, 2024",4-yrs,"€ 23,080,000",Napoli,Serie A,2020-2021
7,Faouzi Ghoulam,"€ 85,385","€ 4,440,000",LB,30,Reserve,"Jun 30, 2022",2-yrs,"€ 8,880,000",Napoli,Serie A,2020-2021
8,Giovanni Di Lorenzo,"€ 81,923","€ 4,260,000",RB,27,Starter,"Jun 30, 2025",5-yrs,"€ 21,300,000",Napoli,Serie A,2020-2021
9,Matteo Politano,"€ 78,269","€ 4,070,000",RW,27,Reserve,"Jun 30, 2021",1-yr,"€ 4,070,000",Napoli,Serie A,2020-2021
10,Mário Rui,"€ 74,808","€ 3,890,000",LB,29,Reserve,"Jun 30, 2025",5-yrs,"€ 19,450,000",Napoli,Serie A,2020-2021
11,Andrea Petagna,"€ 64,038","€ 3,330,000",CF,25,Reserve,"Jun 30, 2024",4-yrs,"€ 13,320,000",Napoli,Serie A,2020-2021
12,Diego Demme,"€ 61,731","€ 3,210,000",DM,29,Reserve,"Jun 30, 2024",4-yrs,"€ 12,840,000",Napoli,Serie A,2020-2021
13,Elseid Hysaj,"€ 56,923","€ 2,960,000",RB,27,Starter,"Jun 30, 2021",1-yr,"€ 2,960,000",Napoli,Serie A,2020-2021
14,Fabián Ruiz,"€ 53,462","€ 2,780,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 8,340,000",Napoli,Serie A,2020-2021
